   93814,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -,    85785
   92932,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -,    97625
   97372,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -,   129504
   90104,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -,   129450
  105987,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -,   152663
  110377,        -,        -,        -,        -,      684,        -,        -,        -,        -,        -,   146791
  132437,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -,   164187
  151613,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -,   177177

   97632,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -,    82250
   91617,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -,    95444
  101427,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -,   125499
   98922,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -,   136766
  104749,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -,   154927
  106959,        -,        -,        -,        -,      607,        -,        -,        -,        -,        -,   155334
  124578,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -,   180485
  146400,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -,   186806

   97311,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -,    81116
   89929,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -,    95247
   99762,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -,   125870
   98606,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -,   137247
  104213,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -,   153451
  107431,        -,        -,        -,        -,      672,        -,        -,        -,        -,        -,   155610
  122901,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -,   176403
  139121,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -,   194699

   95587,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -,    82335
   90844,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -,    95216
   98560,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -,   126659
   98488,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -,   138344
  102870,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -,   153109
  107294,        -,        -,        -,        -,      685,        -,        -,        -,        -,        -,   154366
  122576,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -,   172639
  129764,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -,   191422

