       -,        -,        -,    81571,    66000,    59801,        -,        -,        -,        -,        -,        -
       -,        -,        -,    80510,    59309,    53949,        -,        -,        -,        -,        -,        -
       -,        -,        -,    73017,    59576,    49452,        -,        -,        -,        -,        -,        -
       -,        -,        -,    52629,    46451,    41111,        -,        -,        -,        -,        -,        -
       -,        -,        -,    46355,    39181,    36011,        -,        -,        -,        -,        -,        -
       -,        -,        -,    37847,    36311,    35304,        -,        -,        -,        -,        -,        -
       -,        -,        -,    35649,    34812,    35035,        -,        -,        -,        -,        -,        -
       -,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -,      696

       -,        -,        -,    82365,    66146,    59060,        -,        -,        -,        -,        -,        -
       -,        -,        -,    82061,    60470,    53255,        -,        -,        -,        -,        -,        -
       -,        -,        -,    72259,    59389,    50235,        -,        -,        -,        -,        -,        -
       -,        -,        -,    52766,    46590,    41291,        -,        -,        -,        -,        -,        -
       -,        -,        -,    46506,    40102,    35998,        -,        -,        -,        -,        -,        -
       -,        -,        -,    38281,    36417,    34522,        -,        -,        -,        -,        -,        -
       -,        -,        -,    36327,    35043,    34334,        -,        -,        -,        -,        -,        -
       -,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -,      706

       -,        -,        -,    82165,    67537,    60116,        -,        -,        -,        -,        -,        -
       -,        -,        -,    82210,    61407,    54277,        -,        -,        -,        -,        -,        -
       -,        -,        -,    72497,    59045,    50517,        -,        -,        -,        -,        -,        -
       -,        -,        -,    53279,    46801,    41155,        -,        -,        -,        -,        -,        -
       -,        -,        -,    46086,    40004,    35667,        -,        -,        -,        -,        -,        -
       -,        -,        -,    39017,    36102,    35296,        -,        -,        -,        -,        -,        -
       -,        -,        -,    34758,    33983,    33963,        -,        -,        -,        -,        -,        -
       -,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -,      756

       -,        -,        -,    84795,    68724,    59680,        -,        -,        -,        -,        -,        -
       -,        -,        -,    85445,    61362,    54751,        -,        -,        -,        -,        -,        -
       -,        -,        -,    75489,    59629,    51529,        -,        -,        -,        -,        -,        -
       -,        -,        -,    54332,    46384,    41102,        -,        -,        -,        -,        -,        -
       -,        -,        -,    46644,    40256,    36353,        -,        -,        -,        -,        -,        -
       -,        -,        -,    38488,    36322,    34769,        -,        -,        -,        -,        -,        -
       -,        -,        -,    35148,    34922,    34453,        -,        -,        -,        -,        -,        -
       -,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -,      801

       -,        -,        -,    86857,    70006,    59615,        -,        -,        -,        -,        -,        -
       -,        -,        -,    86213,    61919,    55525,        -,        -,        -,        -,        -,        -
       -,        -,        -,    75463,    60914,    50945,        -,        -,        -,        -,        -,        -
       -,        -,        -,    55305,    48355,    42788,        -,        -,        -,        -,        -,        -
       -,        -,        -,    47461,    40380,    36488,        -,        -,        -,        -,        -,        -
       -,        -,        -,    39172,    36308,    34780,        -,        -,        -,        -,        -,        -
       -,        -,        -,    35306,    34434,    34098,        -,        -,        -,        -,        -,        -
       -,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -,      690

       -,        -,        -,    87548,    70196,    60317,        -,        -,        -,        -,        -,        -
       -,        -,        -,    88072,    62482,    54784,        -,        -,        -,        -,        -,        -
       -,        -,        -,    76939,    62369,    51697,        -,        -,        -,        -,        -,        -
       -,        -,        -,    56242,    48607,    41409,        -,        -,        -,        -,        -,        -
       -,        -,        -,    48533,    40399,    36632,        -,        -,        -,        -,        -,        -
       -,        -,        -,    39293,    36831,    35075,        -,        -,        -,        -,        -,        -
       -,        -,        -,    35657,    34824,    34651,        -,        -,        -,        -,        -,        -
       -,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -,      798

       -,        -,        -,    86899,    71818,    60718,        -,        -,        -,        -,        -,        -
       -,        -,        -,    88149,    63078,    55286,        -,        -,        -,        -,        -,        -
       -,        -,        -,    79851,    61288,    50646,        -,        -,        -,        -,        -,        -
       -,        -,        -,    57126,    48766,    42892,        -,        -,        -,        -,        -,        -
       -,        -,        -,    47800,    40530,    37184,        -,        -,        -,        -,        -,        -
       -,        -,        -,    38211,    37230,    35530,        -,        -,        -,        -,        -,        -
       -,        -,        -,    35673,    34402,    34052,        -,        -,        -,        -,        -,        -
       -,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -,      684

       -,        -,        -,    89555,    71401,    61690,        -,        -,        -,        -,        -,        -
       -,        -,        -,    89024,    64181,    56416,        -,        -,        -,        -,        -,        -
       -,        -,        -,    79172,    62739,    51541,        -,        -,        -,        -,        -,        -
       -,        -,        -,    57480,    49100,    41920,        -,        -,        -,        -,        -,        -
       -,        -,        -,    48221,    40028,    36053,        -,        -,        -,        -,        -,        -
       -,        -,        -,    39494,    36418,    36016,        -,        -,        -,        -,        -,        -
       -,        -,        -,    35260,    35077,    34163,        -,        -,        -,        -,        -,        -
       -,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -,      725

       -,        -,        -,    90039,    72365,    62129,        -,        -,        -,        -,        -,        -
       -,        -,        -,    90903,    64680,    56682,        -,        -,        -,        -,        -,        -
       -,        -,        -,    81976,    64230,    52547,        -,        -,        -,        -,        -,        -
       -,        -,        -,    58292,    50859,    42951,        -,        -,        -,        -,        -,        -
       -,        -,        -,    48431,    42442,    37824,        -,        -,        -,        -,        -,        -
       -,        -,        -,    38784,    36959,    35623,        -,        -,        -,        -,        -,        -
