Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1	
UV		Cond		Conc B		Injection		Run Log		Fraction		UV_CUT_TEMP@100,BASEM	
ml	mAU	ml	mS/cm	ml	%	ml	Injection	ml	Logbook	ml	Fraction	ml	mAU
-0.024998	-0.055406	-0.024998	17.106401	-0.024998	0	0.000235	""	-0.024998	"Method Settings"	-0.000414	"1.A.1"	0	-0.018936
-0.024503	0.000192	-0.024008	17.108862	-0.020042	0			-0.024902	"Equilibration"	0.100644	"Waste(Frac)"	0.000495	-0.018671
-0.024008	-0.000604	-0.023018	17.108789	-0.015087	0			-0.005438	"Sample Application"	0.10861	"1.A.2"	0.00099	-0.018406
-0.023513	-0.001833	-0.022029	17.109005	-0.010131	0			0.10114	"Elution"	0.308921	"1.A.3"	0.001484	-0.018141
-0.023019	-0.003255	-0.021039	17.109585	-0.005175	0					0.508947	"1.A.4"	0.001979	-0.017877
-0.022524	-0.008142	-0.020049	17.109728	-0.00022	0					0.709022	"1.A.5"	0.002474	-0.017612
-0.022029	-0.01016	-0.01906	17.109324	0.004736	0					0.908569	"1.A.6"	0.002969	-0.017347
-0.021534	-0.009424	-0.01807	17.113194	0.009691	0					1.10888	"1.A.7"	0.003463	-0.017082
-0.02104	-0.010344	-0.01708	17.112812	0.014647	0					1.308936	"1.A.8"	0.003958	-0.016818
-0.020545	-0.00728	-0.016091	17.112749	0.019603	0					1.509009	"1.A.9"	0.004453	-0.016553
-0.02005	-0.007862	-0.015101	17.112995	0.024558	0					1.709061	"1.A.10"	0.004948	-0.016288
-0.019555	-0.002676	-0.014111	17.113871	0.029514	0					1.908871	"1.A.11"	0.005442	-0.016023
-0.019061	-0.006282	-0.013121	17.115068	0.03447	0					2.108923	"1.A.12"	0.005937	-0.015758
-0.018566	0.011685	-0.012132	17.115589	0.039425	0					2.308985	"1.B.1"	0.006432	-0.015493
-0.018071	0.026487	-0.011142	17.115318	0.044381	0					2.509046	"1.B.2"	0.006927	-0.015228
-0.017576	0.023994	-0.010152	17.114511	0.049336	0					2.70886	"1.B.3"	0.007422	-0.014963
-0.017082	0.027509	-0.009163	17.113335	0.054292	0					2.908933	"1.B.4"	0.007916	-0.014697
-0.016587	0.025147	-0.008173	17.111902	0.059248	0					3.046015	"Waste(Frac)"	0.008411	-0.014432
-0.016092	0.02492	-0.007183	17.110209	0.064203	0					3.046513	"Waste(Frac)"	0.008906	-0.014167
-0.015597	0.020308	-0.006194	17.108433	0.069159	0							0.009401	-0.013902
-0.015102	0.015647	-0.005204	17.106483	0.074114	0							0.009895	-0.013637
-0.014608	0.016071	-0.004214	17.103981	0.07907	0							0.01039	-0.013368
-0.014113	0.01458	-0.003225	17.100767	0.084026	0							0.010885	-0.013098
-0.013618	0.015252	-0.002235	17.096848	0.088981	0							0.01138	-0.012829
-0.013123	0.017994	-0.001245	17.092649	0.093937	0							0.011874	-0.012559
-0.012629	0.015867	-0.000255	17.079884	0.098892	0							0.012369	-0.01229
-0.012134	0.007276	0.000734	17.090454	0.103848	0							0.012864	-0.012021
-0.011639	0.007726	0.001724	17.091217	0.108804	0							0.013359	-0.011751
-0.011144	0.007905	0.002714	17.091909	0.113759	0							0.013853	-0.011482
-0.01065	0.009808	0.003703	17.092657	0.118715	0							0.014348	-0.011212
-0.010155	0.009544	0.004693	17.093637	0.12367	0							0.014843	-0.010943
-0.00966	0.003582	0.005683	17.094913	0.128626	0							0.015338	-0.010677
-0.009165	-0.000767	0.006672	17.096415	0.133582	0							0.015833	-0.010412
-0.00867	-0.003272	0.007662	17.097799	0.138537	0							0.016327	-0.010146
-0.008176	-0.005799	0.008652	17.098566	0.143493	0							0.016822	-0.00988
-0.007681	-0.006443	0.009641	17.098669	0.148449	0							0.017317	-0.009615
-0.007186	-0.003393	0.010631	17.098301	0.153404	0							0.017812	-0.009349
-0.006691	-0.000594	0.011621	17.097599	0.15836	0							0.018306	-0.009083
-0.006197	-0.001184	0.01261	17.096664	0.163315	0							0.018801	-0.008817
-0.005702	-0.001215	0.0136	17.095533	0.168271	0							0.019296	-0.01303
-0.005207	0.000825	0.01459	17.094257	0.173227	0							0.019791	-0.010645
-0.004712	0.00272	0.01558	17.09297	0.178182	0							0.020285	-0.011087
-0.004218	0.004442	0.016569	17.091749	0.183138	0							0.02078	-0.007777
-0.003723	0.005521	0.017559	17.090557	0.188093	0							0.021275	-0.007522
-0.003228	0.004737	0.018549	17.08951	0.193049	0							0.02177	-0.007267
-0.002733	0.002522	0.019538	17.088631	0.198005	0							0.022264	-0.007013
-0.002239	0.003639	0.020528	17.087893	0.20296	0							0.022759	-0.006758
-0.001744	0.006342	0.021518	17.087358	0.207916	0							0.023254	-0.006503
-0.001249	0.006122	0.022507	17.086966	0.212871	0							0.023749	-0.006249
-0.000754	0.005042	0.023497	17.086658	0.217827	0							0.024244	-0.005994
-0.000259	0.019263	0.024487	17.08643	0.222783	0							0.024738	-0.005739
0.000235	0.009821	0.025476	17.086351	0.227738	0							0.025233	-0.005508
0.00073	0.00359	0.026466	17.086454	0.232694	0							0.025728	-0.005276
0.001225	0.003339	0.027456	17.086548	0.237649	0							0.026223	-0.005045
0.00172	-0.001298	0.028446	17.086685	0.242605	0							0.026717	-0.004813
0.002214	-0.004707	0.029435	17.086899	0.247561	0							0.027212	-0.004581
0.002709	-0.002996	0.030425	17.087067	0.252516	0							0.027707	-0.00435
0.003204	0.001252	0.031415	17.087187	0.257472	0							0.028202	-0.004118
0.003699	0.000901	0.032404	17.087191	0.262428	0							0.028696	-0.003887
0.004193	0.001375	0.033394	17.087164	0.267383	0							0.029191	-0.003655
0.004688	0.00539	0.034384	17.08703	0.272339	0							0.029686	-0.003424
0.005183	0.005033	0.035373	17.086721	0.277294	0							0.030181	-0.003197
0.005678	0.005588	0.036363	17.086359	0.28225	0							0.030676	-0.00297
0.006173	0.004995	0.037353	17.085905	0.287206	0							0.03117	-0.002743
0.006667	0.006213	0.038342	17.085327	0.292161	0							0.031665	-0.002516
0.007162	0.005816	0.039332	17.084694	0.297117	0							0.03216	-0.002289
0.007657	0.00492	0.040322	17.083981	0.302072	0							0.032655	-0.002062
0.008152	0.003705	0.041312	17.083183	0.307028	0							0.033149	-0.001835
0.008646	0.005251	0.042301	17.082329	0.311984	0							0.033644	-0.001608
0.009141	0.004723	0.043291	17.081488	0.316939	0							0.034139	-0.001381
0.009636	0.001682	0.044281	17.080482	0.321895	0							0.034634	-0.001154
0.010131	0.00385	0.04527	17.079441	0.32685	0							0.035128	-0.00357
0.010625	0.003147	0.04626	17.078295	0.331806	0							0.035623	-0.007712
0.01112	0.005406	0.04725	17.077042	0.336762	0							0.036118	-0.006421
0.011615	0.009056	0.048239	17.075895	0.341717	0							0.036613	-0.003646
0.01211	0.01206	0.049229	17.074627	0.346673	0							0.037107	-0.003073
0.012604	0.010418	0.050219	17.073368	0.351628	0							0.037602	-0.000495
0.013099	0.008061	0.051208	17.072025	0.356584	0							0.038097	0.000299
0.013594	0.011275	0.052198	17.070559	0.36154	0							0.038592	0.000506
0.014089	0.014573	0.053188	17.069105	0.366495	0							0.039087	0.000714
0.014584	0.017261	0.054178	17.067295	0.371451	0							0.039581	0.000921
0.015078	0.014677	0.055167	17.065586	0.376407	0							0.040076	-0.000118
0.015573	0.015542	0.056157	17.06386	0.381362	0							0.040571	0.001296
0.016068	0.010512	0.057147	17.062149	0.386318	0							0.041066	0.001484
0.016563	0.006579	0.058136	17.060324	0.391273	0							0.04156	0.000668
0.017057	0.005336	0.059126	17.058601	0.396229	0							0.042055	-0.000731
0.017552	0.001596	0.060116	17.05691	0.401185	0							0.04255	-0.002923
0.018047	0.002881	0.061105	17.055252	0.40614	0							0.043045	-0.007936
0.018542	-0.003818	0.062095	17.053539	0.411096	0							0.043539	-0.006636
0.019036	-0.006079	0.063085	17.051891	0.416051	0							0.044034	-0.005517
0.019531	-0.01303	0.064074	17.050179	0.421007	0							0.044529	-0.006441
0.020026	-0.010645	0.065064	17.048439	0.425963	0							0.045024	0.001624
0.020521	-0.011087	0.066054	17.046675	0.430918	0							0.045519	0.003154
0.021016	-0.00703	0.067044	17.044888	0.435874	0							0.046013	0.003332
0.02151	-0.004479	0.068033	17.04324	0.440829	0							0.046508	0.00351
0.022005	-0.004388	0.069023	17.041443	0.445785	0							0.047003	0.003688
0.0225	0.000545	0.070013	17.039713	0.450741	0							0.047498	0.003866
0.022995	0.004142	0.071002	17.037874	0.455696	0							0.047992	0.004044
