Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1	
UV		Cond		Conc B		Injection		Run Log		Fraction		UV_CUT_TEMP@100,BASEM	
ml	mAU	ml	mS/cm	ml	%	ml	Injection	ml	Logbook	ml	Fraction	ml	mAU
-0.024651	0	-0.024651	17.286243	-0.024651	0	0.000085	""	-0.024651	"Method Settings"	-0.000411	"1.A.1"	0	-0.02905
-0.024156	0.007699	-0.023661	17.288288	-0.019698	0			-0.024574	"Equilibration"	0.100588	"Waste(Frac)"	0.000495	-0.029042
-0.023661	0.006724	-0.022672	17.288321	-0.014745	0			-0.005394	"Sample Application"	0.108556	"1.A.2"	0.000989	-0.029033
-0.023166	0.011709	-0.021682	17.288504	-0.009793	0			0.101094	"Elution"	0.308622	"1.A.3"	0.001484	-0.029025
-0.022672	0.013304	-0.020693	17.288746	-0.00484	0					0.50865	"1.A.4"	0.001979	-0.029017
-0.022177	0.008855	-0.019704	17.28866	0.000113	0					0.708999	"1.A.5"	0.002474	-0.029008
-0.021682	0.003313	-0.018714	17.289927	0.005065	0					0.90904	"1.A.6"	0.002968	-0.029
-0.021188	0.00237	-0.017725	17.292196	0.010018	0					1.108597	"1.A.7"	0.003463	-0.028991
-0.020693	0.00494	-0.016735	17.291922	0.014971	0					1.308637	"1.A.8"	0.003958	-0.028983
-0.020198	0.007903	-0.015746	17.291922	0.019923	0					1.508977	"1.A.9"	0.004452	-0.028974
-0.019704	0.005318	-0.014756	17.292301	0.024876	0					1.709034	"1.A.10"	0.004947	-0.028966
-0.019209	0.00421	-0.013767	17.293079	0.029829	0					1.909083	"1.A.11"	0.005442	-0.028957
-0.018714	0.005426	-0.012778	17.293894	0.034781	0					2.109124	"1.A.12"	0.005936	-0.028948
-0.018219	0.015584	-0.011788	17.294165	0.039734	0					2.308951	"1.B.1"	0.006431	-0.028939
-0.017725	0.023795	-0.010799	17.293657	0.044686	0					2.50902	"1.B.2"	0.006926	-0.02893
-0.01723	0.01936	-0.009809	17.292442	0.049639	0					2.709062	"1.B.3"	0.007421	-0.028922
-0.016735	0.01639	-0.00882	17.290749	0.054592	0					2.909116	"1.B.4"	0.007915	-0.028913
-0.016241	0.014475	-0.007831	17.288824	0.059544	0					3.046485	"Waste(Frac)"	0.00841	-0.028904
-0.015746	0.013523	-0.006841	17.286863	0.064497	0					3.046984	"Waste(Frac)"	0.008905	-0.028895
-0.015251	0.01304	-0.005852	17.284914	0.06945	0							0.009399	-0.028886
-0.014756	0.010272	-0.004862	17.283028	0.074402	0							0.009894	-0.028877
-0.014262	0.00868	-0.003873	17.281275	0.079355	0							0.010389	-0.028869
-0.013767	0.003859	-0.002884	17.27973	0.084308	0							0.010884	-0.02886
-0.013272	0.005752	-0.001894	17.278383	0.08926	0							0.011378	-0.028852
-0.012778	0.009261	-0.000905	17.277243	0.094213	0							0.011873	-0.028843
-0.012283	0.014422	0.000085	17.27356	0.099166	0							0.012368	-0.028835
-0.011788	0.013563	0.001074	17.275381	0.104118	0							0.012862	-0.028826
-0.011294	0.012246	0.002064	17.276516	0.109071	0							0.013357	-0.028818
-0.010799	0.008256	0.003053	17.277599	0.114023	0							0.013852	-0.028809
-0.010304	0.004289	0.004042	17.278725	0.118976	0							0.014346	-0.0288
-0.009809	0.006831	0.005032	17.279568	0.123929	0							0.014841	-0.028792
-0.009315	0.004847	0.006021	17.279869	0.128881	0							0.015336	-0.028783
-0.00882	0.007205	0.007011	17.279657	0.133834	0							0.015831	-0.028774
-0.008325	0.005711	0.008	17.27903	0.138787	0							0.016325	-0.028766
-0.007831	-0.000524	0.008989	17.278166	0.143739	0							0.01682	-0.028757
-0.007336	-0.00242	0.009979	17.277134	0.148692	0							0.017315	-0.028748
-0.006841	0.00031	0.010968	17.276054	0.153645	0							0.017809	-0.028739
-0.006346	0.000356	0.011958	17.274965	0.158597	0							0.018304	-0.02873
-0.005852	0.004161	0.012947	17.273943	0.16355	0							0.018799	-0.028722
-0.005357	-0.000429	0.013936	17.272995	0.168503	0							0.019294	-0.028713
-0.004862	-0.005824	0.014926	17.272028	0.173455	0							0.019788	-0.028704
-0.004368	-0.005916	0.015915	17.271179	0.178408	0							0.020283	-0.028696
-0.003873	-0.006025	0.016905	17.270514	0.183361	0							0.020778	-0.028687
-0.003378	-0.006102	0.017894	17.26992	0.188313	0							0.021272	-0.028678
-0.002883	0.001191	0.018884	17.269329	0.193266	0							0.021767	-0.02867
-0.002389	0.003349	0.019873	17.268768	0.198218	0							0.022262	-0.028661
-0.001894	0.00005	0.020862	17.268253	0.203171	0							0.022757	-0.028653
-0.001399	0.000061	0.021852	17.267794	0.208124	0							0.023251	-0.028644
-0.000905	-0.001107	0.022841	17.267321	0.213076	0							0.023746	-0.028636
-0.00041	0.014641	0.023831	17.266912	0.218029	0							0.024241	-0.028627
0.000085	0.000731	0.02482	17.266367	0.222982	0							0.024735	-0.028619
0.000579	0.000398	0.025809	17.265928	0.227934	0							0.02523	-0.02861
0.001074	0.006299	0.026799	17.265497	0.232887	0							0.025725	-0.028602
0.001569	0.010019	0.027788	17.265022	0.23784	0							0.026219	-0.028593
0.002064	0.015206	0.028778	17.264536	0.242792	0							0.026714	-0.028584
0.002558	0.013951	0.029767	17.264006	0.247745	0							0.027209	-0.028576
0.003053	0.017908	0.030757	17.263313	0.252697	0							0.027704	-0.028567
0.003548	0.021201	0.031746	17.26264	0.25765	0							0.028198	-0.028558
0.004042	0.023662	0.032735	17.261929	0.262603	0							0.028693	-0.02855
0.004537	0.026253	0.033725	17.261055	0.267555	0							0.029188	-0.028541
0.005032	0.028117	0.034714	17.260109	0.272508	0							0.029682	-0.028533
0.005527	0.025064	0.035704	17.259157	0.277461	0							0.030177	-0.028524
0.006021	0.02434	0.036693	17.258158	0.282413	0							0.030672	-0.028514
0.006516	0.024444	0.037682	17.257048	0.287366	0							0.031167	-0.028505
0.007011	0.022843	0.038672	17.255911	0.292319	0							0.031661	-0.028496
0.007505	0.024072	0.039661	17.254644	0.297271	0							0.032156	-0.028487
0.008	0.018662	0.040651	17.253353	0.302224	0							0.032651	-0.028478
0.008495	0.015799	0.04164	17.252148	0.307177	0							0.033145	-0.028469
0.008989	0.017985	0.042629	17.250692	0.312129	0							0.03364	-0.02846
0.009484	0.017907	0.043619	17.249233	0.317082	0							0.034135	-0.028451
0.009979	0.015469	0.044608	17.247738	0.322035	0							0.034629	-0.028442
0.010474	0.014257	0.045598	17.246231	0.326987	0							0.035124	-0.028433
0.010968	0.012703	0.046587	17.244659	0.33194	0							0.035619	-0.028424
0.011463	0.009249	0.047577	17.243061	0.336892	0							0.036114	-0.028415
0.011958	0.010662	0.048566	17.241404	0.341845	0							0.036608	-0.028407
0.012452	0.008766	0.049555	17.239727	0.346798	0							0.037103	-0.028398
0.012947	0.010157	0.050545	17.237965	0.35175	0							0.037598	-0.028389
0.013442	0.008518	0.051534	17.236248	0.356703	0							0.038092	-0.02838
0.013937	0.00687	0.052524	17.234503	0.361656	0							0.038587	-0.028372
0.014431	0.001196	0.053513	17.232752	0.366608	0							0.039082	-0.028363
0.014926	0.004296	0.054502	17.230955	0.371561	0							0.039577	-0.028354
0.015421	0.005286	0.055492	17.229101	0.376514	0							0.040071	-0.028346
0.015915	0.005144	0.056481	17.227196	0.381466	0							0.040566	-0.028337
0.01641	0.005028	0.057471	17.225359	0.386419	0							0.041061	-0.028329
0.016905	0.00129	0.05846	17.22344	0.391372	0							0.041555	-0.028321
0.017399	0.000374	0.059449	17.221592	0.396324	0							0.04205	-0.028312
0.017894	-0.000595	0.060439	17.219707	0.401277	0							0.042545	-0.028304
0.018389	-0.001549	0.061428	17.217825	0.406229	0							0.043039	-0.028296
0.018884	0.001838	0.062418	17.215958	0.411182	0							0.043534	-0.028287
0.019378	0.005732	0.063407	17.214092	0.416135	0							0.044029	-0.028279
0.019873	0.003298	0.064397	17.212172	0.421087	0							0.044524	-0.028271
0.020368	0.002004	0.065386	17.210302	0.42604	0							0.045018	-0.028262
0.020862	0.001728	0.066375	17.208479	0.430993	0							0.045513	-0.028253
0.021357	0.000263	0.067365	17.20649	0.435945	0							0.046008	-0.028244
0.021852	-0.002361	0.068354	17.204472	0.440898	0							0.046502	-0.028235
0.022347	-0.004398	0.069344	17.202633	0.445851	0							0.046997	-0.028226
0.022841	-0.005639	0.070333	17.200779	0.450803	0							0.047492	-0.028218
0.023336	-0.006263	0.071322	17.198921	0.455756	0							0.047987	-0.028209
