Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1	
UV		Cond		Conc B		Injection		Run Log		Fraction		UV_CUT_TEMP@100,BASEM	
ml	mAU	ml	mS/cm	ml	%	ml	Injection	ml	Logbook	ml	Fraction	ml	mAU
-0.024659	0	-0.024659	17.174557	-0.024659	0	0.000077	""	-0.024659	"Method Settings"	-0.000417	"1.A.1"	0	-0.010788
-0.024164	-0.035466	-0.023669	17.176491	-0.019706	0			-0.024572	"Equilibration"	0.100592	"Waste(Frac)"	0.000495	-0.010772
-0.023669	-0.029149	-0.02268	17.176512	-0.014753	0			-0.005388	"Sample Application"	0.10855	"1.A.2"	0.000989	-0.012319
-0.023175	-0.029492	-0.021691	17.176628	-0.009801	0			0.10109	"Elution"	0.308613	"1.A.3"	0.001484	-0.010741
-0.02268	-0.02481	-0.020701	17.176785	-0.004848	0					0.508651	"1.A.4"	0.001979	-0.010725
-0.022185	-0.022483	-0.019712	17.176643	0.000104	0					0.708999	"1.A.5"	0.002474	-0.01071
-0.021691	-0.024393	-0.018722	17.177343	0.005057	0					0.909043	"1.A.6"	0.002968	-0.010694
-0.021196	-0.026814	-0.017733	17.178566	0.01001	0					1.108603	"1.A.7"	0.003463	-0.010678
-0.020701	-0.028182	-0.016743	17.178162	0.014962	0					1.30864	"1.A.8"	0.003958	-0.010663
-0.020206	-0.027424	-0.015754	17.17811	0.019915	0					1.508975	"1.A.9"	0.004452	-0.010647
-0.019712	-0.024639	-0.014765	17.178383	0.024868	0					1.709031	"1.A.10"	0.004947	-0.010631
-0.019217	-0.024046	-0.013775	17.179066	0.02982	0					1.909086	"1.A.11"	0.005442	-0.010616
-0.018722	-0.02006	-0.012786	17.179825	0.034773	0					2.109125	"1.A.12"	0.005936	-0.0106
-0.018228	-0.02576	-0.011796	17.179974	0.039726	0					2.308951	"1.B.1"	0.006431	-0.010585
-0.017733	-0.026605	-0.010807	17.17926	0.044678	0					2.509025	"1.B.2"	0.006926	-0.010569
-0.017238	-0.028138	-0.009818	17.177917	0.049631	0					2.709079	"1.B.3"	0.007421	-0.010554
-0.016743	-0.023148	-0.008828	17.176136	0.054584	0					2.909117	"1.B.4"	0.007915	-0.010538
-0.016249	-0.022073	-0.007839	17.173943	0.059536	0					3.046487	"Waste(Frac)"	0.00841	-0.010523
-0.015754	-0.014631	-0.006849	17.171495	0.064489	0					3.04698	"Waste(Frac)"	0.008905	-0.010507
-0.015259	-0.014318	-0.00586	17.168793	0.069442	0							0.009399	-0.010492
-0.014765	-0.010912	-0.00487	17.16548	0.074394	0							0.009894	-0.010476
-0.01427	-0.009023	-0.003881	17.161427	0.079347	0							0.010389	-0.010461
-0.013775	-0.015156	-0.002892	17.156773	0.084299	0							0.010884	-0.010445
-0.013281	-0.015014	-0.001902	17.151814	0.089252	0							0.011378	-0.010429
-0.012786	-0.014611	-0.000913	17.146891	0.094205	0							0.011873	-0.010414
-0.012291	-0.016933	0.000077	17.139444	0.099157	0							0.012368	-0.010398
-0.011796	-0.018125	0.001066	17.140438	0.10411	0							0.012862	-0.010382
-0.011302	-0.016575	0.002055	17.141001	0.109063	0							0.013357	-0.010367
-0.010807	-0.018626	0.003045	17.141577	0.114015	0							0.013852	-0.010351
-0.010312	-0.018702	0.004034	17.142282	0.118968	0							0.014347	-0.010335
-0.009818	-0.020857	0.005024	17.143007	0.123921	0							0.014841	-0.01032
-0.009323	-0.019726	0.006013	17.143661	0.128873	0							0.015336	-0.010303
-0.008828	-0.020356	0.007003	17.144304	0.133826	0							0.015831	-0.010287
-0.008333	-0.018161	0.007992	17.144976	0.138779	0							0.016325	-0.01027
-0.007839	-0.015399	0.008981	17.145658	0.143731	0							0.01682	-0.010253
-0.007344	-0.015006	0.009971	17.146433	0.148684	0							0.017315	-0.010237
-0.006849	-0.016691	0.01096	17.147324	0.153637	0							0.017809	-0.01022
-0.006355	0.000112	0.01195	17.148258	0.158589	0							0.018304	-0.010203
-0.00586	0.001761	0.012939	17.14924	0.163542	0							0.018799	-0.010187
-0.005365	0.000097	0.013928	17.150297	0.168495	0							0.019294	-0.01017
-0.00487	0.00204	0.014918	17.151331	0.173447	0							0.019788	-0.010153
-0.004376	0.00095	0.015907	17.152031	0.1784	0							0.020283	-0.010132
-0.003881	0.006753	0.016897	17.152159	0.183352	0							0.020778	-0.010111
-0.003386	0.006325	0.017886	17.151794	0.188305	0							0.021272	-0.01009
-0.002892	0.005981	0.018875	17.151072	0.193258	0							0.021767	-0.010069
-0.002397	0.006729	0.019865	17.150043	0.19821	0							0.022262	-0.010048
-0.001902	0.010427	0.020854	17.148737	0.203163	0							0.022757	-0.010027
-0.001408	0.009822	0.021844	17.147144	0.208116	0							0.023251	-0.010006
-0.000913	0.006933	0.022833	17.145456	0.213068	0							0.023746	-0.009985
-0.000418	0.00726	0.023823	17.143648	0.218021	0							0.024241	-0.009964
0.000077	-0.004599	0.024812	17.141909	0.222974	0							0.024735	-0.009942
0.000571	-0.00561	0.025801	17.14023	0.227926	0							0.02523	-0.009915
0.001066	-0.012319	0.026791	17.13867	0.232879	0							0.025725	-0.009887
0.001561	-0.010424	0.02778	17.137428	0.237832	0							0.026219	-0.00986
0.002055	-0.009859	0.02877	17.136461	0.242784	0							0.026714	-0.009832
0.00255	-0.006527	0.029759	17.135647	0.247737	0							0.027209	-0.009804
0.003045	-0.000702	0.030748	17.135059	0.25269	0							0.027704	-0.009777
0.00354	-0.00044	0.031738	17.134504	0.257642	0							0.028198	-0.009749
0.004034	0.001385	0.032727	17.134161	0.262595	0							0.028693	-0.009722
0.004529	0.006249	0.033717	17.133764	0.267548	0							0.029188	-0.009694
0.005024	0.00179	0.034706	17.1336	0.2725	0							0.029682	-0.009666
0.005518	0.002026	0.035696	17.133533	0.277453	0							0.030177	-0.009631
0.006013	0.006237	0.036685	17.133522	0.282405	0							0.030672	-0.009595
0.006508	0.00185	0.037674	17.133564	0.287358	0							0.031167	-0.009559
0.007002	-0.000663	0.038664	17.133753	0.292311	0							0.031661	-0.009523
0.007497	0.002345	0.039653	17.133844	0.297263	0							0.032156	-0.009487
0.007992	-0.001794	0.040643	17.133907	0.302216	0							0.032651	-0.009451
0.008487	-0.00077	0.041632	17.133869	0.307169	0							0.033145	-0.009416
0.008981	0.002067	0.042621	17.133846	0.312121	0							0.03364	-0.00938
0.009476	-0.001704	0.043611	17.133667	0.317074	0							0.034135	-0.009344
0.009971	0.002379	0.0446	17.133379	0.322027	0							0.03463	-0.009308
0.010465	-0.001654	0.04559	17.133005	0.326979	0							0.035124	-0.009262
0.01096	-0.002712	0.046579	17.132488	0.331932	0							0.035619	-0.009216
0.011455	0.000029	0.047569	17.132019	0.336885	0							0.036114	-0.00917
0.01195	0.00467	0.048558	17.131306	0.341837	0							0.036608	-0.009124
0.012444	-0.001428	0.049547	17.13064	0.34679	0							0.037103	-0.009078
0.012939	-0.001391	0.050537	17.129667	0.351743	0							0.037598	-0.009032
0.013434	-0.001551	0.051526	17.128725	0.356695	0							0.038092	-0.008986
0.013928	-0.002702	0.052516	17.127768	0.361648	0							0.038587	-0.00894
0.014423	-0.0002	0.053505	17.126764	0.366601	0							0.039082	-0.008894
0.014918	-0.001808	0.054494	17.125656	0.371553	0							0.039577	-0.008848
0.015413	-0.000345	0.055484	17.12451	0.376506	0							0.040071	-0.008792
0.015907	0.000419	0.056473	17.123322	0.381458	0							0.040566	-0.008735
0.016402	-0.001043	0.057463	17.122086	0.386411	0							0.041061	-0.008679
0.016897	-0.002974	0.058452	17.12085	0.391364	0							0.041555	-0.008623
0.017391	0.000232	0.059442	17.119551	0.396316	0							0.04205	-0.008567
0.017886	0.000747	0.060431	17.118177	0.401269	0							0.042545	-0.00851
0.018381	-0.000399	0.06142	17.116686	0.406222	0							0.04304	-0.008454
0.018875	-0.001727	0.06241	17.115128	0.411174	0							0.043534	-0.008398
0.01937	-0.001227	0.063399	17.113365	0.416127	0							0.044029	-0.008342
0.019865	0.00012	0.064389	17.111509	0.42108	0							0.044524	-0.008285
0.02036	0.00167	0.065378	17.109558	0.426032	0							0.045018	-0.00822
0.020854	0.002773	0.066367	17.107578	0.430985	0							0.045513	-0.008154
0.021349	0.003118	0.067357	17.105579	0.435938	0							0.046008	-0.008089
0.021844	0.005206	0.068346	17.103765	0.44089	0							0.046503	-0.008023
0.022338	0.007386	0.069336	17.101908	0.445843	0							0.046997	-0.007957
0.022833	0.009148	0.070325	17.100014	0.450796	0							0.047492	-0.007892
