User: USER;Path: C:\Program Files (x86)\BMG\CLARIOstar\User\Data;Test run no.: 156
Test name: Mpro_FRET_TJ_Aug2021;Date: 18.08.2021;Time: 16:38:13

Fluorescence (FI)

Cycle 120 (9 min 55 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;;88811;;;;;;;
B;;;;;99653;;;;;;;
C;;;;;145759;;;;;;;
D;;;;;78727;;;;;;;
E;;;;;35090;;;;;;;
F;;;;;14955;;;;;;;
G;;;;;2540;;;;;;;
H;;;;;640;;;;;;;

Cycle 119 (9 min 50 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;;87620;;;;;;;
B;;;;;99723;;;;;;;
C;;;;;146923;;;;;;;
D;;;;;77638;;;;;;;
E;;;;;35834;;;;;;;
F;;;;;13354;;;;;;;
G;;;;;2513;;;;;;;
H;;;;;748;;;;;;;

Cycle 118 (9 min 45 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;;87977;;;;;;;
B;;;;;98358;;;;;;;
C;;;;;143552;;;;;;;
D;;;;;77389;;;;;;;
E;;;;;34367;;;;;;;
F;;;;;13632;;;;;;;
G;;;;;2456;;;;;;;
H;;;;;-75;;;;;;;

Cycle 117 (9 min 40 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;;87518;;;;;;;
B;;;;;97224;;;;;;;
C;;;;;144893;;;;;;;
D;;;;;77427;;;;;;;
E;;;;;33823;;;;;;;
F;;;;;13776;;;;;;;
G;;;;;1980;;;;;;;
H;;;;;-133;;;;;;;

Cycle 116 (9 min 35 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;;88227;;;;;;;
B;;;;;99317;;;;;;;
C;;;;;144267;;;;;;;
D;;;;;76642;;;;;;;
E;;;;;34510;;;;;;;
F;;;;;13567;;;;;;;
G;;;;;1698;;;;;;;
H;;;;;320;;;;;;;

Cycle 115 (9 min 30 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;;89018;;;;;;;
B;;;;;98920;;;;;;;
C;;;;;145299;;;;;;;
D;;;;;77506;;;;;;;
E;;;;;34567;;;;;;;
F;;;;;14153;;;;;;;
G;;;;;2661;;;;;;;
H;;;;;-190;;;;;;;

Cycle 114 (9 min 25 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;;88397;;;;;;;
B;;;;;98681;;;;;;;
C;;;;;145570;;;;;;;
D;;;;;79151;;;;;;;
E;;;;;34659;;;;;;;
F;;;;;14018;;;;;;;
G;;;;;2992;;;;;;;
H;;;;;1326;;;;;;;

Cycle 113 (9 min 20 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;;87758;;;;;;;
B;;;;;98262;;;;;;;
C;;;;;145962;;;;;;;
D;;;;;77355;;;;;;;
E;;;;;34433;;;;;;;
F;;;;;13130;;;;;;;
G;;;;;2928;;;;;;;
H;;;;;629;;;;;;;

Cycle 112 (9 min 15 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;;88890;;;;;;;
B;;;;;99802;;;;;;;
C;;;;;145810;;;;;;;
D;;;;;78537;;;;;;;
E;;;;;34456;;;;;;;
F;;;;;12914;;;;;;;
G;;;;;2397;;;;;;;
H;;;;;-321;;;;;;;

Cycle 111 (9 min 10 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;;86032;;;;;;;
B;;;;;97654;;;;;;;
C;;;;;144714;;;;;;;
D;;;;;77694;;;;;;;
E;;;;;35135;;;;;;;
F;;;;;13678;;;;;;;
G;;;;;2544;;;;;;;
H;;;;;447;;;;;;;

Cycle 110 (9 min 5 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;;87779;;;;;;;
B;;;;;97853;;;;;;;
C;;;;;145870;;;;;;;
D;;;;;77719;;;;;;;
E;;;;;34376;;;;;;;
F;;;;;14042;;;;;;;
G;;;;;2730;;;;;;;
H;;;;;1037;;;;;;;

Cycle 109 (9 min)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;;88045;;;;;;;
B;;;;;98010;;;;;;;
C;;;;;141790;;;;;;;
D;;;;;77533;;;;;;;
E;;;;;34956;;;;;;;
F;;;;;12483;;;;;;;
G;;;;;2347;;;;;;;
H;;;;;28;;;;;;;

Cycle 108 (8 min 55 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;;87296;;;;;;;
B;;;;;97082;;;;;;;
C;;;;;145539;;;;;;;
D;;;;;78285;;;;;;;
E;;;;;36961;;;;;;;
F;;;;;14808;;;;;;;
G;;;;;3344;;;;;;;
H;;;;;440;;;;;;;

Cycle 107 (8 min 50 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;;87147;;;;;;;
B;;;;;95717;;;;;;;
C;;;;;145455;;;;;;;
D;;;;;77891;;;;;;;
E;;;;;35400;;;;;;;
F;;;;;12526;;;;;;;
G;;;;;2094;;;;;;;
H;;;;;63;;;;;;;

Cycle 106 (8 min 45 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;;86492;;;;;;;
B;;;;;95315;;;;;;;
C;;;;;145262;;;;;;;
D;;;;;76705;;;;;;;
E;;;;;34076;;;;;;;
F;;;;;12911;;;;;;;
G;;;;;2182;;;;;;;
H;;;;;285;;;;;;;

Cycle 105 (8 min 40 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;;87280;;;;;;;
B;;;;;96212;;;;;;;
C;;;;;147810;;;;;;;
D;;;;;78011;;;;;;;
E;;;;;35703;;;;;;;
F;;;;;13715;;;;;;;
G;;;;;2392;;;;;;;
H;;;;;1063;;;;;;;

Cycle 104 (8 min 35 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;;86383;;;;;;;
B;;;;;96043;;;;;;;
C;;;;;145757;;;;;;;
D;;;;;78273;;;;;;;
E;;;;;34723;;;;;;;
F;;;;;14291;;;;;;;
G;;;;;3095;;;;;;;
H;;;;;286;;;;;;;

Cycle 103 (8 min 30 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;;84752;;;;;;;
B;;;;;96628;;;;;;;
C;;;;;145220;;;;;;;
D;;;;;78000;;;;;;;
E;;;;;34748;;;;;;;
F;;;;;13955;;;;;;;
G;;;;;2348;;;;;;;
H;;;;;181;;;;;;;

Cycle 102 (8 min 25 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;;84116;;;;;;;
B;;;;;95899;;;;;;;
C;;;;;144463;;;;;;;
D;;;;;76400;;;;;;;
E;;;;;33866;;;;;;;
F;;;;;14194;;;;;;;
G;;;;;3155;;;;;;;
H;;;;;336;;;;;;;

Cycle 101 (8 min 20 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;;84582;;;;;;;
B;;;;;94281;;;;;;;
C;;;;;144020;;;;;;;
D;;;;;77703;;;;;;;
E;;;;;33731;;;;;;;
F;;;;;14108;;;;;;;
G;;;;;2545;;;;;;;
H;;;;;431;;;;;;;

Cycle 100 (8 min 15 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;;83948;;;;;;;
B;;;;;95495;;;;;;;
C;;;;;144887;;;;;;;
D;;;;;77798;;;;;;;
E;;;;;35069;;;;;;;
F;;;;;14766;;;;;;;
G;;;;;3063;;;;;;;
H;;;;;916;;;;;;;

Cycle 99 (8 min 10 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;;82958;;;;;;;
B;;;;;93789;;;;;;;
C;;;;;145826;;;;;;;
D;;;;;77538;;;;;;;
E;;;;;33164;;;;;;;
F;;;;;14049;;;;;;;
G;;;;;2543;;;;;;;
H;;;;;-3;;;;;;;

Cycle 98 (8 min 5 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;;83354;;;;;;;
B;;;;;92750;;;;;;;
C;;;;;146973;;;;;;;
D;;;;;77395;;;;;;;
E;;;;;34770;;;;;;;
F;;;;;14027;;;;;;;
G;;;;;2539;;;;;;;
H;;;;;935;;;;;;;

Cycle 97 (8 min)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;;83103;;;;;;;
B;;;;;94383;;;;;;;
C;;;;;145384;;;;;;;
