User: USER;Path: C:\Program Files (x86)\BMG\CLARIOstar\User\Data;Test run no.: 152
Test name: Mpro_FRET_TJ_Aug2021;Date: 18.08.2021;Time: 15:39:12

Fluorescence (FI)

Cycle 100 (8 min 15 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;189426;;;;;;;;;;;
B;205219;;;;;;;;;;;
C;157616;;;;;;;;;;;
D;88929;;;;;;;;;;;
E;37868;;;;;;;;;;;
F;16082;;;;;;;;;;;
G;3847;;;;;;;;;;;
H;64;;;;;;;;;;;

Cycle 99 (8 min 10 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;188780;;;;;;;;;;;
B;205456;;;;;;;;;;;
C;156223;;;;;;;;;;;
D;87850;;;;;;;;;;;
E;36342;;;;;;;;;;;
F;15970;;;;;;;;;;;
G;3120;;;;;;;;;;;
H;-871;;;;;;;;;;;

Cycle 98 (8 min 5 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;189146;;;;;;;;;;;
B;206350;;;;;;;;;;;
C;156855;;;;;;;;;;;
D;88595;;;;;;;;;;;
E;36644;;;;;;;;;;;
F;15684;;;;;;;;;;;
G;2931;;;;;;;;;;;
H;-708;;;;;;;;;;;

Cycle 97 (8 min)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;189209;;;;;;;;;;;
B;204732;;;;;;;;;;;
C;158768;;;;;;;;;;;
D;89590;;;;;;;;;;;
E;36659;;;;;;;;;;;
F;15396;;;;;;;;;;;
G;2838;;;;;;;;;;;
H;-281;;;;;;;;;;;

Cycle 96 (7 min 55 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;189872;;;;;;;;;;;
B;207165;;;;;;;;;;;
C;157650;;;;;;;;;;;
D;88128;;;;;;;;;;;
E;36578;;;;;;;;;;;
F;16104;;;;;;;;;;;
G;2750;;;;;;;;;;;
H;-766;;;;;;;;;;;

Cycle 95 (7 min 50 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;189399;;;;;;;;;;;
B;209069;;;;;;;;;;;
C;160092;;;;;;;;;;;
D;89491;;;;;;;;;;;
E;35497;;;;;;;;;;;
F;15160;;;;;;;;;;;
G;2881;;;;;;;;;;;
H;-1115;;;;;;;;;;;

Cycle 94 (7 min 45 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;188974;;;;;;;;;;;
B;209293;;;;;;;;;;;
C;160101;;;;;;;;;;;
D;90615;;;;;;;;;;;
E;36728;;;;;;;;;;;
F;15625;;;;;;;;;;;
G;3446;;;;;;;;;;;
H;5;;;;;;;;;;;

Cycle 93 (7 min 40 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;190295;;;;;;;;;;;
B;211723;;;;;;;;;;;
C;161069;;;;;;;;;;;
D;90435;;;;;;;;;;;
E;35891;;;;;;;;;;;
F;15256;;;;;;;;;;;
G;1948;;;;;;;;;;;
H;-370;;;;;;;;;;;

Cycle 92 (7 min 35 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;186743;;;;;;;;;;;
B;210926;;;;;;;;;;;
C;159457;;;;;;;;;;;
D;88791;;;;;;;;;;;
E;37237;;;;;;;;;;;
F;16047;;;;;;;;;;;
G;3045;;;;;;;;;;;
H;-323;;;;;;;;;;;

Cycle 91 (7 min 30 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;187439;;;;;;;;;;;
B;209979;;;;;;;;;;;
C;159545;;;;;;;;;;;
D;89326;;;;;;;;;;;
E;37117;;;;;;;;;;;
F;15602;;;;;;;;;;;
G;3468;;;;;;;;;;;
H;-478;;;;;;;;;;;

Cycle 90 (7 min 25 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;186215;;;;;;;;;;;
B;209934;;;;;;;;;;;
C;156518;;;;;;;;;;;
D;88754;;;;;;;;;;;
E;38376;;;;;;;;;;;
F;15681;;;;;;;;;;;
G;3298;;;;;;;;;;;
H;-683;;;;;;;;;;;

Cycle 89 (7 min 20 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;186637;;;;;;;;;;;
B;211186;;;;;;;;;;;
C;159454;;;;;;;;;;;
D;89198;;;;;;;;;;;
E;38347;;;;;;;;;;;
F;15231;;;;;;;;;;;
G;4037;;;;;;;;;;;
H;2;;;;;;;;;;;

Cycle 88 (7 min 15 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;183573;;;;;;;;;;;
B;208614;;;;;;;;;;;
C;156437;;;;;;;;;;;
D;87895;;;;;;;;;;;
E;37708;;;;;;;;;;;
F;15417;;;;;;;;;;;
G;3526;;;;;;;;;;;
H;-516;;;;;;;;;;;

Cycle 87 (7 min 10 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;183526;;;;;;;;;;;
B;206774;;;;;;;;;;;
C;155720;;;;;;;;;;;
D;88574;;;;;;;;;;;
E;37564;;;;;;;;;;;
F;15162;;;;;;;;;;;
G;3900;;;;;;;;;;;
H;-364;;;;;;;;;;;

Cycle 86 (7 min 5 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;182921;;;;;;;;;;;
B;205010;;;;;;;;;;;
C;159377;;;;;;;;;;;
D;89515;;;;;;;;;;;
E;38099;;;;;;;;;;;
F;15115;;;;;;;;;;;
G;3765;;;;;;;;;;;
