User: USER;Path: C:\Program Files (x86)\BMG\CLARIOstar\User\Data;Test run no.: 159
Test name: Mpro_FRET_TJ_Aug2021;Date: 18.08.2021;Time: 17:15:40

Fluorescence (FI)

Cycle 120 (9 min 55 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;;;;;18219;;;;
B;;;;;;;;19047;;;;
C;;;;;;;;49134;;;;
D;;;;;;;;43591;;;;
E;;;;;;;;17333;;;;
F;;;;;;;;1886;;;;
G;;;;;;;;-25;;;;
H;;;;;;;;1570;;;;

Cycle 119 (9 min 50 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;;;;;17783;;;;
B;;;;;;;;18999;;;;
C;;;;;;;;48107;;;;
D;;;;;;;;43957;;;;
E;;;;;;;;17507;;;;
F;;;;;;;;2261;;;;
G;;;;;;;;-198;;;;
H;;;;;;;;1244;;;;

Cycle 118 (9 min 45 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;;;;;17718;;;;
B;;;;;;;;18319;;;;
C;;;;;;;;47606;;;;
D;;;;;;;;43680;;;;
E;;;;;;;;17558;;;;
F;;;;;;;;1731;;;;
G;;;;;;;;-987;;;;
H;;;;;;;;1421;;;;

Cycle 117 (9 min 40 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;;;;;17420;;;;
B;;;;;;;;17288;;;;
C;;;;;;;;46822;;;;
D;;;;;;;;41944;;;;
E;;;;;;;;17669;;;;
F;;;;;;;;1549;;;;
G;;;;;;;;-408;;;;
H;;;;;;;;1052;;;;

Cycle 116 (9 min 35 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;;;;;17359;;;;
B;;;;;;;;17559;;;;
C;;;;;;;;47121;;;;
D;;;;;;;;42788;;;;
E;;;;;;;;17494;;;;
F;;;;;;;;1528;;;;
G;;;;;;;;-440;;;;
H;;;;;;;;1353;;;;

Cycle 115 (9 min 30 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;;;;;17640;;;;
B;;;;;;;;18309;;;;
C;;;;;;;;46496;;;;
D;;;;;;;;43268;;;;
E;;;;;;;;16998;;;;
F;;;;;;;;2096;;;;
G;;;;;;;;-230;;;;
H;;;;;;;;1328;;;;

Cycle 114 (9 min 25 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;;;;;16583;;;;
B;;;;;;;;16731;;;;
C;;;;;;;;47797;;;;
D;;;;;;;;42803;;;;
E;;;;;;;;16649;;;;
F;;;;;;;;1000;;;;
G;;;;;;;;-644;;;;
H;;;;;;;;621;;;;

Cycle 113 (9 min 20 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;;;;;17277;;;;
B;;;;;;;;18358;;;;
C;;;;;;;;47115;;;;
D;;;;;;;;41870;;;;
E;;;;;;;;17068;;;;
F;;;;;;;;1738;;;;
G;;;;;;;;-423;;;;
H;;;;;;;;1383;;;;

Cycle 112 (9 min 15 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;;;;;16868;;;;
B;;;;;;;;18221;;;;
C;;;;;;;;46594;;;;
D;;;;;;;;42384;;;;
E;;;;;;;;16662;;;;
F;;;;;;;;1481;;;;
G;;;;;;;;-568;;;;
H;;;;;;;;1502;;;;

Cycle 111 (9 min 10 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;;;;;17602;;;;
B;;;;;;;;17021;;;;
C;;;;;;;;46353;;;;
D;;;;;;;;42440;;;;
E;;;;;;;;16676;;;;
F;;;;;;;;1608;;;;
G;;;;;;;;-866;;;;
H;;;;;;;;1626;;;;

Cycle 110 (9 min 5 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;;;;;16591;;;;
B;;;;;;;;17077;;;;
C;;;;;;;;47053;;;;
D;;;;;;;;42455;;;;
E;;;;;;;;16658;;;;
F;;;;;;;;2010;;;;
G;;;;;;;;-236;;;;
H;;;;;;;;1376;;;;

Cycle 109 (9 min)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;;;;;16831;;;;
B;;;;;;;;17510;;;;
C;;;;;;;;46112;;;;
D;;;;;;;;42079;;;;
E;;;;;;;;16725;;;;
F;;;;;;;;1822;;;;
G;;;;;;;;-583;;;;
H;;;;;;;;1276;;;;

Cycle 108 (8 min 55 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;;;;;17249;;;;
B;;;;;;;;17180;;;;
C;;;;;;;;46353;;;;
D;;;;;;;;41702;;;;
E;;;;;;;;15893;;;;
F;;;;;;;;1695;;;;
G;;;;;;;;-418;;;;
H;;;;;;;;1695;;;;

Cycle 107 (8 min 50 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;;;;;17172;;;;
B;;;;;;;;17237;;;;
C;;;;;;;;46693;;;;
D;;;;;;;;41472;;;;
E;;;;;;;;16645;;;;
F;;;;;;;;1444;;;;
G;;;;;;;;-277;;;;
H;;;;;;;;1917;;;;

Cycle 106 (8 min 45 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;;;;;15913;;;;
B;;;;;;;;16018;;;;
C;;;;;;;;45936;;;;
D;;;;;;;;40579;;;;
E;;;;;;;;17003;;;;
F;;;;;;;;1326;;;;
G;;;;;;;;-433;;;;
H;;;;;;;;822;;;;

Cycle 105 (8 min 40 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;;;;;16267;;;;
B;;;;;;;;15649;;;;
