User: USER;Path: C:\Program Files (x86)\BMG\CLARIOstar\User\Data;Test run no.: 157
Test name: Mpro_FRET_TJ_Aug2021;Date: 18.08.2021;Time: 16:50:43

Fluorescence (FI)

Cycle 120 (9 min 55 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;;;49602;;;;;;
B;;;;;;60857;;;;;;
C;;;;;;127801;;;;;;
D;;;;;;75266;;;;;;
E;;;;;;32111;;;;;;
F;;;;;;12997;;;;;;
G;;;;;;-6669;;;;;;
H;;;;;;661;;;;;;

Cycle 119 (9 min 50 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;;;49165;;;;;;
B;;;;;;60075;;;;;;
C;;;;;;129424;;;;;;
D;;;;;;73398;;;;;;
E;;;;;;30887;;;;;;
F;;;;;;12359;;;;;;
G;;;;;;-6293;;;;;;
H;;;;;;676;;;;;;

Cycle 118 (9 min 45 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;;;49451;;;;;;
B;;;;;;59728;;;;;;
C;;;;;;129676;;;;;;
D;;;;;;74558;;;;;;
E;;;;;;33597;;;;;;
F;;;;;;12257;;;;;;
G;;;;;;-6287;;;;;;
H;;;;;;533;;;;;;

Cycle 117 (9 min 40 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;;;48839;;;;;;
B;;;;;;61265;;;;;;
C;;;;;;129596;;;;;;
D;;;;;;74140;;;;;;
E;;;;;;32888;;;;;;
F;;;;;;13498;;;;;;
G;;;;;;-6006;;;;;;
H;;;;;;1006;;;;;;

Cycle 116 (9 min 35 s)
Blank corrected based on Raw Data (360-15/460-20)

;1;2;3;4;5;6;7;8;9;10;11;12;
A;;;;;;49860;;;;;;
B;;;;;;60690;;;;;;
C;;;;;;129931;;;;;;
D;;;;;;74986;;;;;;
E;;;;;;32041;;;;;;
F;;;;;;12637;;;;;;
G;;;;;;-6101;;;;;;
H;;;;;;928;;;;;;

Cycle 115 (9 min 30 s)
Blank corrected based on Raw Data (360-15/460-20)

