Calpeptin_400uM_in_WT_24uM_28C_X,Calpeptin_400uM_in_WT_24uM_28C_Y
23.866667,9.69962
23.883333,9.70179
23.9,9.70341
23.916667,9.70567
23.933333,9.70718
23.95,9.70818
23.966667,9.70887
23.983333,9.71007
24,9.71146
24.016667,9.71278
24.033333,9.71383
24.05,9.71453
24.066667,9.71502
24.083333,9.71531
24.1,9.71534
24.116667,9.71525
24.133333,9.71507
24.15,9.71496
24.166667,9.71468
24.183333,9.71438
24.2,9.71416
24.216667,9.71398
24.233333,9.71396
24.25,9.71416
24.266667,9.71435
24.283333,9.71442
24.3,9.71451
24.316667,9.71462
24.333333,9.71478
24.35,9.71506
24.366667,9.71528
24.383333,9.71546
24.4,9.71566
24.416667,9.71588
24.433333,9.71591
24.45,9.71562
24.466667,9.71523
24.483333,9.71475
24.5,9.71446
24.516667,9.71435
24.533333,9.71432
24.55,9.71441
24.566667,9.71459
24.583333,9.71453
24.6,9.71416
24.616667,9.71397
24.633333,9.71395
24.65,9.71371
24.666667,9.71347
24.683333,9.71322
24.7,9.71291
24.716667,9.71288
24.733333,9.71293
24.75,9.71285
24.766667,9.71292
24.783333,9.71307
24.8,9.7132
24.816667,9.7135
24.833333,9.71414
24.85,9.71509
24.866667,9.71611
24.883333,9.71711
24.9,9.71796
24.916667,9.71841
24.933333,9.71897
24.95,9.71956
24.966667,9.72022
24.983333,9.72121
25,9.72118
25.016667,9.72087
25.033333,9.72077
25.05,9.72073
25.066667,9.72139
25.083333,9.72161
25.1,9.72186
25.116667,9.7226
25.133333,9.72325
25.15,9.72348
25.166667,9.72326
25.183333,9.72253
25.2,9.72174
25.216667,9.72114
25.233333,9.72075
25.25,9.72074
25.266667,9.72099
25.283333,9.72123
25.3,9.72145
25.316667,9.7215
25.333333,9.7214
25.35,9.72134
25.366667,9.72124
25.383333,9.72107
25.4,9.7209
25.416667,9.72062
25.433333,9.72039
25.45,9.72009
25.466667,9.71976
25.483333,9.71964
25.5,9.71957
25.516667,9.71962
25.533333,9.71966
25.55,9.71942
25.566667,9.71888
25.583333,9.7183
25.6,9.71793
25.616667,9.71792
25.633333,9.7181
25.65,9.71841
25.666667,9.71887
25.683333,9.71927
25.7,9.71946
25.716667,9.7196
25.733333,9.71978
25.75,9.71986
25.766667,9.71983
25.783333,9.72006
25.8,9.72041
25.816667,9.72065
25.833333,9.72067
25.85,9.72059
25.866667,9.72045
25.883333,9.72093
25.9,9.72167
25.916667,9.72138
25.933333,9.72047
25.95,9.71964
25.966667,9.71971
25.983333,9.71959
26,9.71784
26.016667,9.71584
26.033333,9.71661
26.05,9.71756
26.066667,9.7111
26.083333,9.7037
26.1,9.69291
26.116667,9.68513
26.133333,9.6826
26.15,9.68017
26.166667,9.67874
26.183333,9.67889
26.2,9.67973
26.216667,9.68239
26.233333,9.68269
26.25,9.68257
26.266667,9.68396
26.283333,9.68538
26.3,9.68879
26.316667,9.69338
26.333333,9.69821
26.35,9.70114
26.366667,9.70302
26.383333,9.70532
26.4,9.70648
26.416667,9.70686
26.433333,9.7074
26.45,9.70842
26.466667,9.71012
26.483333,9.71176
26.5,9.71298
26.516667,9.71372
26.533333,9.7144
26.55,9.7151
26.566667,9.71574
26.583333,9.71654
26.6,9.71724
26.616667,9.71774
26.633333,9.71802
26.65,9.71821
26.666667,9.71855
26.683333,9.71901
26.7,9.71931
26.716667,9.7198
26.733333,9.72029
26.75,9.72044
26.766667,9.72038
26.783333,9.72026
26.8,9.72008
26.816667,9.72004
26.833333,9.72011
26.85,9.72011
26.866667,9.71969
26.883333,9.7189
26.9,9.71811
26.916667,9.71729
26.933333,9.71683
26.95,9.7167
26.966667,9.71677
26.983333,9.71698
27,9.7172
27.016667,9.7175
27.033333,9.7176
27.05,9.71808
27.066667,9.71841
27.083333,9.71895
27.1,9.7197
27.116667,9.7199
27.133333,9.71995
27.15,9.72037
27.166667,9.72059
27.183333,9.72064
27.2,9.72067
27.216667,9.72067
27.233333,9.72088
27.25,9.72148
27.266667,9.72177
27.283333,9.72173
27.3,9.72154
27.316667,9.72121
27.333333,9.7208
27.35,9.72056
27.366667,9.72039
27.383333,9.72012
27.4,9.71967
27.416667,9.71925
27.433333,9.71893
27.45,9.7188
27.466667,9.71846
27.483333,9.71808
27.5,9.71758
27.516667,9.71704
27.533333,9.71652
27.55,9.7166
27.566667,9.71695
27.583333,9.71696
27.6,9.71687
27.616667,9.71662
27.633333,9.71648
27.65,9.71632
27.666667,9.71603
27.683333,9.71546
27.7,9.71523
27.716667,9.71502
27.733333,9.715
27.75,9.7153
27.766667,9.71616
27.783333,9.71701
27.8,9.71747
27.816667,9.7174
27.833333,9.71734
27.85,9.71758
27.866667,9.7183
27.883333,9.71885
27.9,9.71899
27.916667,9.71942
27.933333,9.71985
27.95,9.72057
27.966667,9.72152
27.983333,9.72188
28,9.72201
28.016667,9.72227
28.033333,9.72257
28.05,9.72273
28.066667,9.7232
28.083333,9.72334
28.1,9.72282
28.116667,9.72195
28.133333,9.72131
28.15,9.7212
28.166667,9.72155
28.183333,9.72207
28.2,9.7221
28.216667,9.72175
28.233333,9.72123
28.25,9.72088
28.266667,9.7205
28.283333,9.72038
28.3,9.72055
28.316667,9.72043
28.333333,9.72035
28.35,9.72028
28.366667,9.72002
28.383333,9.71938
28.4,9.71927
28.416667,9.72001
28.433333,9.72041
28.45,9.71969
28.466667,9.71978
28.483333,9.72082
28.5,9.7207
28.516667,9.71884
28.533333,9.71635
28.55,9.71371
28.566667,9.70419
28.583333,9.697
28.6,9.69447
28.616667,9.69318
28.633333,9.69032
28.65,9.68805
28.666667,9.6877
28.683333,9.68956
28.7,9.69119
28.716667,9.68999
28.733333,9.69052
28.75,9.69057
28.766667,9.69101
28.783333,9.6942
28.8,9.6974
28.816667,9.69999
28.833333,9.70222
28.85,9.70354
28.866667,9.70407
28.883333,9.70533
28.9,9.70733
28.916667,9.70947
28.933333,9.71154
28.95,9.71306
28.966667,9.71403
28.983333,9.71459
29,9.71491
29.016667,9.71516
29.033333,9.71541
29.05,9.71571
29.066667,9.71577
29.083333,9.7158
29.1,9.71598
29.116667,9.7161
29.133333,9.71612
29.15,9.71625
29.166667,9.71698
29.183333,9.71778
29.2,9.7183
29.216667,9.71812
29.233333,9.71758
29.25,9.71708
29.266667,9.71668
29.283333,9.71635
29.3,9.71609
29.316667,9.71594
29.333333,9.71576
29.35,9.71571
29.366667,9.71558
29.383333,9.71556
29.4,9.7161
29.416667,9.71662
29.433333,9.71713
29.45,9.71742
29.466667,9.71787
29.483333,9.71855
29.5,9.7189
29.516667,9.71922
29.533333,9.71979
29.55,9.7208
29.566667,9.7218
29.583333,9.72253
29.6,9.72315
29.616667,9.72392
29.633333,9.72473
29.65,9.72538
29.666667,9.72586
29.683333,9.72611
29.7,9.72609
29.716667,9.72586
29.733333,9.7257
29.75,9.72472
29.766667,9.72338
29.783333,9.72259
29.8,9.72194
29.816667,9.72128
29.833333,9.7208
29.85,9.72026
29.866667,9.71925
29.883333,9.71851
29.9,9.71823
29.916667,9.71862
29.933333,9.71878
29.95,9.71876
29.966667,9.72007
29.983333,9.72078
30,9.72033
30.016667,9.71946
30.033333,9.71891
30.05,9.71914
30.066667,9.71945
30.083333,9.7211
30.1,9.72233
30.116667,9.72286
30.133333,9.72292
30.15,9.72186
30.166667,9.71998
30.183333,9.71966
30.2,9.71953
30.216667,9.71926
30.233333,9.71824
30.25,9.7177
30.266667,9.71936
30.283333,9.71982
30.3,9.72003
30.316667,9.72006
30.333333,9.72113
30.35,9.72196
30.366667,9.72318
30.383333,9.72364
30.4,9.72393
30.416667,9.72407
30.433333,9.72399
30.45,9.72396
30.466667,9.72422
30.483333,9.72449
30.5,9.72466
30.516667,9.72501
30.533333,9.72516
30.55,9.72479
30.566667,9.72426
30.583333,9.72389
30.6,9.72377
30.616667,9.72383
30.633333,9.7237
30.65,9.72358
30.666667,9.72366
30.683333,9.72377
30.7,9.72376
30.716667,9.72369
30.733333,9.72356
30.75,9.72348
30.766667,9.72339
30.783333,9.72341
30.8,9.72343
30.816667,9.7235
30.833333,9.72341
30.85,9.72317
30.866667,9.7232
30.883333,9.72339
30.9,9.72319
30.916667,9.72309
30.933333,9.72301
30.95,9.7225
30.966667,9.72222
30.983333,9.72238
31,9.72126
31.016667,9.72017
31.033333,9.72223
31.05,9.7191
31.066667,9.71153
31.083333,9.70485
31.1,9.70092
31.116667,9.69634
31.133333,9.69259
31.15,9.69052
31.166667,9.68864
31.183333,9.68732
31.2,9.68951
31.216667,9.69018
31.233333,9.68969
31.25,9.68946
31.266667,9.68986
31.283333,9.69153
31.3,9.69407
31.316667,9.69703
31.333333,9.69989
31.35,9.70301
31.366667,9.70475
31.383333,9.7065
31.4,9.71003
31.416667,9.71333
31.433333,9.71566
31.45,9.71659
31.466667,9.71705
31.483333,9.71778
31.5,9.71818
31.516667,9.71802
31.533333,9.71802
31.55,9.71831
31.566667,9.71916
31.583333,9.7203
31.6,9.72128
31.616667,9.72172
31.633333,9.72174
31.65,9.72227
31.666667,9.72257
31.683333,9.72264
31.7,9.72277
31.716667,9.72288
31.733333,9.72316
31.75,9.7233
31.766667,9.72308
31.783333,9.72274
31.8,9.72233
31.816667,9.72224
31.833333,9.72262
31.85,9.72323
31.866667,9.72395
31.883333,9.7245
31.9,9.72449
31.916667,9.72408
31.933333,9.72349
31.95,9.7227
31.966667,9.72179
31.983333,9.72149
32,9.72178
32.016667,9.72224
32.033333,9.72238
32.05,9.72237
32.066667,9.7223
32.083333,9.72242
32.1,9.72288
32.116667,9.72346
32.133333,9.72356
32.15,9.72344
32.166667,9.72355
32.183333,9.72299
32.2,9.72241
32.216667,9.72197
32.233333,9.72187
32.25,9.72194
32.266667,9.72194
32.283333,9.72207
32.3,9.72202
32.316667,9.72146
32.333333,9.72122
32.35,9.72083
32.366667,9.72063
32.383333,9.72082
32.4,9.72086
32.416667,9.72133
32.433333,9.72083
32.45,9.72127
32.466667,9.72205
32.483333,9.72231
32.5,9.72217
32.516667,9.7226
32.533333,9.72304
32.55,9.7233
32.566667,9.72416
32.583333,9.72425
32.6,9.72437
32.616667,9.72558
32.633333,9.72635
32.65,9.72689
32.666667,9.72671
32.683333,9.72557
32.7,9.7241
32.716667,9.72365
32.733333,9.72338
32.75,9.72346
32.766667,9.7236
32.783333,9.72339
32.8,9.72316
32.816667,9.72349
32.833333,9.72338
32.85,9.72242
32.866667,9.72228
32.883333,9.7227
32.9,9.7237
32.916667,9.72423
32.933333,9.7246
32.95,9.72491
32.966667,9.72529
32.983333,9.72593
33,9.72673
33.016667,9.72736
33.033333,9.72748
33.05,9.72693
33.066667,9.7265
33.083333,9.72626
33.1,9.72603
33.116667,9.72602
33.133333,9.72609
33.15,9.72645
33.166667,9.72674
33.183333,9.72694
33.2,9.72712
33.216667,9.72688
33.233333,9.72649
33.25,9.72619
33.266667,9.72594
33.283333,9.72574
33.3,9.72562
33.316667,9.72543
33.333333,9.72499
33.35,9.72459
33.366667,9.72435
33.383333,9.72454
33.4,9.72467
33.416667,9.72481
33.433333,9.72451
33.45,9.72375
33.466667,9.72284
33.483333,9.72178
33.5,9.72003
33.516667,9.71845
33.533333,9.71739
33.55,9.71799
33.566667,9.71254
33.583333,9.70759
33.6,9.70456
33.616667,9.70174
33.633333,9.69899
33.65,9.69642
33.666667,9.69587
33.683333,9.69717
33.7,9.6979
33.716667,9.69627
33.733333,9.69504
33.75,9.69468
33.766667,9.6946
33.783333,9.69558
33.8,9.69817
33.816667,9.70128
33.833333,9.70428
33.85,9.70669
33.866667,9.70852
33.883333,9.70968
33.9,9.71129
33.916667,9.71298
33.933333,9.71473
33.95,9.71633
33.966667,9.71737
33.983333,9.71803
34,9.71846
34.016667,9.71878
34.033333,9.71924
34.05,9.71996
34.066667,9.72061
34.083333,9.72114
34.1,9.72157
34.116667,9.72206
34.133333,9.72236
34.15,9.72241
34.166667,9.72224
34.183333,9.72205
34.2,9.72226
34.216667,9.72268
34.233333,9.72334
34.25,9.72423
34.266667,9.7248
34.283333,9.72501
34.3,9.72538
34.316667,9.7255
34.333333,9.72529
34.35,9.72493
34.366667,9.72476
34.383333,9.72407
34.4,9.72338
34.416667,9.72302
34.433333,9.72252
34.45,9.72287
34.466667,9.723
34.483333,9.72312
34.5,9.72335
34.516667,9.72386
34.533333,9.72411
34.55,9.72364
34.566667,9.72306
34.583333,9.72283
34.6,9.7228
34.616667,9.72308
34.633333,9.72342
34.65,9.72387
34.666667,9.72453
34.683333,9.72515
34.7,9.72564
34.716667,9.72618
34.733333,9.72647
34.75,9.7262
34.766667,9.72583
34.783333,9.72571
34.8,9.72555
34.816667,9.72525
34.833333,9.72513
34.85,9.72489
34.866667,9.72466
34.883333,9.7246
34.9,9.7248
34.916667,9.72497
34.933333,9.72495
34.95,9.72478
34.966667,9.72461
34.983333,9.7244
35,9.72407
35.016667,9.72377
35.033333,9.72362
35.05,9.72357
35.066667,9.7238
35.083333,9.72418
35.1,9.72471
35.116667,9.72513
35.133333,9.72547
35.15,9.72611
35.166667,9.72661
35.183333,9.72673
35.2,9.72677
35.216667,9.72675
35.233333,9.72654
35.25,9.72656
35.266667,9.72675
35.283333,9.72707
35.3,9.72754
35.316667,9.72801
35.333333,9.72866
35.35,9.72878
35.366667,9.72865
35.383333,9.72842
35.4,9.728
35.416667,9.72788
35.433333,9.72796
35.45,9.72805
35.466667,9.72782
35.483333,9.72722
35.5,9.72668
35.516667,9.72651
35.533333,9.72659
35.55,9.7268
35.566667,9.72704
35.583333,9.72713
35.6,9.7269
35.616667,9.72766
35.633333,9.72784
35.65,9.72762
35.666667,9.72712
35.683333,9.72687
35.7,9.72714
35.716667,9.72753
35.733333,9.72718
35.75,9.72686
35.766667,9.72668
35.783333,9.72627
35.8,9.72633
35.816667,9.72648
35.833333,9.72611
35.85,9.72536
35.866667,9.72493
35.883333,9.72437
35.9,9.72304
35.916667,9.72204
35.933333,9.72193
35.95,9.72188
35.966667,9.7214
35.983333,9.71986
36,9.71726
36.016667,9.71444
36.033333,9.71573
36.05,9.72093
36.066667,9.71818
36.083333,9.71377
36.1,9.70151
36.116667,9.69542
36.133333,9.69545
36.15,9.69425
36.166667,9.69304
36.183333,9.6927
36.2,9.69378
36.216667,9.69628
36.233333,9.69925
36.25,9.7013
36.266667,9.70184
36.283333,9.70328
36.3,9.70441
36.316667,9.70655
36.333333,9.70946
36.35,9.71151
36.366667,9.71307
36.383333,9.71435
36.4,9.71556
36.416667,9.71724
36.433333,9.71898
36.45,9.72066
36.466667,9.722
36.483333,9.72301
36.5,9.72398
36.516667,9.72447
36.533333,9.72456
36.55,9.72455
36.566667,9.72471
36.583333,9.72501
36.6,9.72548
36.616667,9.72586
36.633333,9.7262
36.65,9.72666
36.666667,9.72707
36.683333,9.72724
36.7,9.72714
36.716667,9.7271
36.733333,9.72713
36.75,9.72684
36.766667,9.72672
36.783333,9.72675
36.8,9.72708
36.816667,9.72775
36.833333,9.72813
36.85,9.72829
36.866667,9.72835
36.883333,9.72863
36.9,9.72902
36.916667,9.72918
36.933333,9.7289
36.95,9.7285
36.966667,9.72819
36.983333,9.72741
37,9.72696
37.016667,9.72708
37.033333,9.72743
37.05,9.72752
37.066667,9.7277
37.083333,9.72808
37.1,9.72836
37.116667,9.72821
37.133333,9.72787
37.15,9.72744
37.166667,9.72751
37.183333,9.72721
37.2,9.72683
37.216667,9.72643
37.233333,9.72585
37.25,9.72539
37.266667,9.72509
37.283333,9.72503
37.3,9.72535
37.316667,9.72532
37.333333,9.72508
37.35,9.72444
37.366667,9.72388
37.383333,9.72357
37.4,9.72328
37.416667,9.72303
37.433333,9.72262
37.45,9.72204
37.466667,9.72144
37.483333,9.72123
37.5,9.7217
37.516667,9.72262
37.533333,9.72349
37.55,9.72414
37.566667,9.72467
37.583333,9.72485
37.6,9.72501
37.616667,9.72541
37.633333,9.72655
37.65,9.72757
37.666667,9.72731
37.683333,9.72735
37.7,9.72734
37.716667,9.72775
37.733333,9.7286
37.75,9.729
37.766667,9.72943
37.783333,9.72989
37.8,9.73031
37.816667,9.7303
37.833333,9.72959
37.85,9.72865
37.866667,9.72767
37.883333,9.72673
37.9,9.72629
37.916667,9.72663
37.933333,9.72739
37.95,9.72796
37.966667,9.72828
37.983333,9.72857
38,9.72866
38.016667,9.72823
38.033333,9.72779
38.05,9.72802
38.066667,9.72818
38.083333,9.72754
38.1,9.72687
38.116667,9.72719
38.133333,9.72732
38.15,9.72779
38.166667,9.7283
38.183333,9.72852
38.2,9.72889
38.216667,9.72928
38.233333,9.72923
38.25,9.72887
38.266667,9.7283
38.283333,9.72778
38.3,9.72751
38.316667,9.72737
38.333333,9.7274
38.35,9.72772
38.366667,9.72814
38.383333,9.72847
38.4,9.72834
38.416667,9.72828
38.433333,9.72793
38.45,9.72844
38.466667,9.72874
38.483333,9.72899
38.5,9.72917
38.516667,9.72898
38.533333,9.72759
38.55,9.72623
38.566667,9.72184
38.583333,9.71421
38.6,9.71083
38.616667,9.70818
38.633333,9.7047
38.65,9.70265
38.666667,9.7011
38.683333,9.69873
38.7,9.69807
38.716667,9.69927
38.733333,9.70052
38.75,9.70107
38.766667,9.70216
38.783333,9.70358
38.8,9.70517
38.816667,9.70672
38.833333,9.7075
38.85,9.70937
38.866667,9.71142
38.883333,9.71334
38.9,9.71533
38.916667,9.71732
38.933333,9.71904
38.95,9.72037
38.966667,9.72157
38.983333,9.72269
39,9.72381
39.016667,9.72462
39.033333,9.72506
39.05,9.72529
39.066667,9.72547
39.083333,9.7258
39.1,9.72634
39.116667,9.72675
39.133333,9.72713
39.15,9.72729
39.166667,9.72729
39.183333,9.72731
39.2,9.72729
39.216667,9.7274
39.233333,9.72757
39.25,9.72797
39.266667,9.72803
39.283333,9.72791
39.3,9.72773
39.316667,9.72792
39.333333,9.72828
39.35,9.72852
39.366667,9.72885
39.383333,9.72934
39.4,9.72964
39.416667,9.72937
39.433333,9.72912
39.45,9.72886
39.466667,9.72859
39.483333,9.72816
39.5,9.72771
39.516667,9.72716
39.533333,9.7269
39.55,9.7266
39.566667,9.72618
39.583333,9.72573
39.6,9.72561
39.616667,9.72609
39.633333,9.72687
39.65,9.72721
39.666667,9.72721
39.683333,9.72742
39.7,9.7278
39.716667,9.72798
39.733333,9.728
39.75,9.72815
39.766667,9.72852
39.783333,9.72892
39.8,9.72945
39.816667,9.72991
39.833333,9.73041
39.85,9.73105
39.866667,9.73149
39.883333,9.73176
39.9,9.73192
39.916667,9.73203
39.933333,9.73204
39.95,9.73185
39.966667,9.73162
39.983333,9.73116
40,9.73018
40.016667,9.7289
40.033333,9.72775
40.05,9.72722
40.066667,9.7273
40.083333,9.72755
40.1,9.72699
40.116667,9.72615
40.133333,9.72515
40.15,9.72465
40.166667,9.72423
40.183333,9.72347
40.2,9.72293
40.216667,9.722
40.233333,9.72292
40.25,9.72534
40.266667,9.72703
40.283333,9.72943
40.3,9.73002
40.316667,9.73049
40.333333,9.72998
40.35,9.72929
40.366667,9.72897
40.383333,9.72955
40.4,9.72983
40.416667,9.72987
40.433333,9.73018
40.45,9.7312
40.466667,9.73183
40.483333,9.73143
40.5,9.73071
40.516667,9.73049
40.533333,9.73041
40.55,9.73042
40.566667,9.73041
40.583333,9.73035
40.6,9.73073
40.616667,9.73157
40.633333,9.73242
40.65,9.73337
40.666667,9.7338
40.683333,9.73394
40.7,9.73378
40.716667,9.73337
40.733333,9.73292
40.75,9.7322
40.766667,9.73152
40.783333,9.73106
40.8,9.73096
40.816667,9.73139
40.833333,9.73198
40.85,9.73229
40.866667,9.73247
40.883333,9.73254
40.9,9.73268
40.916667,9.73171
40.933333,9.73067
40.95,9.73046
40.966667,9.73091
40.983333,9.73211
41,9.73354
41.016667,9.73386
41.033333,9.73128
41.05,9.72555
41.066667,9.71821
41.083333,9.71165
41.1,9.71057
41.116667,9.70961
41.133333,9.70684
41.15,9.70565
41.166667,9.70342
41.183333,9.70129
41.2,9.70034
41.216667,9.70086
41.233333,9.70316
41.25,9.70539
41.266667,9.70644
41.283333,9.706
41.3,9.70654
41.316667,9.70916
41.333333,9.71099
41.35,9.71188
41.366667,9.71223
41.383333,9.71327
41.4,9.71446
41.416667,9.71551
41.433333,9.71663
41.45,9.71817
41.466667,9.71985
41.483333,9.7212
41.5,9.72188
41.516667,9.72205
41.533333,9.72217
41.55,9.7225
41.566667,9.7229
41.583333,9.72325
41.6,9.72369
41.616667,9.72424
41.633333,9.72496
41.65,9.72577
41.666667,9.7264
41.683333,9.72683
41.7,9.72702
41.716667,9.7275
41.733333,9.72807
41.75,9.72854
41.766667,9.729
41.783333,9.7291
41.8,9.72862
41.816667,9.72787
41.833333,9.72728
41.85,9.72699
41.866667,9.72705
41.883333,9.72719
41.9,9.72732
41.916667,9.72723
41.933333,9.72688
41.95,9.7267
41.966667,9.72694
41.983333,9.72718
42,9.72695
42.016667,9.72578
42.033333,9.72605
42.05,9.72674
42.066667,9.72671
42.083333,9.72655
42.1,9.72616
42.116667,9.72579
42.133333,9.72586
42.15,9.72627
42.166667,9.72691
42.183333,9.72742
42.2,9.72752
42.216667,9.72741
42.233333,9.7274
42.25,9.72773
42.266667,9.72805
42.283333,9.72825
42.3,9.72838
42.316667,9.72872
42.333333,9.72918
42.35,9.72955
42.366667,9.72972
42.383333,9.72991
42.4,9.73022
42.416667,9.73083
42.433333,9.73162
42.45,9.73243
42.466667,9.73314
42.483333,9.73408
42.5,9.73453
42.516667,9.7347
42.533333,9.7347
42.55,9.73462
42.566667,9.73453
42.583333,9.73378
42.6,9.73336
42.616667,9.73297
42.633333,9.73253
42.65,9.732
42.666667,9.73169
42.683333,9.73144
42.7,9.73177
42.716667,9.73227
42.733333,9.73207
42.75,9.7316
42.766667,9.73106
42.783333,9.73063
42.8,9.73037
42.816667,9.73051
42.833333,9.7305
42.85,9.73052
42.866667,9.73058
42.883333,9.73063
42.9,9.73151
42.916667,9.73248
42.933333,9.73308
42.95,9.73321
42.966667,9.73353
42.983333,9.73411
43,9.73456
43.016667,9.73471
43.033333,9.73478
43.05,9.73567
43.066667,9.7367
43.083333,9.73728
43.1,9.73758
43.116667,9.73763
43.133333,9.73743
43.15,9.73766
43.166667,9.73805
43.183333,9.73814
43.2,9.73847
43.216667,9.738
43.233333,9.73612
43.25,9.73558
43.266667,9.7361
43.283333,9.73526
43.3,9.73359
43.316667,9.73298
43.333333,9.73272
43.35,9.73012
43.366667,9.72495
43.383333,9.71458
43.4,9.70711
43.416667,9.7041
43.433333,9.7072
43.45,9.7225
43.466667,9.73362
43.483333,9.73665
43.5,9.73638
43.516667,9.73603
43.533333,9.73066
43.55,9.72749
43.566667,9.72225
43.583333,9.71549
43.6,9.71178
43.616667,9.70988
43.633333,9.70784
43.65,9.70639
43.666667,9.70622
43.683333,9.70675
43.7,9.70733
43.716667,9.70693
43.733333,9.70614
43.75,9.70633
43.766667,9.70704
43.783333,9.70921
43.8,9.7112
43.816667,9.71281
43.833333,9.71406
43.85,9.71534
43.866667,9.7174
43.883333,9.72009
43.9,9.72251
43.916667,9.72473
43.933333,9.72656
43.95,9.72725
43.966667,9.72722
43.983333,9.72743
44,9.72774
44.016667,9.72793
44.033333,9.72835
44.05,9.72897
44.066667,9.72947
44.083333,9.73005
44.1,9.73032
44.116667,9.7303
44.133333,9.7305
44.15,9.73103
44.166667,9.73167
44.183333,9.73189
44.2,9.73182
44.216667,9.73229
44.233333,9.73271
44.25,9.73322
44.266667,9.73347
44.283333,9.7331
44.3,9.73334
44.316667,9.7335
44.333333,9.7335
44.35,9.7335
44.366667,9.73379
44.383333,9.73452
44.4,9.73477
44.416667,9.73398
44.433333,9.73385
44.45,9.73429
44.466667,9.73378
44.483333,9.7325
44.5,9.73157
44.516667,9.7311
44.533333,9.73086
44.55,9.73063
44.566667,9.73077
44.583333,9.73128
44.6,9.73113
44.616667,9.73129
44.633333,9.73181
44.65,9.73066
44.666667,9.72983
44.683333,9.72976
44.7,9.72965
44.716667,9.72897
44.733333,9.72794
44.75,9.72808
44.766667,9.72914
44.783333,9.72873
44.8,9.72834
44.816667,9.72772
44.833333,9.72752
44.85,9.72756
44.866667,9.72822
44.883333,9.72878
44.9,9.7294
44.916667,9.7296
44.933333,9.72955
44.95,9.73024
44.966667,9.73016
44.983333,9.73069
45,9.73126
45.016667,9.73165
45.033333,9.73255
45.05,9.73334
45.066667,9.73485
45.083333,9.73614
45.1,9.73678
45.116667,9.73669
45.133333,9.73667
45.15,9.73722
45.166667,9.73724
45.183333,9.73718
45.2,9.73702
45.216667,9.73644
45.233333,9.73521
45.25,9.73377
45.266667,9.73303
45.283333,9.73191
45.3,9.73205
45.316667,9.73138
45.333333,9.73054
45.35,9.7299
45.366667,9.72777
45.383333,9.72554
45.4,9.72543
45.416667,9.72649
45.433333,9.72788
45.45,9.72757
45.466667,9.72687
45.483333,9.72529
45.5,9.72595
45.516667,9.72901
45.533333,9.73048
45.55,9.73031
45.566667,9.72645
45.583333,9.71538
45.6,9.70808
45.616667,9.70718
45.633333,9.72683
45.65,9.73929
45.666667,9.74387
45.683333,9.73834
45.7,9.7358
45.716667,9.73528
45.733333,9.73572
45.75,9.73658
45.766667,9.73646
45.783333,9.73466
45.8,9.7333
45.816667,9.7324
45.833333,9.73078
45.85,9.7313
45.866667,9.73139
45.883333,9.73121
45.9,9.73241
45.916667,9.73326
45.933333,9.7326
45.95,9.73116
45.966667,9.73031
45.983333,9.73256
46,9.73607
46.016667,9.73972
46.033333,9.73727
46.05,9.73181
46.066667,9.73275
46.083333,9.7282
46.1,9.72233
46.116667,9.71788
46.133333,9.71422
46.15,9.71212
46.166667,9.71168
46.183333,9.71171
46.2,9.71255
46.216667,9.71251
46.233333,9.7117
46.25,9.71031
46.266667,9.7118
46.283333,9.713
46.3,9.71385
46.316667,9.71495
46.333333,9.71647
46.35,9.71865
46.366667,9.71932
46.383333,9.71866
46.4,9.71959
46.416667,9.72129
46.433333,9.72288
46.45,9.72436
46.466667,9.7257
46.483333,9.72595
46.5,9.72558
46.516667,9.72745
46.533333,9.72833
46.55,9.7281
46.566667,9.72828
46.583333,9.72972
46.6,9.72972
46.616667,9.7295
46.633333,9.72933
46.65,9.72981
46.666667,9.73116
46.683333,9.73253
46.7,9.7341
46.716667,9.73581
46.733333,9.7373
46.75,9.73814
46.766667,9.73816
46.783333,9.7375
46.8,9.73746
46.816667,9.73667
46.833333,9.73624
46.85,9.73677
46.866667,9.73791
46.883333,9.73934
46.9,9.7406
46.916667,9.7401
46.933333,9.73864
46.95,9.7379
46.966667,9.73782
46.983333,9.73742
47,9.73683
47.016667,9.73601
47.033333,9.73514
47.05,9.73435
47.066667,9.73338
47.083333,9.73272
47.1,9.73295
47.116667,9.73364
47.133333,9.73403
47.15,9.73409
47.166667,9.7341
47.183333,9.7341
47.2,9.73417
47.216667,9.73393
47.233333,9.73363
47.25,9.73399
47.266667,9.73429
47.283333,9.73473
47.3,9.73498
47.316667,9.73481
47.333333,9.73484
47.35,9.73509
47.366667,9.73544
47.383333,9.73552
47.4,9.73514
47.416667,9.73412
47.433333,9.73261
47.45,9.73152
47.466667,9.73087
47.483333,9.73063
47.5,9.73099
47.516667,9.73089
47.533333,9.7299
47.55,9.7285
47.566667,9.72968
47.583333,9.73179
47.6,9.73211
47.616667,9.73202
47.633333,9.73221
47.65,9.73479
47.666667,9.73448
47.683333,9.7354
47.7,9.73783
47.716667,9.74025
47.733333,9.74072
47.75,9.73898
47.766667,9.73929
47.783333,9.73788
47.8,9.73636
47.816667,9.7375
47.833333,9.73691
47.85,9.73143
47.866667,9.72283
47.883333,9.7246
47.9,9.72426
47.916667,9.72821
47.933333,9.73039
47.95,9.72764
47.966667,9.72971
47.983333,9.73006
48,9.72613
