Calpeptin_400uM_in_Q256A_24uM_28C_2_X,Calpeptin_400uM_in_Q256A_24uM_28C_2_Y
23.283333,9.79087
23.3,9.79066
23.316667,9.79048
23.333333,9.78995
23.35,9.78937
23.366667,9.7891
23.383333,9.79004
23.4,9.79155
23.416667,9.79225
23.433333,9.79305
23.45,9.79277
23.466667,9.79006
23.483333,9.78697
23.5,9.78378
23.516667,9.77851
23.533333,9.77905
23.55,9.77631
23.566667,9.76914
23.583333,9.76368
23.6,9.76045
23.616667,9.75835
23.633333,9.75538
23.65,9.75257
23.666667,9.75112
23.683333,9.75067
23.7,9.74931
23.716667,9.7473
23.733333,9.74619
23.75,9.74623
23.766667,9.74676
23.783333,9.74804
23.8,9.74956
23.816667,9.75117
23.833333,9.75349
23.85,9.75651
23.866667,9.75925
23.883333,9.76204
23.9,9.76479
23.916667,9.7678
23.933333,9.77163
23.95,9.77532
23.966667,9.77909
23.983333,9.78207
24,9.78247
24.016667,9.78184
24.033333,9.78025
24.05,9.77943
24.066667,9.77985
24.083333,9.78019
24.1,9.7801
24.116667,9.78045
24.133333,9.78123
24.15,9.78174
24.166667,9.78281
24.183333,9.78226
24.2,9.78128
24.216667,9.77971
24.233333,9.77878
24.25,9.77836
24.266667,9.77962
24.283333,9.78199
24.3,9.78303
24.316667,9.78404
24.333333,9.78469
24.35,9.78443
24.366667,9.78449
24.383333,9.78584
24.4,9.78735
24.416667,9.78859
24.433333,9.78975
24.45,9.79068
24.466667,9.79055
24.483333,9.78966
24.5,9.78881
24.516667,9.78879
24.533333,9.78765
24.55,9.78632
24.566667,9.7855
24.583333,9.78498
24.6,9.78441
24.616667,9.78394
24.633333,9.78393
24.65,9.78419
24.666667,9.78484
24.683333,9.78609
24.7,9.78643
24.716667,9.78613
24.733333,9.78584
24.75,9.78577
24.766667,9.78583
24.783333,9.78568
24.8,9.78544
24.816667,9.78539
24.833333,9.78568
24.85,9.78634
24.866667,9.78748
24.883333,9.78903
24.9,9.79036
24.916667,9.79146
24.933333,9.79246
24.95,9.79333
24.966667,9.79364
24.983333,9.79338
25,9.79247
25.016667,9.79181
25.033333,9.79096
25.05,9.78896
25.066667,9.78781
25.083333,9.7876
25.1,9.78799
25.116667,9.78834
25.133333,9.78896
25.15,9.79011
25.166667,9.79083
25.183333,9.79122
25.2,9.7902
25.216667,9.78868
25.233333,9.78736
25.25,9.78742
25.266667,9.78686
25.283333,9.78569
25.3,9.78455
25.316667,9.78448
25.333333,9.78496
25.35,9.7855
25.366667,9.78606
25.383333,9.78653
25.4,9.78662
25.416667,9.78611
25.433333,9.78522
25.45,9.78421
25.466667,9.78352
25.483333,9.78372
25.5,9.78385
25.516667,9.78414
25.533333,9.78463
25.55,9.78522
25.566667,9.78592
25.583333,9.78694
25.6,9.78836
25.616667,9.78963
25.633333,9.79049
25.65,9.79124
25.666667,9.79162
25.683333,9.79208
25.7,9.79248
25.716667,9.79275
25.733333,9.7929
25.75,9.79289
25.766667,9.79282
25.783333,9.79248
25.8,9.79189
25.816667,9.79108
25.833333,9.7903
25.85,9.78968
25.866667,9.78913
25.883333,9.78848
25.9,9.78711
25.916667,9.78554
25.933333,9.78348
25.95,9.78174
25.966667,9.78154
25.983333,9.78248
26,9.78406
26.016667,9.78733
26.033333,9.78919
26.05,9.78827
26.066667,9.78468
26.083333,9.77991
26.1,9.77551
26.116667,9.77211
26.133333,9.76828
26.15,9.76562
26.166667,9.76389
26.183333,9.76281
26.2,9.76116
26.216667,9.75918
26.233333,9.75765
26.25,9.75665
26.266667,9.75589
26.283333,9.75541
26.3,9.75525
26.316667,9.75555
26.333333,9.75619
26.35,9.7573
26.366667,9.7584
26.383333,9.7596
26.4,9.76086
26.416667,9.7619
26.433333,9.76302
26.45,9.76449
26.466667,9.7664
26.483333,9.76834
26.5,9.77069
26.516667,9.77309
26.533333,9.7749
26.55,9.77682
26.566667,9.77865
26.583333,9.78033
26.6,9.78226
26.616667,9.7838
26.633333,9.78446
26.65,9.7846
26.666667,9.78544
26.683333,9.78735
26.7,9.78859
26.716667,9.79008
26.733333,9.79153
26.75,9.79286
26.766667,9.79448
26.783333,9.79539
26.8,9.795
26.816667,9.79534
26.833333,9.79507
26.85,9.79419
26.866667,9.79324
26.883333,9.79279
26.9,9.79249
26.916667,9.79286
26.933333,9.79329
26.95,9.79362
26.966667,9.79411
26.983333,9.79422
27,9.79382
27.016667,9.7933
27.033333,9.79279
27.05,9.79228
27.066667,9.79241
27.083333,9.79276
27.1,9.79211
27.116667,9.79103
27.133333,9.78995
27.15,9.78906
27.166667,9.78887
27.183333,9.78937
27.2,9.79012
27.216667,9.79095
27.233333,9.79061
27.25,9.79032
27.266667,9.79018
27.283333,9.78917
27.3,9.78802
27.316667,9.78653
27.333333,9.78434
27.35,9.78281
27.366667,9.78177
27.383333,9.78105
27.4,9.77968
27.416667,9.77912
27.433333,9.77928
27.45,9.77987
27.466667,9.78074
27.483333,9.78175
27.5,9.78224
27.516667,9.78225
27.533333,9.78217
27.55,9.78234
27.566667,9.78267
27.583333,9.78306
27.6,9.78403
27.616667,9.7857
27.633333,9.78786
27.65,9.78965
27.666667,9.79043
27.683333,9.79055
27.7,9.79039
27.716667,9.79052
27.733333,9.79168
27.75,9.79258
27.766667,9.79302
27.783333,9.79308
27.8,9.79255
27.816667,9.79194
27.833333,9.78881
27.85,9.78522
27.866667,9.78433
27.883333,9.78571
27.9,9.78808
27.916667,9.79017
27.933333,9.79111
27.95,9.78926
27.966667,9.78825
27.983333,9.7888
28,9.78948
28.016667,9.79061
28.033333,9.7921
28.05,9.79355
28.066667,9.7949
28.083333,9.79621
28.1,9.79727
28.116667,9.79796
28.133333,9.79835
28.15,9.79846
28.166667,9.79828
28.183333,9.79783
28.2,9.79722
28.216667,9.79671
28.233333,9.79641
28.25,9.79598
28.266667,9.79556
28.283333,9.79542
28.3,9.79545
28.316667,9.79524
28.333333,9.79477
28.35,9.79423
28.366667,9.79373
28.383333,9.79309
28.4,9.79279
28.416667,9.79293
28.433333,9.79291
28.45,9.79266
28.466667,9.79142
28.483333,9.79052
28.5,9.78958
28.516667,9.78987
28.533333,9.79119
28.55,9.79043
28.566667,9.78537
28.583333,9.7813
28.6,9.77888
28.616667,9.77403
28.633333,9.76758
28.65,9.76178
28.666667,9.75715
28.683333,9.75258
28.7,9.74975
28.716667,9.74991
28.733333,9.75183
28.75,9.75215
28.766667,9.75329
28.783333,9.75332
28.8,9.75235
28.816667,9.75202
28.833333,9.75354
28.85,9.75582
28.866667,9.75923
28.883333,9.76291
28.9,9.76656
28.916667,9.77033
28.933333,9.77413
28.95,9.77806
28.966667,9.78191
28.983333,9.78465
29,9.78652
29.016667,9.78699
29.033333,9.78659
29.05,9.78661
29.066667,9.78646
29.083333,9.78629
29.1,9.78657
29.116667,9.78726
29.133333,9.78816
29.15,9.78888
29.166667,9.78896
29.183333,9.78874
29.2,9.78867
29.216667,9.78893
29.233333,9.78929
29.25,9.78966
29.266667,9.78987
29.283333,9.78981
29.3,9.78957
29.316667,9.78933
29.333333,9.78943
29.35,9.79048
29.366667,9.79166
29.383333,9.79119
29.4,9.7903
29.416667,9.79021
29.433333,9.79061
29.45,9.79084
29.466667,9.78996
29.483333,9.78984
29.5,9.79035
29.516667,9.79096
29.533333,9.79122
29.55,9.79081
29.566667,9.78999
29.583333,9.78923
29.6,9.78857
29.616667,9.78803
29.633333,9.7877
29.65,9.78794
29.666667,9.78889
29.683333,9.7888
29.7,9.78789
29.716667,9.78718
29.733333,9.78693
29.75,9.78692
29.766667,9.78712
29.783333,9.78799
29.8,9.78791
29.816667,9.78639
29.833333,9.78498
29.85,9.78454
29.866667,9.78537
29.883333,9.78739
29.9,9.78966
29.916667,9.79068
29.933333,9.79117
29.95,9.79147
29.966667,9.79157
29.983333,9.79133
30,9.79193
30.016667,9.79244
30.033333,9.79275
30.05,9.79378
30.066667,9.79468
30.083333,9.79529
30.1,9.79568
30.116667,9.7958
30.133333,9.79565
30.15,9.79521
30.166667,9.7946
30.183333,9.79373
30.2,9.79263
30.216667,9.79172
30.233333,9.79126
30.25,9.79099
30.266667,9.79089
30.283333,9.79121
30.3,9.79184
30.316667,9.79244
30.333333,9.79303
30.35,9.79371
30.366667,9.79429
30.383333,9.79473
30.4,9.795
30.416667,9.79517
30.433333,9.79565
30.45,9.79618
30.466667,9.79682
30.483333,9.79763
30.5,9.7983
30.516667,9.7987
30.533333,9.79873
30.55,9.7982
30.566667,9.79733
30.583333,9.7965
30.6,9.79567
30.616667,9.7949
30.633333,9.79409
30.65,9.79328
30.666667,9.79232
30.683333,9.79146
30.7,9.79077
30.716667,9.78995
30.733333,9.78899
30.75,9.78822
30.766667,9.78744
30.783333,9.78693
30.8,9.78619
30.816667,9.78528
30.833333,9.78448
30.85,9.78387
30.866667,9.78358
30.883333,9.78375
30.9,9.78374
30.916667,9.78294
30.933333,9.78155
30.95,9.78084
30.966667,9.78078
30.983333,9.78081
31,9.77979
31.016667,9.78022
31.033333,9.77951
31.05,9.78156
31.066667,9.77864
31.083333,9.77555
31.1,9.77866
31.116667,9.78009
31.133333,9.77868
31.15,9.77537
31.166667,9.77216
31.183333,9.77052
31.2,9.76876
31.216667,9.76885
31.233333,9.76811
31.25,9.76749
31.266667,9.76789
31.283333,9.76866
31.3,9.76937
31.316667,9.76925
31.333333,9.76896
31.35,9.76944
31.366667,9.77026
31.383333,9.771
31.4,9.77189
31.416667,9.773
31.433333,9.77446
31.45,9.77591
31.466667,9.77746
31.483333,9.77952
31.5,9.78148
31.516667,9.78301
31.533333,9.78491
31.55,9.78676
31.566667,9.78898
31.583333,9.78949
31.6,9.78992
31.616667,9.79093
31.633333,9.79093
31.65,9.78917
31.666667,9.78729
31.683333,9.7864
31.7,9.78667
31.716667,9.78742
31.733333,9.78887
31.75,9.79018
31.766667,9.79032
31.783333,9.79098
31.8,9.79124
31.816667,9.78946
31.833333,9.78796
31.85,9.78909
31.866667,9.79089
31.883333,9.7921
31.9,9.79272
31.916667,9.79332
31.933333,9.79425
31.95,9.79579
31.966667,9.79671
31.983333,9.79766
32,9.79826
32.016667,9.79809
32.033333,9.79733
32.05,9.7963
32.066667,9.79532
32.083333,9.79442
32.1,9.79392
32.116667,9.79336
32.133333,9.79244
32.15,9.79134
32.166667,9.79035
32.183333,9.78987
32.2,9.79005
32.216667,9.79026
32.233333,9.79046
32.25,9.79071
32.266667,9.79084
32.283333,9.79079
32.3,9.78996
32.316667,9.78955
32.333333,9.79031
32.35,9.79122
32.366667,9.79102
32.383333,9.79063
32.4,9.79088
32.416667,9.79148
32.433333,9.79214
32.45,9.79275
32.466667,9.79334
32.483333,9.79385
32.5,9.79413
32.516667,9.79377
32.533333,9.79281
32.55,9.7918
32.566667,9.79101
32.583333,9.79057
32.6,9.79027
32.616667,9.78989
32.633333,9.78925
32.65,9.78895
32.666667,9.78885
32.683333,9.78875
32.7,9.78895
32.716667,9.78921
32.733333,9.78945
32.75,9.78956
32.766667,9.78975
32.783333,9.79003
32.8,9.79047
32.816667,9.79076
32.833333,9.79086
32.85,9.79068
32.866667,9.79038
32.883333,9.79012
32.9,9.78993
32.916667,9.78986
32.933333,9.79008
32.95,9.7904
32.966667,9.79111
32.983333,9.79177
33,9.79227
33.016667,9.79259
33.033333,9.79238
33.05,9.79213
33.066667,9.79217
33.083333,9.79307
33.1,9.79411
33.116667,9.79467
33.133333,9.79455
33.15,9.79419
33.166667,9.79405
33.183333,9.7933
33.2,9.79447
33.216667,9.79529
33.233333,9.79409
33.25,9.79178
33.266667,9.79054
33.283333,9.78911
33.3,9.78843
33.316667,9.78892
33.333333,9.79106
33.35,9.79325
33.366667,9.79411
33.383333,9.79451
33.4,9.79304
33.416667,9.79144
33.433333,9.79224
33.45,9.79588
33.466667,9.8009
33.483333,9.80562
33.5,9.80702
33.516667,9.80254
33.533333,9.79952
33.55,9.79621
33.566667,9.78815
33.583333,9.78183
33.6,9.78038
33.616667,9.7795
33.633333,9.77749
33.65,9.77456
33.666667,9.77216
33.683333,9.77048
33.7,9.76915
33.716667,9.76674
33.733333,9.76549
33.75,9.76586
33.766667,9.76652
33.783333,9.76762
33.8,9.76845
33.816667,9.76912
33.833333,9.76957
33.85,9.77007
33.866667,9.77045
33.883333,9.77099
33.9,9.77236
33.916667,9.77396
33.933333,9.77562
33.95,9.77696
33.966667,9.77819
33.983333,9.77939
34,9.78088
34.016667,9.78291
34.033333,9.78505
34.05,9.78688
34.066667,9.78821
34.083333,9.78899
34.1,9.78911
34.116667,9.78894
34.133333,9.7891
34.15,9.7896
34.166667,9.78986
34.183333,9.78903
34.2,9.78879
34.216667,9.78887
34.233333,9.78899
34.25,9.78933
34.266667,9.79042
34.283333,9.79157
34.3,9.79263
34.316667,9.79357
34.333333,9.79368
34.35,9.79281
34.366667,9.79125
34.383333,9.78956
34.4,9.7882
34.416667,9.78714
34.433333,9.78699
34.45,9.78792
34.466667,9.78884
34.483333,9.78931
34.5,9.7897
34.516667,9.79167
34.533333,9.7922
34.55,9.79122
34.566667,9.78941
34.583333,9.78809
34.6,9.78924
34.616667,9.79065
34.633333,9.79172
34.65,9.79138
34.666667,9.79036
34.683333,9.79047
34.7,9.79164
34.716667,9.79355
34.733333,9.79551
34.75,9.79714
34.766667,9.79743
34.783333,9.79826
34.8,9.79836
34.816667,9.79795
34.833333,9.79773
34.85,9.79787
34.866667,9.79745
34.883333,9.7973
34.9,9.79739
34.916667,9.79731
34.933333,9.79733
34.95,9.79761
34.966667,9.79792
34.983333,9.79825
35,9.79851
35.016667,9.79811
35.033333,9.7971
35.05,9.79571
35.066667,9.79426
35.083333,9.79339
35.1,9.79321
35.116667,9.79329
35.133333,9.79344
35.15,9.79336
35.166667,9.79371
35.183333,9.79434
35.2,9.79465
35.216667,9.79432
35.233333,9.79513
35.25,9.79614
35.266667,9.79638
35.283333,9.79541
35.3,9.79443
35.316667,9.79405
35.333333,9.79353
35.35,9.79344
35.366667,9.79429
35.383333,9.79385
35.4,9.79356
35.416667,9.79348
35.433333,9.79281
35.45,9.79194
35.466667,9.79148
35.483333,9.79149
35.5,9.79125
35.516667,9.79083
35.533333,9.79042
35.55,9.79041
35.566667,9.79062
35.583333,9.79086
35.6,9.79111
35.616667,9.79132
35.633333,9.79141
35.65,9.79186
35.666667,9.79261
35.683333,9.79362
35.7,9.79492
35.716667,9.79603
35.733333,9.79667
35.75,9.79701
35.766667,9.79709
35.783333,9.79713
35.8,9.79709
35.816667,9.79675
35.833333,9.79646
35.85,9.79628
35.866667,9.79628
35.883333,9.79634
35.9,9.79685
35.916667,9.79755
35.933333,9.79742
35.95,9.79621
35.966667,9.79477
35.983333,9.7951
36,9.7955
36.016667,9.79501
36.033333,9.7944
36.05,9.79207
36.066667,9.78785
36.083333,9.78267
36.1,9.77874
36.116667,9.77683
36.133333,9.77683
36.15,9.77616
36.166667,9.77414
36.183333,9.77195
36.2,9.76997
36.216667,9.76832
36.233333,9.76711
36.25,9.76644
36.266667,9.76552
36.283333,9.76611
36.3,9.76838
36.316667,9.76979
36.333333,9.77087
36.35,9.77172
36.366667,9.77145
36.383333,9.77108
36.4,9.77173
36.416667,9.77363
36.433333,9.77545
36.45,9.77782
36.466667,9.78036
36.483333,9.78275
36.5,9.7853
36.516667,9.7882
36.533333,9.79087
36.55,9.793
36.566667,9.79443
36.583333,9.7951
36.6,9.7946
36.616667,9.79394
36.633333,9.79338
36.65,9.79354
36.666667,9.79432
36.683333,9.79555
36.7,9.79668
36.716667,9.79758
36.733333,9.79817
36.75,9.7986
36.766667,9.79811
36.783333,9.79752
36.8,9.79606
36.816667,9.79472
36.833333,9.79368
36.85,9.79244
36.866667,9.79138
36.883333,9.79083
36.9,9.79113
36.916667,9.79232
36.933333,9.79393
36.95,9.79541
36.966667,9.79602
36.983333,9.79543
37,9.79406
37.016667,9.79249
37.033333,9.79099
37.05,9.79007
37.066667,9.79008
37.083333,9.79061
37.1,9.79185
37.116667,9.79342
37.133333,9.79377
37.15,9.79304
37.166667,9.79373
37.183333,9.79521
37.2,9.79622
37.216667,9.79628
37.233333,9.79575
37.25,9.79473
37.266667,9.79317
37.283333,9.79252
37.3,9.79259
37.316667,9.79367
37.333333,9.79544
37.35,9.79724
37.366667,9.79816
37.383333,9.79896
37.4,9.79981
37.416667,9.80024
37.433333,9.80018
37.45,9.7997
37.466667,9.79895
37.483333,9.79785
37.5,9.79643
37.516667,9.79596
37.533333,9.79589
37.55,9.79614
37.566667,9.79701
37.583333,9.79798
37.6,9.79836
37.616667,9.79866
37.633333,9.7988
37.65,9.79849
37.666667,9.79748
37.683333,9.7965
37.7,9.79553
37.716667,9.79505
37.733333,9.79504
37.75,9.79568
37.766667,9.79659
37.783333,9.79759
37.8,9.79851
37.816667,9.79912
37.833333,9.79949
37.85,9.79928
37.866667,9.79916
37.883333,9.79883
37.9,9.79839
37.916667,9.7983
37.933333,9.79823
37.95,9.79817
37.966667,9.79817
37.983333,9.798
38,9.79759
38.016667,9.79725
38.033333,9.79696
38.05,9.79648
38.066667,9.79574
38.083333,9.7947
38.1,9.79377
38.116667,9.79307
38.133333,9.79263
38.15,9.79249
38.166667,9.79185
38.183333,9.79115
38.2,9.79066
38.216667,9.79052
38.233333,9.79
38.25,9.78899
38.266667,9.78811
38.283333,9.78726
38.3,9.78644
38.316667,9.78609
38.333333,9.7861
38.35,9.78623
38.366667,9.78601
38.383333,9.78565
38.4,9.78513
38.416667,9.78405
38.433333,9.78302
38.45,9.7836
38.466667,9.78274
38.483333,9.78311
38.5,9.78408
38.516667,9.78362
38.533333,9.77982
38.55,9.77528
38.566667,9.771
38.583333,9.76965
38.6,9.77068
38.616667,9.7717
38.633333,9.77108
38.65,9.77071
38.666667,9.77024
38.683333,9.76973
38.7,9.76986
38.716667,9.77058
38.733333,9.77162
38.75,9.77286
38.766667,9.77392
38.783333,9.775
38.8,9.776
38.816667,9.77651
38.833333,9.77652
38.85,9.77745
38.866667,9.77879
38.883333,9.77974
38.9,9.7799
38.916667,9.77927
38.933333,9.7793
38.95,9.78018
38.966667,9.78179
38.983333,9.78368
39,9.7858
39.016667,9.78809
39.033333,9.78943
39.05,9.79088
39.066667,9.79096
39.083333,9.79135
39.1,9.79192
39.116667,9.79306
39.133333,9.79414
39.15,9.79421
39.166667,9.79395
39.183333,9.79417
39.2,9.7947
39.216667,9.79591
39.233333,9.79722
39.25,9.79845
39.266667,9.7995
39.283333,9.79993
39.3,9.79953
39.316667,9.79858
39.333333,9.79726
39.35,9.79615
39.366667,9.79554
39.383333,9.79521
39.4,9.79495
39.416667,9.79482
39.433333,9.79474
39.45,9.79493
39.466667,9.79545
39.483333,9.79576
39.5,9.7957
39.516667,9.79561
39.533333,9.79603
39.55,9.7962
39.566667,9.79638
39.583333,9.79677
39.6,9.79745
39.616667,9.79801
39.633333,9.79861
39.65,9.79922
39.666667,9.7996
39.683333,9.79929
39.7,9.79879
39.716667,9.79871
39.733333,9.79907
39.75,9.7995
39.766667,9.79954
39.783333,9.79893
39.8,9.79811
39.816667,9.79743
39.833333,9.79554
39.85,9.79518
39.866667,9.79409
39.883333,9.79224
39.9,9.79063
39.916667,9.78894
39.933333,9.7887
39.95,9.78898
39.966667,9.78822
39.983333,9.78823
40,9.78843
40.016667,9.78835
40.033333,9.78978
40.05,9.79105
40.066667,9.79084
40.083333,9.79076
40.1,9.79144
40.116667,9.79271
40.133333,9.7941
40.15,9.79572
40.166667,9.79741
40.183333,9.79678
40.2,9.79645
40.216667,9.79669
40.233333,9.79758
40.25,9.79887
40.266667,9.80013
40.283333,9.80121
40.3,9.80189
40.316667,9.80197
40.333333,9.80114
40.35,9.79929
40.366667,9.79762
40.383333,9.7962
40.4,9.79529
40.416667,9.79493
40.433333,9.79483
40.45,9.79433
40.466667,9.79413
40.483333,9.79489
40.5,9.79501
40.516667,9.7952
40.533333,9.79445
40.55,9.79267
40.566667,9.79163
40.583333,9.79252
40.6,9.79341
40.616667,9.79445
40.633333,9.79498
40.65,9.79557
40.666667,9.79647
40.683333,9.79775
40.7,9.79879
40.716667,9.79955
40.733333,9.79994
40.75,9.7999
40.766667,9.79916
40.783333,9.79843
40.8,9.79826
40.816667,9.79804
40.833333,9.79759
40.85,9.79701
40.866667,9.79644
40.883333,9.79608
40.9,9.79536
40.916667,9.79484
40.933333,9.79371
40.95,9.79236
40.966667,9.79195
40.983333,9.79114
41,9.79021
41.016667,9.78972
41.033333,9.78975
41.05,9.79966
41.066667,9.79936
41.083333,9.79363
41.1,9.79176
41.116667,9.78941
41.133333,9.78323
41.15,9.77881
41.166667,9.77411
41.183333,9.77049
41.2,9.7676
41.216667,9.76663
41.233333,9.76538
41.25,9.76566
41.266667,9.76789
41.283333,9.76915
41.3,9.76998
41.316667,9.76991
41.333333,9.76819
41.35,9.76943
41.366667,9.7725
41.383333,9.77481
41.4,9.77649
41.416667,9.77879
41.433333,9.78076
41.45,9.78219
41.466667,9.78444
41.483333,9.7861
41.5,9.78716
41.516667,9.78784
41.533333,9.78894
41.55,9.78945
41.566667,9.78965
41.583333,9.79057
41.6,9.79149
41.616667,9.79242
41.633333,9.79356
41.65,9.7946
41.666667,9.7951
41.683333,9.79576
41.7,9.79681
41.716667,9.79797
41.733333,9.79856
41.75,9.79881
41.766667,9.79886
41.783333,9.7994
41.8,9.80021
41.816667,9.80065
41.833333,9.80058
41.85,9.80013
41.866667,9.79993
41.883333,9.80049
41.9,9.80131
41.916667,9.8016
41.933333,9.80166
41.95,9.8015
41.966667,9.801
41.983333,9.80013
42,9.79957
42.016667,9.79858
42.033333,9.79822
42.05,9.79891
42.066667,9.7996
42.083333,9.79987
42.1,9.80032
42.116667,9.80055
42.133333,9.80056
42.15,9.80072
42.166667,9.801
42.183333,9.80103
42.2,9.80078
42.216667,9.80013
42.233333,9.79966
42.25,9.79987
42.266667,9.80049
42.283333,9.80113
42.3,9.80197
42.316667,9.80263
42.333333,9.80293
42.35,9.80312
42.366667,9.80313
42.383333,9.8026
42.4,9.80193
42.416667,9.8015
42.433333,9.80102
42.45,9.80041
42.466667,9.79983
42.483333,9.79955
42.5,9.79953
42.516667,9.79993
42.533333,9.80057
42.55,9.8013
42.566667,9.80161
42.583333,9.80127
42.6,9.80041
42.616667,9.79942
42.633333,9.79849
42.65,9.79737
42.666667,9.79632
42.683333,9.79604
42.7,9.7963
42.716667,9.79681
42.733333,9.79668
42.75,9.79686
42.766667,9.7966
42.783333,9.79635
42.8,9.79663
42.816667,9.79668
42.833333,9.79561
42.85,9.79524
42.866667,9.79669
42.883333,9.79773
42.9,9.79838
42.916667,9.79908
42.933333,9.79935
42.95,9.79983
42.966667,9.80015
42.983333,9.79948
43,9.79994
43.016667,9.80009
43.033333,9.79976
43.05,9.79901
43.066667,9.79848
43.083333,9.79854
43.1,9.79873
43.116667,9.79891
43.133333,9.79859
43.15,9.79784
43.166667,9.79712
43.183333,9.79648
43.2,9.79571
43.216667,9.79502
43.233333,9.79458
43.25,9.79459
43.266667,9.79505
43.283333,9.79603
43.3,9.7973
43.316667,9.79801
43.333333,9.79858
43.35,9.79894
43.366667,9.79921
43.383333,9.79962
43.4,9.80009
43.416667,9.80067
43.433333,9.80192
43.45,9.80349
43.466667,9.80581
43.483333,9.80774
43.5,9.80794
43.516667,9.80755
43.533333,9.80693
43.55,9.80427
43.566667,9.79734
43.583333,9.78957
43.6,9.78467
43.616667,9.7845
43.633333,9.78286
43.65,9.78017
43.666667,9.77754
43.683333,9.77625
43.7,9.77558
43.716667,9.77383
43.733333,9.77414
43.75,9.7736
43.766667,9.77324
43.783333,9.77364
43.8,9.77456
43.816667,9.77508
43.833333,9.77669
43.85,9.77805
43.866667,9.77877
43.883333,9.77964
43.9,9.78076
43.916667,9.7819
43.933333,9.78317
43.95,9.78488
43.966667,9.7871
43.983333,9.7886
44,9.79025
44.016667,9.7918
44.033333,9.79309
44.05,9.79443
44.066667,9.79579
44.083333,9.79724
44.1,9.79852
44.116667,9.79945
44.133333,9.80008
44.15,9.79986
44.166667,9.79952
44.183333,9.79919
44.2,9.79881
44.216667,9.79847
44.233333,9.7982
44.25,9.79829
44.266667,9.79872
44.283333,9.79931
44.3,9.79954
44.316667,9.79907
44.333333,9.79802
44.35,9.79687
44.366667,9.79576
44.383333,9.79472
44.4,9.7942
44.416667,9.79365
44.433333,9.79388
44.45,9.79423
44.466667,9.79484
44.483333,9.79628
44.5,9.79782
44.516667,9.79848
44.533333,9.79927
44.55,9.80057
44.566667,9.80092
44.583333,9.79983
44.6,9.79842
44.616667,9.79753
44.633333,9.79675
44.65,9.79688
44.666667,9.79768
44.683333,9.79889
44.7,9.80026
44.716667,9.80176
44.733333,9.80261
44.75,9.8027
44.766667,9.80232
44.783333,9.80134
44.8,9.79974
44.816667,9.7985
44.833333,9.79769
44.85,9.79828
44.866667,9.79992
44.883333,9.80092
44.9,9.80204
44.916667,9.80397
44.933333,9.80488
44.95,9.8044
44.966667,9.8051
44.983333,9.80389
45,9.80251
45.016667,9.80199
45.033333,9.8011
45.05,9.80005
45.066667,9.79997
45.083333,9.79933
45.1,9.79953
45.116667,9.80066
45.133333,9.8019
45.15,9.8027
45.166667,9.80266
45.183333,9.80211
45.2,9.8015
45.216667,9.8011
45.233333,9.80109
45.25,9.80164
45.266667,9.80163
45.283333,9.802
45.3,9.80188
45.316667,9.80157
45.333333,9.80116
45.35,9.80087
45.366667,9.80098
45.383333,9.8017
45.4,9.80271
45.416667,9.80316
45.433333,9.8027
45.45,9.80194
45.466667,9.80118
45.483333,9.80076
45.5,9.80041
45.516667,9.79988
45.533333,9.79948
45.55,9.80002
45.566667,9.79923
45.583333,9.79838
45.6,9.79737
45.616667,9.79656
45.633333,9.79683
45.65,9.79775
45.666667,9.79859
45.683333,9.79797
45.7,9.79702
45.716667,9.7984
45.733333,9.79887
45.75,9.79879
45.766667,9.79878
45.783333,9.79773
45.8,9.79714
45.816667,9.79698
45.833333,9.79761
45.85,9.79855
45.866667,9.79905
45.883333,9.80007
45.9,9.80198
45.916667,9.80376
45.933333,9.80318
45.95,9.80202
45.966667,9.80172
45.983333,9.80295
46,9.80526
46.016667,9.80545
46.033333,9.80456
46.05,9.80253
46.066667,9.79896
46.083333,9.79468
46.1,9.7933
46.116667,9.79265
46.133333,9.78921
46.15,9.78425
46.166667,9.78097
46.183333,9.77794
46.2,9.77532
46.216667,9.77333
46.233333,9.77246
46.25,9.77239
46.266667,9.77338
46.283333,9.77485
46.3,9.77548
46.316667,9.77548
46.333333,9.77533
46.35,9.77523
46.366667,9.77575
46.383333,9.77691
46.4,9.77925
46.416667,9.78189
46.433333,9.78431
46.45,9.78672
46.466667,9.78905
46.483333,9.79132
46.5,9.7933
46.516667,9.79489
46.533333,9.79692
46.55,9.79816
46.566667,9.79925
46.583333,9.79974
46.6,9.79961
46.616667,9.79911
46.633333,9.79847
46.65,9.79781
46.666667,9.79709
46.683333,9.79643
46.7,9.79587
46.716667,9.79478
46.733333,9.79335
46.75,9.79235
46.766667,9.79302
46.783333,9.79304
46.8,9.79203
46.816667,9.79087
46.833333,9.79007
46.85,9.78883
46.866667,9.78713
46.883333,9.78844
46.9,9.791
46.916667,9.79226
46.933333,9.79299
46.95,9.79367
46.966667,9.79469
46.983333,9.79644
47,9.79861
47.016667,9.7997
47.033333,9.80025
47.05,9.80088
47.066667,9.80143
47.083333,9.80314
47.1,9.80344
47.116667,9.8028
47.133333,9.80269
47.15,9.80399
47.166667,9.80519
47.183333,9.80598
47.2,9.80624
47.216667,9.80556
47.233333,9.80453
47.25,9.80409
47.266667,9.80449
47.283333,9.80531
47.3,9.80573
47.316667,9.80618
47.333333,9.80648
47.35,9.80645
47.366667,9.80616
47.383333,9.80577
47.4,9.80609
