3.310, overflow, overflow, overflow,     -,     -,     -,     -,     -,     -,     -,     -
0.165, 0.227, 0.259, 0.158,     -,     -,     -,     -,     -,     -,     -,     -
0.122, 0.142, 0.159, 0.254,     -,     -,     -,     -,     -,     -,     -,     -
0.086, 0.099, 0.111, 0.115,     -,     -,     -,     -,     -,     -,     -,     -
0.071, 0.074, 0.085, 0.098,     -,     -,     -,     -,     -,     -,     -,     -
0.062, 0.067, 0.076, 0.078,     -,     -,     -,     -,     -,     -,     -,     -
0.057, 0.063, 0.072, 0.088,     -,     -,     -,     -,     -,     -,     -,     -
0.055, 0.061, 0.076, 0.082,     -,     -,     -,     -,     -,     -,     -,     -

0.250, 0.356, 0.423, 0.405,     -,     -,     -,     -,     -,     -,     -,     -
0.153, 0.228, 0.259, 0.155,     -,     -,     -,     -,     -,     -,     -,     -
0.114, 0.142, 0.158, 0.254,     -,     -,     -,     -,     -,     -,     -,     -
0.082, 0.097, 0.108, 0.112,     -,     -,     -,     -,     -,     -,     -,     -
0.066, 0.073, 0.083, 0.094,     -,     -,     -,     -,     -,     -,     -,     -
0.059, 0.065, 0.073, 0.074,     -,     -,     -,     -,     -,     -,     -,     -
0.055, 0.061, 0.069, 0.084,     -,     -,     -,     -,     -,     -,     -,     -
0.053, 0.059, 0.074, 0.078,     -,     -,     -,     -,     -,     -,     -,     -

0.227, 0.360, 0.426, 0.406,     -,     -,     -,     -,     -,     -,     -,     -
0.141, 0.229, 0.260, 0.154,     -,     -,     -,     -,     -,     -,     -,     -
0.107, 0.141, 0.155, 0.254,     -,     -,     -,     -,     -,     -,     -,     -
0.077, 0.096, 0.106, 0.109,     -,     -,     -,     -,     -,     -,     -,     -
0.063, 0.071, 0.080, 0.090,     -,     -,     -,     -,     -,     -,     -,     -
0.056, 0.064, 0.071, 0.071,     -,     -,     -,     -,     -,     -,     -,     -
0.052, 0.059, 0.066, 0.080,     -,     -,     -,     -,     -,     -,     -,     -
0.050, 0.057, 0.070, 0.073,     -,     -,     -,     -,     -,     -,     -,     -

0.209, 0.364, 0.430, 0.409,     -,     -,     -,     -,     -,     -,     -,     -
0.131, 0.230, 0.261, 0.152,     -,     -,     -,     -,     -,     -,     -,     -
0.101, 0.141, 0.156, 0.254,     -,     -,     -,     -,     -,     -,     -,     -
0.073, 0.095, 0.106, 0.106,     -,     -,     -,     -,     -,     -,     -,     -
0.060, 0.070, 0.078, 0.087,     -,     -,     -,     -,     -,     -,     -,     -
0.055, 0.062, 0.069, 0.068,     -,     -,     -,     -,     -,     -,     -,     -
0.051, 0.057, 0.064, 0.077,     -,     -,     -,     -,     -,     -,     -,     -
0.049, 0.056, 0.067, 0.070,     -,     -,     -,     -,     -,     -,     -,     -

0.188, 0.369, 0.435, 0.412,     -,     -,     -,     -,     -,     -,     -,     -
0.120, 0.232, 0.262, 0.150,     -,     -,     -,     -,     -,     -,     -,     -
0.094, 0.141, 0.155, 0.255,     -,     -,     -,     -,     -,     -,     -,     -
0.068, 0.093, 0.103, 0.103,     -,     -,     -,     -,     -,     -,     -,     -
0.057, 0.069, 0.076, 0.084,     -,     -,     -,     -,     -,     -,     -,     -
0.052, 0.059, 0.066, 0.065,     -,     -,     -,     -,     -,     -,     -,     -
0.049, 0.054, 0.061, 0.074,     -,     -,     -,     -,     -,     -,     -,     -
0.047, 0.053, 0.065, 0.067,     -,     -,     -,     -,     -,     -,     -,     -

0.170, 0.374, 0.442, 0.418,     -,     -,     -,     -,     -,     -,     -,     -
0.110, 0.234, 0.265, 0.149,     -,     -,     -,     -,     -,     -,     -,     -
0.088, 0.141, 0.155, 0.257,     -,     -,     -,     -,     -,     -,     -,     -
0.064, 0.092, 0.102, 0.101,     -,     -,     -,     -,     -,     -,     -,     -
0.054, 0.066, 0.075, 0.081,     -,     -,     -,     -,     -,     -,     -,     -
0.050, 0.058, 0.064, 0.062,     -,     -,     -,     -,     -,     -,     -,     -
0.046, 0.053, 0.059, 0.071,     -,     -,     -,     -,     -,     -,     -,     -
0.045, 0.052, 0.062, 0.063,     -,     -,     -,     -,     -,     -,     -,     -

0.153, 0.380, 0.449, 0.423,     -,     -,     -,     -,     -,     -,     -,     -
0.101, 0.238, 0.268, 0.148,     -,     -,     -,     -,     -,     -,     -,     -
0.083, 0.142, 0.156, 0.259,     -,     -,     -,     -,     -,     -,     -,     -
0.060, 0.092, 0.101, 0.100,     -,     -,     -,     -,     -,     -,     -,     -
0.052, 0.065, 0.074, 0.079,     -,     -,     -,     -,     -,     -,     -,     -
0.048, 0.058, 0.063, 0.060,     -,     -,     -,     -,     -,     -,     -,     -
0.046, 0.052, 0.057, 0.068,     -,     -,     -,     -,     -,     -,     -,     -
0.044, 0.050, 0.060, 0.061,     -,     -,     -,     -,     -,     -,     -,     -

0.138, 0.389, 0.458, 0.430,     -,     -,     -,     -,     -,     -,     -,     -
0.093, 0.241, 0.273, 0.148,     -,     -,     -,     -,     -,     -,     -,     -
0.078, 0.143, 0.157, 0.262,     -,     -,     -,     -,     -,     -,     -,     -
0.057, 0.092, 0.101, 0.099,     -,     -,     -,     -,     -,     -,     -,     -
0.049, 0.065, 0.072, 0.077,     -,     -,     -,     -,     -,     -,     -,     -
0.047, 0.056, 0.061, 0.058,     -,     -,     -,     -,     -,     -,     -,     -
0.045, 0.051, 0.056, 0.065,     -,     -,     -,     -,     -,     -,     -,     -
0.043, 0.048, 0.058, 0.058,     -,     -,     -,     -,     -,     -,     -,     -

0.124, 0.396, 0.466, 0.438,     -,     -,     -,     -,     -,     -,     -,     -
0.085, 0.245, 0.276, 0.147,     -,     -,     -,     -,     -,     -,     -,     -
0.073, 0.143, 0.158, 0.264,     -,     -,     -,     -,     -,     -,     -,     -
0.054, 0.092, 0.101, 0.097,     -,     -,     -,     -,     -,     -,     -,     -
0.047, 0.064, 0.071, 0.075,     -,     -,     -,     -,     -,     -,     -,     -
0.044, 0.055, 0.059, 0.056,     -,     -,     -,     -,     -,     -,     -,     -
0.042, 0.050, 0.053, 0.062,     -,     -,     -,     -,     -,     -,     -,     -
0.041, 0.047, 0.056, 0.055,     -,     -,     -,     -,     -,     -,     -,     -

0.110, 0.405, 0.477, 0.446,     -,     -,     -,     -,     -,     -,     -,     -
0.078, 0.249, 0.281, 0.148,     -,     -,     -,     -,     -,     -,     -,     -
0.068, 0.145, 0.159, 0.268,     -,     -,     -,     -,     -,     -,     -,     -
0.051, 0.091, 0.100, 0.096,     -,     -,     -,     -,     -,     -,     -,     -
0.045, 0.064, 0.070, 0.073,     -,     -,     -,     -,     -,     -,     -,     -
0.042, 0.054, 0.058, 0.053,     -,     -,     -,     -,     -,     -,     -,     -
0.041, 0.048, 0.052, 0.060,     -,     -,     -,     -,     -,     -,     -,     -
0.040, 0.045, 0.054, 0.052,     -,     -,     -,     -,     -,     -,     -,     -

0.098, 0.414, 0.488, 0.456,     -,     -,     -,     -,     -,     -,     -,     -
0.071, 0.253, 0.286, 0.148,     -,     -,     -,     -,     -,     -,     -,     -
0.064, 0.146, 0.160, 0.273,     -,     -,     -,     -,     -,     -,     -,     -
0.048, 0.091, 0.100, 0.094,     -,     -,     -,     -,     -,     -,     -,     -
0.042, 0.062, 0.068, 0.070,     -,     -,     -,     -,     -,     -,     -,     -
0.041, 0.052, 0.056, 0.052,     -,     -,     -,     -,     -,     -,     -,     -
0.039, 0.046, 0.050, 0.058,     -,     -,     -,     -,     -,     -,     -,     -
0.038, 0.044, 0.051, 0.049,     -,     -,     -,     -,     -,     -,     -,     -

0.087, 0.424, 0.500, 0.467,     -,     -,     -,     -,     -,     -,     -,     -
0.066, 0.259, 0.292, 0.149,     -,     -,     -,     -,     -,     -,     -,     -
0.060, 0.148, 0.162, 0.277,     -,     -,     -,     -,     -,     -,     -,     -
0.046, 0.092, 0.100, 0.094,     -,     -,     -,     -,     -,     -,     -,     -
0.041, 0.062, 0.068, 0.069,     -,     -,     -,     -,     -,     -,     -,     -
0.040, 0.052, 0.055, 0.050,     -,     -,     -,     -,     -,     -,     -,     -
0.038, 0.046, 0.049, 0.057,     -,     -,     -,     -,     -,     -,     -,     -
0.037, 0.043, 0.050, 0.048,     -,     -,     -,     -,     -,     -,     -,     -

0.080, 0.435, 0.512, 0.478,     -,     -,     -,     -,     -,     -,     -,     -
0.061, 0.265, 0.298, 0.151,     -,     -,     -,     -,     -,     -,     -,     -
0.058, 0.151, 0.165, 0.283,     -,     -,     -,     -,     -,     -,     -,     -
0.043, 0.092, 0.101, 0.094,     -,     -,     -,     -,     -,     -,     -,     -
0.040, 0.062, 0.068, 0.069,     -,     -,     -,     -,     -,     -,     -,     -
0.038, 0.052, 0.054, 0.049,     -,     -,     -,     -,     -,     -,     -,     -
0.037, 0.045, 0.048, 0.055,     -,     -,     -,     -,     -,     -,     -,     -
0.036, 0.042, 0.049, 0.047,     -,     -,     -,     -,     -,     -,     -,     -

0.073, 0.448, 0.527, 0.491,     -,     -,     -,     -,     -,     -,     -,     -
0.058, 0.271, 0.306, 0.154,     -,     -,     -,     -,     -,     -,     -,     -
0.056, 0.154, 0.168, 0.291,     -,     -,     -,     -,     -,     -,     -,     -
0.042, 0.094, 0.102, 0.096,     -,     -,     -,     -,     -,     -,     -,     -
0.040, 0.063, 0.069, 0.069,     -,     -,     -,     -,     -,     -,     -,     -
0.038, 0.052, 0.054, 0.049,     -,     -,     -,     -,     -,     -,     -,     -
0.037, 0.045, 0.048, 0.055,     -,     -,     -,     -,     -,     -,     -,     -
0.036, 0.042, 0.049, 0.046,     -,     -,     -,     -,     -,     -,     -,     -

0.066, 0.461, 0.542, 0.505,     -,     -,     -,     -,     -,     -,     -,     -
0.054, 0.278, 0.314, 0.156,     -,     -,     -,     -,     -,     -,     -,     -
0.053, 0.157, 0.172, 0.298,     -,     -,     -,     -,     -,     -,     -,     -
0.041, 0.095, 0.103, 0.096,     -,     -,     -,     -,     -,     -,     -,     -
0.038, 0.062, 0.068, 0.068,     -,     -,     -,     -,     -,     -,     -,     -
0.037, 0.051, 0.053, 0.048,     -,     -,     -,     -,     -,     -,     -,     -
0.036, 0.045, 0.047, 0.054,     -,     -,     -,     -,     -,     -,     -,     -
0.036, 0.042, 0.048, 0.044,     -,     -,     -,     -,     -,     -,     -,     -

0.060, 0.474, 0.559, 0.520,     -,     -,     -,     -,     -,     -,     -,     -
0.051, 0.284, 0.321, 0.159,     -,     -,     -,     -,     -,     -,     -,     -
0.051, 0.160, 0.175, 0.305,     -,     -,     -,     -,     -,     -,     -,     -
0.040, 0.096, 0.104, 0.097,     -,     -,     -,     -,     -,     -,     -,     -
0.037, 0.063, 0.069, 0.068,     -,     -,     -,     -,     -,     -,     -,     -
0.037, 0.051, 0.053, 0.047,     -,     -,     -,     -,     -,     -,     -,     -
0.035, 0.044, 0.046, 0.053,     -,     -,     -,     -,     -,     -,     -,     -
0.035, 0.041, 0.047, 0.044,     -,     -,     -,     -,     -,     -,     -,     -

0.055, 0.487, 0.575, 0.534,     -,     -,     -,     -,     -,     -,     -,     -
0.047, 0.292, 0.329, 0.161,     -,     -,     -,     -,     -,     -,     -,     -
0.049, 0.163, 0.178, 0.312,     -,     -,     -,     -,     -,     -,     -,     -
0.038, 0.096, 0.105, 0.097,     -,     -,     -,     -,     -,     -,     -,     -
0.035, 0.062, 0.068, 0.067,     -,     -,     -,     -,     -,     -,     -,     -
0.035, 0.050, 0.052, 0.046,     -,     -,     -,     -,     -,     -,     -,     -
0.034, 0.043, 0.045, 0.051,     -,     -,     -,     -,     -,     -,     -,     -
0.033, 0.039, 0.046, 0.042,     -,     -,     -,     -,     -,     -,     -,     -

0.050, 0.500, 0.591, 0.550,     -,     -,     -,     -,     -,     -,     -,     -
0.045, 0.298, 0.337, 0.163,     -,     -,     -,     -,     -,     -,     -,     -
0.047, 0.165, 0.180, 0.318,     -,     -,     -,     -,     -,     -,     -,     -
0.036, 0.097, 0.106, 0.097,     -,     -,     -,     -,     -,     -,     -,     -
0.034, 0.062, 0.067, 0.066,     -,     -,     -,     -,     -,     -,     -,     -
0.034, 0.049, 0.052, 0.045,     -,     -,     -,     -,     -,     -,     -,     -
0.033, 0.042, 0.044, 0.050,     -,     -,     -,     -,     -,     -,     -,     -
0.033, 0.039, 0.045, 0.040,     -,     -,     -,     -,     -,     -,     -,     -

0.047, 0.516, 0.609, 0.566,     -,     -,     -,     -,     -,     -,     -,     -
0.043, 0.306, 0.346, 0.166,     -,     -,     -,     -,     -,     -,     -,     -
0.046, 0.169, 0.186, 0.328,     -,     -,     -,     -,     -,     -,     -,     -
0.036, 0.099, 0.108, 0.099,     -,     -,     -,     -,     -,     -,     -,     -
0.034, 0.064, 0.068, 0.067,     -,     -,     -,     -,     -,     -,     -,     -
0.034, 0.050, 0.052, 0.046,     -,     -,     -,     -,     -,     -,     -,     -
0.033, 0.043, 0.044, 0.051,     -,     -,     -,     -,     -,     -,     -,     -
0.033, 0.039, 0.045, 0.040,     -,     -,     -,     -,     -,     -,     -,     -

0.045, 0.531, 0.627, 0.583,     -,     -,     -,     -,     -,     -,     -,     -
0.042, 0.313, 0.355, 0.170,     -,     -,     -,     -,     -,     -,     -,     -
0.045, 0.172, 0.190, 0.337,     -,     -,     -,     -,     -,     -,     -,     -
0.035, 0.101, 0.110, 0.100,     -,     -,     -,     -,     -,     -,     -,     -
0.033, 0.064, 0.069, 0.067,     -,     -,     -,     -,     -,     -,     -,     -
0.033, 0.050, 0.052, 0.045,     -,     -,     -,     -,     -,     -,     -,     -
0.033, 0.043, 0.044, 0.050,     -,     -,     -,     -,     -,     -,     -,     -
0.033, 0.039, 0.044, 0.040,     -,     -,     -,     -,     -,     -,     -,     -

0.043, 0.546, 0.645, 0.599,     -,     -,     -,     -,     -,     -,     -,     -
0.040, 0.321, 0.364, 0.172,     -,     -,     -,     -,     -,     -,     -,     -
0.044, 0.175, 0.193, 0.345,     -,     -,     -,     -,     -,     -,     -,     -
0.034, 0.102, 0.111, 0.101,     -,     -,     -,     -,     -,     -,     -,     -
0.033, 0.064, 0.069, 0.067,     -,     -,     -,     -,     -,     -,     -,     -
0.032, 0.050, 0.051, 0.045,     -,     -,     -,     -,     -,     -,     -,     -
0.033, 0.042, 0.044, 0.050,     -,     -,     -,     -,     -,     -,     -,     -
0.032, 0.038, 0.044, 0.039,     -,     -,     -,     -,     -,     -,     -,     -

0.041, 0.561, 0.665, 0.616,     -,     -,     -,     -,     -,     -,     -,     -
0.039, 0.330, 0.373, 0.176,     -,     -,     -,     -,     -,     -,     -,     -
0.043, 0.180, 0.197, 0.354,     -,     -,     -,     -,     -,     -,     -,     -
0.034, 0.103, 0.113, 0.102,     -,     -,     -,     -,     -,     -,     -,     -
0.032, 0.064, 0.070, 0.067,     -,     -,     -,     -,     -,     -,     -,     -
0.032, 0.050, 0.051, 0.045,     -,     -,     -,     -,     -,     -,     -,     -
0.032, 0.042, 0.044, 0.049,     -,     -,     -,     -,     -,     -,     -,     -
0.032, 0.038, 0.043, 0.039,     -,     -,     -,     -,     -,     -,     -,     -

0.039, 0.577, 0.684, 0.634,     -,     -,     -,     -,     -,     -,     -,     -
0.038, 0.338, 0.383, 0.179,     -,     -,     -,     -,     -,     -,     -,     -
0.043, 0.183, 0.202, 0.363,     -,     -,     -,     -,     -,     -,     -,     -
0.033, 0.104, 0.114, 0.103,     -,     -,     -,     -,     -,     -,     -,     -
0.032, 0.065, 0.070, 0.067,     -,     -,     -,     -,     -,     -,     -,     -
0.032, 0.049, 0.052, 0.044,     -,     -,     -,     -,     -,     -,     -,     -
0.032, 0.042, 0.043, 0.049,     -,     -,     -,     -,     -,     -,     -,     -
0.031, 0.038, 0.043, 0.038,     -,     -,     -,     -,     -,     -,     -,     -

0.037, 0.593, 0.704, 0.651,     -,     -,     -,     -,     -,     -,     -,     -
0.036, 0.345, 0.392, 0.182,     -,     -,     -,     -,     -,     -,     -,     -
0.041, 0.186, 0.205, 0.371,     -,     -,     -,     -,     -,     -,     -,     -
0.032, 0.106, 0.116, 0.104,     -,     -,     -,     -,     -,     -,     -,     -
0.031, 0.065, 0.070, 0.067,     -,     -,     -,     -,     -,     -,     -,     -
0.031, 0.050, 0.051, 0.044,     -,     -,     -,     -,     -,     -,     -,     -
0.031, 0.041, 0.042, 0.048,     -,     -,     -,     -,     -,     -,     -,     -
0.030, 0.037, 0.042, 0.037,     -,     -,     -,     -,     -,     -,     -,     -

0.035, 0.608, 0.722, 0.668,     -,     -,     -,     -,     -,     -,     -,     -
0.035, 0.353, 0.401, 0.185,     -,     -,     -,     -,     -,     -,     -,     -
0.040, 0.189, 0.209, 0.380,     -,     -,     -,     -,     -,     -,     -,     -
0.031, 0.106, 0.117, 0.105,     -,     -,     -,     -,     -,     -,     -,     -
0.030, 0.065, 0.071, 0.067,     -,     -,     -,     -,     -,     -,     -,     -
0.031, 0.050, 0.051, 0.043,     -,     -,     -,     -,     -,     -,     -,     -
0.030, 0.040, 0.042, 0.047,     -,     -,     -,     -,     -,     -,     -,     -
0.030, 0.036, 0.042, 0.036,     -,     -,     -,     -,     -,     -,     -,     -

0.034, 0.622, 0.739, 0.685,     -,     -,     -,     -,     -,     -,     -,     -
0.035, 0.360, 0.410, 0.189,     -,     -,     -,     -,     -,     -,     -,     -
0.040, 0.193, 0.213, 0.388,     -,     -,     -,     -,     -,     -,     -,     -
0.030, 0.108, 0.118, 0.106,     -,     -,     -,     -,     -,     -,     -,     -
0.030, 0.066, 0.071, 0.067,     -,     -,     -,     -,     -,     -,     -,     -
0.031, 0.049, 0.051, 0.043,     -,     -,     -,     -,     -,     -,     -,     -
0.030, 0.040, 0.042, 0.047,     -,     -,     -,     -,     -,     -,     -,     -
0.030, 0.036, 0.042, 0.035,     -,     -,     -,     -,     -,     -,     -,     -

0.034, 0.638, 0.758, 0.702,     -,     -,     -,     -,     -,     -,     -,     -
0.034, 0.368, 0.419, 0.192,     -,     -,     -,     -,     -,     -,     -,     -
0.040, 0.196, 0.218, 0.397,     -,     -,     -,     -,     -,     -,     -,     -
0.031, 0.109, 0.120, 0.107,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.067, 0.072, 0.068,     -,     -,     -,     -,     -,     -,     -,     -
0.030, 0.050, 0.051, 0.043,     -,     -,     -,     -,     -,     -,     -,     -
0.030, 0.040, 0.042, 0.047,     -,     -,     -,     -,     -,     -,     -,     -
0.030, 0.036, 0.041, 0.035,     -,     -,     -,     -,     -,     -,     -,     -

0.034, 0.652, 0.777, 0.719,     -,     -,     -,     -,     -,     -,     -,     -
0.034, 0.376, 0.428, 0.195,     -,     -,     -,     -,     -,     -,     -,     -
0.039, 0.200, 0.222, 0.406,     -,     -,     -,     -,     -,     -,     -,     -
0.030, 0.111, 0.122, 0.108,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.067, 0.073, 0.068,     -,     -,     -,     -,     -,     -,     -,     -
0.030, 0.050, 0.051, 0.043,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.041, 0.042, 0.048,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.036, 0.041, 0.035,     -,     -,     -,     -,     -,     -,     -,     -

0.033, 0.668, 0.795, 0.736,     -,     -,     -,     -,     -,     -,     -,     -
0.033, 0.384, 0.437, 0.199,     -,     -,     -,     -,     -,     -,     -,     -
0.039, 0.203, 0.226, 0.415,     -,     -,     -,     -,     -,     -,     -,     -
0.030, 0.112, 0.124, 0.110,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.068, 0.073, 0.069,     -,     -,     -,     -,     -,     -,     -,     -
0.030, 0.050, 0.052, 0.043,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.040, 0.042, 0.047,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.036, 0.041, 0.035,     -,     -,     -,     -,     -,     -,     -,     -

0.032, 0.684, 0.814, 0.755,     -,     -,     -,     -,     -,     -,     -,     -
0.033, 0.393, 0.448, 0.203,     -,     -,     -,     -,     -,     -,     -,     -
0.039, 0.208, 0.231, 0.425,     -,     -,     -,     -,     -,     -,     -,     -
0.030, 0.114, 0.126, 0.112,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.069, 0.074, 0.070,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.051, 0.052, 0.043,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.040, 0.042, 0.048,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.036, 0.041, 0.035,     -,     -,     -,     -,     -,     -,     -,     -

0.032, 0.700, 0.834, 0.773,     -,     -,     -,     -,     -,     -,     -,     -
0.033, 0.401, 0.457, 0.207,     -,     -,     -,     -,     -,     -,     -,     -
0.038, 0.212, 0.236, 0.434,     -,     -,     -,     -,     -,     -,     -,     -
0.030, 0.116, 0.128, 0.113,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.069, 0.074, 0.070,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.050, 0.052, 0.044,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.041, 0.042, 0.047,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.036, 0.041, 0.035,     -,     -,     -,     -,     -,     -,     -,     -

0.031, 0.714, 0.854, 0.790,     -,     -,     -,     -,     -,     -,     -,     -
0.032, 0.409, 0.466, 0.210,     -,     -,     -,     -,     -,     -,     -,     -
0.038, 0.215, 0.239, 0.443,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.117, 0.129, 0.114,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.069, 0.075, 0.070,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.050, 0.052, 0.043,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.040, 0.041, 0.047,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.035, 0.040, 0.035,     -,     -,     -,     -,     -,     -,     -,     -

0.031, 0.731, 0.872, 0.807,     -,     -,     -,     -,     -,     -,     -,     -
0.033, 0.418, 0.476, 0.214,     -,     -,     -,     -,     -,     -,     -,     -
0.038, 0.220, 0.244, 0.453,     -,     -,     -,     -,     -,     -,     -,     -
0.030, 0.119, 0.132, 0.117,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.070, 0.076, 0.071,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.051, 0.052, 0.043,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.040, 0.042, 0.047,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.036, 0.041, 0.035,     -,     -,     -,     -,     -,     -,     -,     -

0.031, 0.746, 0.890, 0.825,     -,     -,     -,     -,     -,     -,     -,     -
0.032, 0.426, 0.485, 0.218,     -,     -,     -,     -,     -,     -,     -,     -
0.038, 0.223, 0.248, 0.462,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.120, 0.134, 0.118,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.071, 0.077, 0.071,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.051, 0.052, 0.043,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.040, 0.042, 0.047,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.035, 0.041, 0.035,     -,     -,     -,     -,     -,     -,     -,     -

0.030, 0.761, 0.911, 0.840,     -,     -,     -,     -,     -,     -,     -,     -
0.032, 0.434, 0.494, 0.221,     -,     -,     -,     -,     -,     -,     -,     -
0.038, 0.227, 0.252, 0.470,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.122, 0.135, 0.119,     -,     -,     -,     -,     -,     -,     -,     -
0.027, 0.071, 0.077, 0.071,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.051, 0.053, 0.043,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.039, 0.042, 0.047,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.035, 0.040, 0.034,     -,     -,     -,     -,     -,     -,     -,     -

0.030, 0.776, 0.929, 0.857,     -,     -,     -,     -,     -,     -,     -,     -
0.031, 0.441, 0.504, 0.224,     -,     -,     -,     -,     -,     -,     -,     -
0.037, 0.230, 0.256, 0.479,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.123, 0.137, 0.120,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.072, 0.077, 0.072,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.051, 0.053, 0.043,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.040, 0.042, 0.047,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.035, 0.040, 0.034,     -,     -,     -,     -,     -,     -,     -,     -

0.030, 0.791, 0.947, 0.876,     -,     -,     -,     -,     -,     -,     -,     -
0.031, 0.450, 0.513, 0.227,     -,     -,     -,     -,     -,     -,     -,     -
0.037, 0.233, 0.260, 0.488,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.124, 0.138, 0.121,     -,     -,     -,     -,     -,     -,     -,     -
0.027, 0.073, 0.078, 0.073,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.051, 0.053, 0.043,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.040, 0.042, 0.047,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.035, 0.040, 0.034,     -,     -,     -,     -,     -,     -,     -,     -

0.029, 0.807, 0.967, 0.892,     -,     -,     -,     -,     -,     -,     -,     -
0.031, 0.458, 0.522, 0.231,     -,     -,     -,     -,     -,     -,     -,     -
0.037, 0.237, 0.265, 0.497,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.126, 0.140, 0.123,     -,     -,     -,     -,     -,     -,     -,     -
0.027, 0.073, 0.078, 0.073,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.050, 0.053, 0.043,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.039, 0.041, 0.047,     -,     -,     -,     -,     -,     -,     -,     -
0.027, 0.035, 0.039, 0.033,     -,     -,     -,     -,     -,     -,     -,     -

0.029, 0.822, 0.986, 0.909,     -,     -,     -,     -,     -,     -,     -,     -
0.031, 0.465, 0.531, 0.234,     -,     -,     -,     -,     -,     -,     -,     -
0.037, 0.240, 0.269, 0.505,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.127, 0.142, 0.124,     -,     -,     -,     -,     -,     -,     -,     -
0.027, 0.073, 0.079, 0.073,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.051, 0.053, 0.043,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.039, 0.041, 0.047,     -,     -,     -,     -,     -,     -,     -,     -
0.027, 0.035, 0.039, 0.033,     -,     -,     -,     -,     -,     -,     -,     -

0.029, 0.840, 1.006, 0.930,     -,     -,     -,     -,     -,     -,     -,     -
0.030, 0.474, 0.542, 0.238,     -,     -,     -,     -,     -,     -,     -,     -
0.037, 0.245, 0.273, 0.517,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.129, 0.144, 0.126,     -,     -,     -,     -,     -,     -,     -,     -
0.027, 0.074, 0.080, 0.074,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.051, 0.053, 0.043,     -,     -,     -,     -,     -,     -,     -,     -
0.027, 0.039, 0.041, 0.047,     -,     -,     -,     -,     -,     -,     -,     -
0.027, 0.035, 0.039, 0.034,     -,     -,     -,     -,     -,     -,     -,     -

0.029, 0.854, 1.024, 0.947,     -,     -,     -,     -,     -,     -,     -,     -
0.030, 0.482, 0.552, 0.242,     -,     -,     -,     -,     -,     -,     -,     -
0.036, 0.248, 0.278, 0.525,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.131, 0.146, 0.127,     -,     -,     -,     -,     -,     -,     -,     -
