overflow, overflow, overflow, overflow,     -,     -,     -,     -,     -,     -,     -,     -
0.048, 0.055, 0.064, 0.066,     -,     -,     -,     -,     -,     -,     -,     -

0.189, 0.352, 0.398, 0.381,     -,     -,     -,     -,     -,     -,     -,     -
0.120, 0.212, 0.240, 0.140,     -,     -,     -,     -,     -,     -,     -,     -
0.089, 0.127, 0.161, 0.246,     -,     -,     -,     -,     -,     -,     -,     -
0.068, 0.092, 0.097, 0.100,     -,     -,     -,     -,     -,     -,     -,     -
0.057, 0.066, 0.075, 0.080,     -,     -,     -,     -,     -,     -,     -,     -
0.052, 0.060, 0.065, 0.064,     -,     -,     -,     -,     -,     -,     -,     -
0.048, 0.053, 0.059, 0.070,     -,     -,     -,     -,     -,     -,     -,     -
0.047, 0.054, 0.062, 0.064,     -,     -,     -,     -,     -,     -,     -,     -

0.170, 0.359, 0.405, 0.387,     -,     -,     -,     -,     -,     -,     -,     -
0.111, 0.215, 0.242, 0.138,     -,     -,     -,     -,     -,     -,     -,     -
0.083, 0.128, 0.162, 0.247,     -,     -,     -,     -,     -,     -,     -,     -
0.064, 0.091, 0.097, 0.098,     -,     -,     -,     -,     -,     -,     -,     -
0.055, 0.066, 0.073, 0.078,     -,     -,     -,     -,     -,     -,     -,     -
0.050, 0.058, 0.062, 0.061,     -,     -,     -,     -,     -,     -,     -,     -
0.048, 0.052, 0.057, 0.068,     -,     -,     -,     -,     -,     -,     -,     -
0.046, 0.052, 0.059, 0.060,     -,     -,     -,     -,     -,     -,     -,     -

0.152, 0.365, 0.412, 0.394,     -,     -,     -,     -,     -,     -,     -,     -
0.101, 0.217, 0.244, 0.139,     -,     -,     -,     -,     -,     -,     -,     -
0.077, 0.128, 0.163, 0.250,     -,     -,     -,     -,     -,     -,     -,     -
0.061, 0.090, 0.096, 0.096,     -,     -,     -,     -,     -,     -,     -,     -
0.051, 0.064, 0.071, 0.076,     -,     -,     -,     -,     -,     -,     -,     -
0.048, 0.057, 0.061, 0.059,     -,     -,     -,     -,     -,     -,     -,     -
0.045, 0.050, 0.055, 0.066,     -,     -,     -,     -,     -,     -,     -,     -
0.045, 0.050, 0.057, 0.058,     -,     -,     -,     -,     -,     -,     -,     -

0.137, 0.372, 0.419, 0.400,     -,     -,     -,     -,     -,     -,     -,     -
0.092, 0.220, 0.248, 0.139,     -,     -,     -,     -,     -,     -,     -,     -
0.072, 0.128, 0.164, 0.252,     -,     -,     -,     -,     -,     -,     -,     -
0.058, 0.090, 0.096, 0.095,     -,     -,     -,     -,     -,     -,     -,     -
0.049, 0.063, 0.070, 0.074,     -,     -,     -,     -,     -,     -,     -,     -
0.046, 0.056, 0.060, 0.057,     -,     -,     -,     -,     -,     -,     -,     -
0.044, 0.049, 0.053, 0.064,     -,     -,     -,     -,     -,     -,     -,     -
0.044, 0.049, 0.056, 0.056,     -,     -,     -,     -,     -,     -,     -,     -

0.124, 0.380, 0.428, 0.409,     -,     -,     -,     -,     -,     -,     -,     -
0.085, 0.224, 0.253, 0.139,     -,     -,     -,     -,     -,     -,     -,     -
0.068, 0.130, 0.165, 0.256,     -,     -,     -,     -,     -,     -,     -,     -
0.055, 0.090, 0.096, 0.094,     -,     -,     -,     -,     -,     -,     -,     -
0.048, 0.063, 0.069, 0.072,     -,     -,     -,     -,     -,     -,     -,     -
0.045, 0.055, 0.059, 0.056,     -,     -,     -,     -,     -,     -,     -,     -
0.043, 0.048, 0.052, 0.062,     -,     -,     -,     -,     -,     -,     -,     -
0.042, 0.047, 0.055, 0.054,     -,     -,     -,     -,     -,     -,     -,     -

0.110, 0.389, 0.438, 0.417,     -,     -,     -,     -,     -,     -,     -,     -
0.078, 0.228, 0.258, 0.139,     -,     -,     -,     -,     -,     -,     -,     -
0.063, 0.131, 0.166, 0.260,     -,     -,     -,     -,     -,     -,     -,     -
0.051, 0.090, 0.096, 0.093,     -,     -,     -,     -,     -,     -,     -,     -
0.045, 0.062, 0.068, 0.070,     -,     -,     -,     -,     -,     -,     -,     -
0.043, 0.053, 0.057, 0.054,     -,     -,     -,     -,     -,     -,     -,     -
0.041, 0.047, 0.051, 0.060,     -,     -,     -,     -,     -,     -,     -,     -
0.041, 0.047, 0.054, 0.052,     -,     -,     -,     -,     -,     -,     -,     -

0.098, 0.399, 0.448, 0.426,     -,     -,     -,     -,     -,     -,     -,     -
0.072, 0.232, 0.262, 0.141,     -,     -,     -,     -,     -,     -,     -,     -
0.059, 0.132, 0.168, 0.264,     -,     -,     -,     -,     -,     -,     -,     -
0.050, 0.090, 0.095, 0.092,     -,     -,     -,     -,     -,     -,     -,     -
0.044, 0.061, 0.067, 0.069,     -,     -,     -,     -,     -,     -,     -,     -
0.041, 0.053, 0.056, 0.052,     -,     -,     -,     -,     -,     -,     -,     -
0.040, 0.046, 0.050, 0.059,     -,     -,     -,     -,     -,     -,     -,     -
0.040, 0.045, 0.052, 0.050,     -,     -,     -,     -,     -,     -,     -,     -

0.088, 0.408, 0.458, 0.435,     -,     -,     -,     -,     -,     -,     -,     -
0.066, 0.236, 0.267, 0.141,     -,     -,     -,     -,     -,     -,     -,     -
0.056, 0.133, 0.170, 0.268,     -,     -,     -,     -,     -,     -,     -,     -
0.046, 0.090, 0.095, 0.091,     -,     -,     -,     -,     -,     -,     -,     -
0.042, 0.061, 0.067, 0.068,     -,     -,     -,     -,     -,     -,     -,     -
0.040, 0.052, 0.055, 0.051,     -,     -,     -,     -,     -,     -,     -,     -
0.038, 0.045, 0.048, 0.057,     -,     -,     -,     -,     -,     -,     -,     -
0.038, 0.044, 0.051, 0.048,     -,     -,     -,     -,     -,     -,     -,     -

0.080, 0.418, 0.470, 0.447,     -,     -,     -,     -,     -,     -,     -,     -
0.062, 0.242, 0.272, 0.142,     -,     -,     -,     -,     -,     -,     -,     -
0.054, 0.135, 0.172, 0.273,     -,     -,     -,     -,     -,     -,     -,     -
0.044, 0.090, 0.096, 0.092,     -,     -,     -,     -,     -,     -,     -,     -
0.041, 0.061, 0.067, 0.068,     -,     -,     -,     -,     -,     -,     -,     -
0.039, 0.052, 0.055, 0.050,     -,     -,     -,     -,     -,     -,     -,     -
0.038, 0.044, 0.047, 0.056,     -,     -,     -,     -,     -,     -,     -,     -
0.038, 0.044, 0.050, 0.047,     -,     -,     -,     -,     -,     -,     -,     -

0.072, 0.429, 0.483, 0.459,     -,     -,     -,     -,     -,     -,     -,     -
0.058, 0.248, 0.279, 0.144,     -,     -,     -,     -,     -,     -,     -,     -
0.051, 0.137, 0.175, 0.280,     -,     -,     -,     -,     -,     -,     -,     -
0.043, 0.090, 0.097, 0.092,     -,     -,     -,     -,     -,     -,     -,     -
0.039, 0.061, 0.066, 0.067,     -,     -,     -,     -,     -,     -,     -,     -
0.038, 0.051, 0.054, 0.049,     -,     -,     -,     -,     -,     -,     -,     -
0.037, 0.044, 0.046, 0.054,     -,     -,     -,     -,     -,     -,     -,     -
0.037, 0.043, 0.049, 0.046,     -,     -,     -,     -,     -,     -,     -,     -

0.066, 0.443, 0.495, 0.471,     -,     -,     -,     -,     -,     -,     -,     -
0.055, 0.253, 0.285, 0.146,     -,     -,     -,     -,     -,     -,     -,     -
0.048, 0.140, 0.177, 0.286,     -,     -,     -,     -,     -,     -,     -,     -
0.041, 0.091, 0.098, 0.092,     -,     -,     -,     -,     -,     -,     -,     -
0.038, 0.061, 0.067, 0.066,     -,     -,     -,     -,     -,     -,     -,     -
0.038, 0.051, 0.054, 0.048,     -,     -,     -,     -,     -,     -,     -,     -
0.035, 0.043, 0.046, 0.054,     -,     -,     -,     -,     -,     -,     -,     -
0.036, 0.043, 0.048, 0.045,     -,     -,     -,     -,     -,     -,     -,     -

0.059, 0.456, 0.510, 0.486,     -,     -,     -,     -,     -,     -,     -,     -
0.051, 0.260, 0.293, 0.148,     -,     -,     -,     -,     -,     -,     -,     -
0.046, 0.142, 0.181, 0.291,     -,     -,     -,     -,     -,     -,     -,     -
0.040, 0.092, 0.099, 0.093,     -,     -,     -,     -,     -,     -,     -,     -
0.037, 0.062, 0.066, 0.066,     -,     -,     -,     -,     -,     -,     -,     -
0.037, 0.050, 0.053, 0.048,     -,     -,     -,     -,     -,     -,     -,     -
0.035, 0.043, 0.045, 0.052,     -,     -,     -,     -,     -,     -,     -,     -
0.035, 0.042, 0.047, 0.044,     -,     -,     -,     -,     -,     -,     -,     -

0.055, 0.468, 0.525, 0.500,     -,     -,     -,     -,     -,     -,     -,     -
0.048, 0.266, 0.300, 0.150,     -,     -,     -,     -,     -,     -,     -,     -
0.044, 0.145, 0.184, 0.299,     -,     -,     -,     -,     -,     -,     -,     -
0.038, 0.093, 0.100, 0.093,     -,     -,     -,     -,     -,     -,     -,     -
0.036, 0.062, 0.066, 0.065,     -,     -,     -,     -,     -,     -,     -,     -
0.035, 0.050, 0.053, 0.046,     -,     -,     -,     -,     -,     -,     -,     -
0.035, 0.042, 0.044, 0.052,     -,     -,     -,     -,     -,     -,     -,     -
0.035, 0.041, 0.046, 0.043,     -,     -,     -,     -,     -,     -,     -,     -

0.051, 0.482, 0.539, 0.514,     -,     -,     -,     -,     -,     -,     -,     -
0.046, 0.272, 0.307, 0.153,     -,     -,     -,     -,     -,     -,     -,     -
0.043, 0.147, 0.187, 0.306,     -,     -,     -,     -,     -,     -,     -,     -
0.037, 0.093, 0.101, 0.094,     -,     -,     -,     -,     -,     -,     -,     -
0.035, 0.062, 0.067, 0.065,     -,     -,     -,     -,     -,     -,     -,     -
0.034, 0.050, 0.052, 0.046,     -,     -,     -,     -,     -,     -,     -,     -
0.034, 0.042, 0.044, 0.051,     -,     -,     -,     -,     -,     -,     -,     -
0.034, 0.041, 0.046, 0.042,     -,     -,     -,     -,     -,     -,     -,     -

0.048, 0.496, 0.554, 0.529,     -,     -,     -,     -,     -,     -,     -,     -
0.044, 0.279, 0.315, 0.156,     -,     -,     -,     -,     -,     -,     -,     -
0.042, 0.150, 0.191, 0.314,     -,     -,     -,     -,     -,     -,     -,     -
0.037, 0.094, 0.102, 0.095,     -,     -,     -,     -,     -,     -,     -,     -
0.034, 0.063, 0.067, 0.066,     -,     -,     -,     -,     -,     -,     -,     -
0.034, 0.050, 0.052, 0.046,     -,     -,     -,     -,     -,     -,     -,     -
0.034, 0.042, 0.044, 0.051,     -,     -,     -,     -,     -,     -,     -,     -
0.033, 0.041, 0.045, 0.041,     -,     -,     -,     -,     -,     -,     -,     -

0.044, 0.510, 0.569, 0.544,     -,     -,     -,     -,     -,     -,     -,     -
0.042, 0.286, 0.323, 0.159,     -,     -,     -,     -,     -,     -,     -,     -
0.040, 0.152, 0.194, 0.321,     -,     -,     -,     -,     -,     -,     -,     -
0.036, 0.095, 0.103, 0.096,     -,     -,     -,     -,     -,     -,     -,     -
0.034, 0.063, 0.068, 0.066,     -,     -,     -,     -,     -,     -,     -,     -
0.033, 0.050, 0.052, 0.045,     -,     -,     -,     -,     -,     -,     -,     -
0.033, 0.042, 0.043, 0.050,     -,     -,     -,     -,     -,     -,     -,     -
0.033, 0.040, 0.045, 0.041,     -,     -,     -,     -,     -,     -,     -,     -

0.042, 0.524, 0.586, 0.558,     -,     -,     -,     -,     -,     -,     -,     -
0.041, 0.293, 0.331, 0.161,     -,     -,     -,     -,     -,     -,     -,     -
0.040, 0.156, 0.198, 0.330,     -,     -,     -,     -,     -,     -,     -,     -
0.035, 0.097, 0.105, 0.097,     -,     -,     -,     -,     -,     -,     -,     -
0.033, 0.063, 0.068, 0.066,     -,     -,     -,     -,     -,     -,     -,     -
0.033, 0.050, 0.052, 0.045,     -,     -,     -,     -,     -,     -,     -,     -
0.033, 0.042, 0.044, 0.050,     -,     -,     -,     -,     -,     -,     -,     -
0.033, 0.040, 0.045, 0.041,     -,     -,     -,     -,     -,     -,     -,     -

0.040, 0.538, 0.603, 0.575,     -,     -,     -,     -,     -,     -,     -,     -
0.040, 0.300, 0.340, 0.164,     -,     -,     -,     -,     -,     -,     -,     -
0.040, 0.159, 0.203, 0.338,     -,     -,     -,     -,     -,     -,     -,     -
0.034, 0.098, 0.106, 0.098,     -,     -,     -,     -,     -,     -,     -,     -
0.033, 0.063, 0.068, 0.066,     -,     -,     -,     -,     -,     -,     -,     -
0.033, 0.050, 0.052, 0.045,     -,     -,     -,     -,     -,     -,     -,     -
0.032, 0.041, 0.043, 0.050,     -,     -,     -,     -,     -,     -,     -,     -
0.032, 0.040, 0.044, 0.040,     -,     -,     -,     -,     -,     -,     -,     -

0.038, 0.553, 0.618, 0.590,     -,     -,     -,     -,     -,     -,     -,     -
0.039, 0.307, 0.348, 0.167,     -,     -,     -,     -,     -,     -,     -,     -
0.038, 0.161, 0.206, 0.346,     -,     -,     -,     -,     -,     -,     -,     -
0.033, 0.099, 0.108, 0.099,     -,     -,     -,     -,     -,     -,     -,     -
0.032, 0.064, 0.069, 0.066,     -,     -,     -,     -,     -,     -,     -,     -
0.032, 0.050, 0.052, 0.045,     -,     -,     -,     -,     -,     -,     -,     -
0.031, 0.041, 0.043, 0.050,     -,     -,     -,     -,     -,     -,     -,     -
0.032, 0.039, 0.044, 0.040,     -,     -,     -,     -,     -,     -,     -,     -

0.037, 0.568, 0.635, 0.606,     -,     -,     -,     -,     -,     -,     -,     -
0.037, 0.314, 0.356, 0.171,     -,     -,     -,     -,     -,     -,     -,     -
0.037, 0.164, 0.209, 0.353,     -,     -,     -,     -,     -,     -,     -,     -
0.033, 0.100, 0.110, 0.100,     -,     -,     -,     -,     -,     -,     -,     -
0.031, 0.064, 0.069, 0.066,     -,     -,     -,     -,     -,     -,     -,     -
0.031, 0.050, 0.052, 0.044,     -,     -,     -,     -,     -,     -,     -,     -
0.031, 0.040, 0.042, 0.049,     -,     -,     -,     -,     -,     -,     -,     -
0.031, 0.038, 0.044, 0.039,     -,     -,     -,     -,     -,     -,     -,     -

0.036, 0.583, 0.651, 0.621,     -,     -,     -,     -,     -,     -,     -,     -
0.036, 0.320, 0.364, 0.173,     -,     -,     -,     -,     -,     -,     -,     -
0.036, 0.167, 0.213, 0.361,     -,     -,     -,     -,     -,     -,     -,     -
0.032, 0.101, 0.111, 0.101,     -,     -,     -,     -,     -,     -,     -,     -
0.031, 0.064, 0.069, 0.066,     -,     -,     -,     -,     -,     -,     -,     -
0.030, 0.049, 0.051, 0.044,     -,     -,     -,     -,     -,     -,     -,     -
0.030, 0.039, 0.042, 0.049,     -,     -,     -,     -,     -,     -,     -,     -
0.031, 0.038, 0.043, 0.038,     -,     -,     -,     -,     -,     -,     -,     -

0.036, 0.596, 0.666, 0.637,     -,     -,     -,     -,     -,     -,     -,     -
0.036, 0.328, 0.372, 0.176,     -,     -,     -,     -,     -,     -,     -,     -
0.036, 0.170, 0.216, 0.368,     -,     -,     -,     -,     -,     -,     -,     -
0.032, 0.102, 0.112, 0.102,     -,     -,     -,     -,     -,     -,     -,     -
0.030, 0.065, 0.069, 0.066,     -,     -,     -,     -,     -,     -,     -,     -
0.030, 0.050, 0.052, 0.044,     -,     -,     -,     -,     -,     -,     -,     -
0.030, 0.039, 0.042, 0.049,     -,     -,     -,     -,     -,     -,     -,     -
0.031, 0.038, 0.043, 0.038,     -,     -,     -,     -,     -,     -,     -,     -

0.035, 0.611, 0.682, 0.651,     -,     -,     -,     -,     -,     -,     -,     -
0.036, 0.334, 0.380, 0.179,     -,     -,     -,     -,     -,     -,     -,     -
0.036, 0.173, 0.220, 0.377,     -,     -,     -,     -,     -,     -,     -,     -
0.032, 0.103, 0.114, 0.103,     -,     -,     -,     -,     -,     -,     -,     -
0.031, 0.065, 0.070, 0.067,     -,     -,     -,     -,     -,     -,     -,     -
0.030, 0.050, 0.052, 0.044,     -,     -,     -,     -,     -,     -,     -,     -
0.030, 0.040, 0.042, 0.049,     -,     -,     -,     -,     -,     -,     -,     -
0.030, 0.038, 0.043, 0.038,     -,     -,     -,     -,     -,     -,     -,     -

0.034, 0.625, 0.697, 0.666,     -,     -,     -,     -,     -,     -,     -,     -
0.035, 0.341, 0.387, 0.182,     -,     -,     -,     -,     -,     -,     -,     -
0.035, 0.175, 0.224, 0.385,     -,     -,     -,     -,     -,     -,     -,     -
0.031, 0.104, 0.115, 0.104,     -,     -,     -,     -,     -,     -,     -,     -
0.030, 0.065, 0.070, 0.067,     -,     -,     -,     -,     -,     -,     -,     -
0.030, 0.050, 0.052, 0.043,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.039, 0.042, 0.048,     -,     -,     -,     -,     -,     -,     -,     -
0.030, 0.037, 0.042, 0.037,     -,     -,     -,     -,     -,     -,     -,     -

0.033, 0.639, 0.714, 0.682,     -,     -,     -,     -,     -,     -,     -,     -
0.035, 0.349, 0.396, 0.185,     -,     -,     -,     -,     -,     -,     -,     -
0.035, 0.178, 0.228, 0.392,     -,     -,     -,     -,     -,     -,     -,     -
0.031, 0.105, 0.117, 0.106,     -,     -,     -,     -,     -,     -,     -,     -
0.030, 0.066, 0.071, 0.068,     -,     -,     -,     -,     -,     -,     -,     -
0.030, 0.050, 0.052, 0.043,     -,     -,     -,     -,     -,     -,     -,     -
0.030, 0.040, 0.042, 0.049,     -,     -,     -,     -,     -,     -,     -,     -
0.030, 0.037, 0.042, 0.037,     -,     -,     -,     -,     -,     -,     -,     -

0.033, 0.655, 0.730, 0.697,     -,     -,     -,     -,     -,     -,     -,     -
0.034, 0.356, 0.405, 0.188,     -,     -,     -,     -,     -,     -,     -,     -
0.035, 0.182, 0.232, 0.400,     -,     -,     -,     -,     -,     -,     -,     -
0.031, 0.107, 0.118, 0.107,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.067, 0.072, 0.068,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.050, 0.052, 0.043,     -,     -,     -,     -,     -,     -,     -,     -
0.030, 0.040, 0.041, 0.049,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.037, 0.042, 0.037,     -,     -,     -,     -,     -,     -,     -,     -

0.032, 0.670, 0.746, 0.714,     -,     -,     -,     -,     -,     -,     -,     -
0.034, 0.364, 0.413, 0.191,     -,     -,     -,     -,     -,     -,     -,     -
0.035, 0.185, 0.236, 0.409,     -,     -,     -,     -,     -,     -,     -,     -
0.031, 0.108, 0.120, 0.109,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.068, 0.073, 0.069,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.050, 0.052, 0.044,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.040, 0.042, 0.049,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.037, 0.042, 0.037,     -,     -,     -,     -,     -,     -,     -,     -

0.032, 0.684, 0.763, 0.730,     -,     -,     -,     -,     -,     -,     -,     -
0.034, 0.370, 0.421, 0.195,     -,     -,     -,     -,     -,     -,     -,     -
0.035, 0.188, 0.240, 0.417,     -,     -,     -,     -,     -,     -,     -,     -
0.030, 0.109, 0.122, 0.110,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.068, 0.073, 0.069,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.050, 0.052, 0.044,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.039, 0.042, 0.048,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.037, 0.042, 0.037,     -,     -,     -,     -,     -,     -,     -,     -

0.032, 0.699, 0.779, 0.745,     -,     -,     -,     -,     -,     -,     -,     -
0.034, 0.377, 0.430, 0.198,     -,     -,     -,     -,     -,     -,     -,     -
0.034, 0.191, 0.244, 0.425,     -,     -,     -,     -,     -,     -,     -,     -
0.030, 0.110, 0.123, 0.111,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.068, 0.074, 0.070,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.050, 0.052, 0.043,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.040, 0.041, 0.049,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.037, 0.042, 0.037,     -,     -,     -,     -,     -,     -,     -,     -

0.031, 0.713, 0.795, 0.761,     -,     -,     -,     -,     -,     -,     -,     -
0.033, 0.385, 0.438, 0.201,     -,     -,     -,     -,     -,     -,     -,     -
0.034, 0.195, 0.248, 0.433,     -,     -,     -,     -,     -,     -,     -,     -
0.030, 0.112, 0.125, 0.113,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.069, 0.075, 0.070,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.051, 0.053, 0.043,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.039, 0.042, 0.049,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.037, 0.042, 0.037,     -,     -,     -,     -,     -,     -,     -,     -

0.031, 0.728, 0.811, 0.776,     -,     -,     -,     -,     -,     -,     -,     -
0.033, 0.392, 0.446, 0.204,     -,     -,     -,     -,     -,     -,     -,     -
0.034, 0.198, 0.252, 0.441,     -,     -,     -,     -,     -,     -,     -,     -
0.030, 0.113, 0.127, 0.114,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.069, 0.075, 0.070,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.051, 0.053, 0.043,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.039, 0.042, 0.049,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.037, 0.042, 0.037,     -,     -,     -,     -,     -,     -,     -,     -

0.031, 0.741, 0.826, 0.791,     -,     -,     -,     -,     -,     -,     -,     -
0.033, 0.398, 0.454, 0.207,     -,     -,     -,     -,     -,     -,     -,     -
0.033, 0.199, 0.255, 0.448,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.114, 0.128, 0.115,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.069, 0.075, 0.071,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.051, 0.053, 0.043,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.039, 0.041, 0.048,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.037, 0.041, 0.036,     -,     -,     -,     -,     -,     -,     -,     -

0.030, 0.756, 0.843, 0.807,     -,     -,     -,     -,     -,     -,     -,     -
0.032, 0.405, 0.462, 0.210,     -,     -,     -,     -,     -,     -,     -,     -
0.033, 0.203, 0.259, 0.456,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.115, 0.129, 0.116,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.070, 0.076, 0.070,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.051, 0.053, 0.043,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.038, 0.041, 0.049,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.036, 0.041, 0.036,     -,     -,     -,     -,     -,     -,     -,     -

0.030, 0.770, 0.859, 0.822,     -,     -,     -,     -,     -,     -,     -,     -
0.032, 0.413, 0.470, 0.213,     -,     -,     -,     -,     -,     -,     -,     -
0.033, 0.206, 0.263, 0.464,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.116, 0.131, 0.117,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.070, 0.076, 0.071,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.051, 0.053, 0.043,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.039, 0.041, 0.048,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.036, 0.041, 0.036,     -,     -,     -,     -,     -,     -,     -,     -

0.030, 0.784, 0.874, 0.837,     -,     -,     -,     -,     -,     -,     -,     -
0.032, 0.419, 0.477, 0.216,     -,     -,     -,     -,     -,     -,     -,     -
0.033, 0.208, 0.267, 0.472,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.117, 0.132, 0.118,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.070, 0.077, 0.071,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.051, 0.053, 0.042,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.039, 0.041, 0.048,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.036, 0.041, 0.036,     -,     -,     -,     -,     -,     -,     -,     -

0.029, 0.801, 0.892, 0.855,     -,     -,     -,     -,     -,     -,     -,     -
0.032, 0.427, 0.486, 0.219,     -,     -,     -,     -,     -,     -,     -,     -
0.032, 0.212, 0.271, 0.481,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.118, 0.134, 0.120,     -,     -,     -,     -,     -,     -,     -,     -
0.027, 0.071, 0.078, 0.072,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.051, 0.053, 0.043,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.038, 0.041, 0.048,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.036, 0.041, 0.035,     -,     -,     -,     -,     -,     -,     -,     -

0.029, 0.815, 0.907, 0.870,     -,     -,     -,     -,     -,     -,     -,     -
0.031, 0.434, 0.495, 0.223,     -,     -,     -,     -,     -,     -,     -,     -
0.032, 0.215, 0.275, 0.489,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.120, 0.136, 0.121,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.072, 0.078, 0.072,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.051, 0.053, 0.042,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.039, 0.041, 0.048,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.036, 0.041, 0.035,     -,     -,     -,     -,     -,     -,     -,     -

0.029, 0.827, 0.921, 0.884,     -,     -,     -,     -,     -,     -,     -,     -
0.031, 0.440, 0.502, 0.225,     -,     -,     -,     -,     -,     -,     -,     -
0.032, 0.218, 0.278, 0.495,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.121, 0.137, 0.122,     -,     -,     -,     -,     -,     -,     -,     -
0.027, 0.072, 0.079, 0.073,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.051, 0.053, 0.043,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.039, 0.041, 0.048,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.035, 0.040, 0.035,     -,     -,     -,     -,     -,     -,     -,     -

0.029, 0.840, 0.936, 0.897,     -,     -,     -,     -,     -,     -,     -,     -
0.031, 0.447, 0.509, 0.228,     -,     -,     -,     -,     -,     -,     -,     -
0.032, 0.220, 0.282, 0.503,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.122, 0.138, 0.123,     -,     -,     -,     -,     -,     -,     -,     -
0.027, 0.072, 0.079, 0.073,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.051, 0.053, 0.043,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.039, 0.041, 0.048,     -,     -,     -,     -,     -,     -,     -,     -
0.027, 0.036, 0.040, 0.035,     -,     -,     -,     -,     -,     -,     -,     -

0.029, 0.853, 0.951, 0.911,     -,     -,     -,     -,     -,     -,     -,     -
0.031, 0.453, 0.516, 0.231,     -,     -,     -,     -,     -,     -,     -,     -
0.032, 0.223, 0.285, 0.510,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.123, 0.140, 0.124,     -,     -,     -,     -,     -,     -,     -,     -
0.027, 0.073, 0.080, 0.074,     -,     -,     -,     -,     -,     -,     -,     -
0.027, 0.051, 0.053, 0.042,     -,     -,     -,     -,     -,     -,     -,     -
0.027, 0.038, 0.041, 0.048,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.035, 0.040, 0.035,     -,     -,     -,     -,     -,     -,     -,     -

0.029, 0.864, 0.964, 0.922,     -,     -,     -,     -,     -,     -,     -,     -
0.031, 0.458, 0.522, 0.233,     -,     -,     -,     -,     -,     -,     -,     -
