overflow, overflow,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
overflow, overflow,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
overflow, overflow,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.057, 0.059,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.052, 0.052,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.052, 0.052,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -

0.195, 0.400,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.121, 0.240,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.087, 0.141,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.070, 0.092,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.059, 0.067,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.054, 0.058,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.049, 0.051,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.050, 0.051,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -

0.176, 0.408,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.111, 0.244,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.081, 0.142,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.065, 0.092,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.057, 0.067,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.052, 0.057,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.048, 0.050,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.048, 0.050,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -

0.158, 0.415,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.102, 0.248,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.075, 0.143,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.062, 0.093,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.054, 0.066,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.050, 0.056,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.046, 0.048,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.046, 0.049,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -

0.142, 0.425,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.093, 0.252,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.070, 0.146,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.059, 0.093,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.052, 0.066,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.048, 0.055,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.044, 0.047,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.045, 0.047,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -

0.128, 0.434,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.086, 0.257,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.065, 0.147,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.056, 0.093,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.049, 0.065,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.046, 0.054,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.044, 0.046,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.044, 0.046,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -

0.114, 0.445,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.078, 0.263,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.060, 0.149,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.052, 0.094,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.047, 0.065,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.045, 0.054,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.042, 0.045,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.042, 0.045,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -

0.102, 0.457,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.071, 0.268,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.057, 0.151,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.050, 0.094,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.044, 0.065,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.043, 0.053,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.040, 0.044,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.041, 0.044,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -

0.092, 0.469,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.066, 0.274,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.054, 0.154,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.048, 0.094,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.043, 0.065,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.042, 0.052,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.040, 0.044,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.040, 0.043,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -

0.083, 0.481,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.061, 0.281,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.050, 0.156,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.045, 0.095,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.041, 0.065,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.040, 0.052,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.038, 0.043,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.038, 0.042,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -

0.075, 0.496,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.057, 0.288,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.047, 0.159,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.043, 0.096,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.040, 0.065,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.039, 0.052,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.037, 0.043,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.038, 0.042,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -

0.068, 0.512,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.053, 0.296,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.045, 0.163,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.042, 0.097,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.039, 0.065,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.039, 0.052,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.036, 0.042,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.037, 0.041,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -

0.062, 0.526,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.049, 0.303,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.042, 0.166,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.040, 0.099,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.037, 0.065,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.037, 0.051,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.035, 0.042,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.036, 0.040,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -

0.057, 0.543,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.046, 0.311,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.041, 0.170,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.038, 0.100,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.036, 0.066,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.036, 0.051,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.035, 0.041,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.035, 0.040,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -

0.052, 0.559,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.044, 0.319,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.039, 0.173,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.037, 0.101,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.035, 0.065,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.035, 0.050,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.034, 0.041,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.034, 0.039,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -

0.049, 0.576,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.042, 0.328,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.038, 0.177,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.036, 0.103,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.035, 0.067,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.035, 0.051,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.034, 0.042,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.035, 0.039,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -

0.046, 0.593,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.040, 0.337,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.036, 0.181,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.035, 0.105,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.034, 0.067,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.034, 0.051,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.033, 0.041,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.034, 0.039,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -

0.044, 0.611,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.040, 0.345,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.036, 0.185,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.035, 0.106,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.034, 0.067,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.034, 0.051,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.033, 0.041,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.034, 0.039,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -

0.042, 0.627,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.038, 0.354,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.035, 0.189,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.034, 0.107,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.033, 0.068,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.033, 0.051,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.032, 0.041,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.034, 0.038,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -

0.040, 0.646,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.037, 0.363,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.034, 0.193,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.033, 0.109,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.033, 0.068,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.033, 0.051,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.032, 0.041,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.033, 0.038,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -

0.039, 0.664,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.036, 0.373,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.034, 0.197,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.033, 0.112,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.032, 0.069,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.032, 0.051,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.031, 0.041,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.032, 0.038,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -

0.037, 0.681,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.034, 0.381,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.033, 0.200,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.033, 0.112,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.031, 0.069,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.031, 0.051,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.031, 0.041,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.032, 0.037,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -

0.036, 0.698,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.034, 0.389,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.032, 0.204,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.032, 0.114,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.031, 0.069,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.031, 0.051,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.030, 0.040,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.031, 0.036,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -

0.035, 0.714,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.033, 0.398,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.032, 0.208,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.032, 0.115,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.031, 0.070,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.031, 0.051,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.030, 0.040,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.031, 0.036,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -

0.034, 0.731,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.032, 0.406,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.031, 0.211,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.031, 0.116,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.030, 0.070,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.030, 0.051,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.030, 0.040,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.030, 0.036,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -

0.034, 0.750,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.032, 0.416,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.031, 0.215,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.032, 0.119,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.030, 0.071,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.030, 0.051,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.030, 0.040,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.031, 0.036,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -

0.034, 0.768,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.032, 0.425,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.031, 0.220,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.031, 0.121,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.030, 0.072,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.030, 0.052,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.030, 0.040,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.031, 0.036,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -

0.033, 0.786,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.032, 0.434,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.031, 0.224,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.031, 0.123,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.030, 0.072,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.030, 0.052,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.030, 0.040,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.030, 0.036,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -

0.033, 0.804,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.032, 0.443,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.030, 0.229,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.031, 0.125,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.030, 0.073,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.030, 0.052,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.030, 0.040,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.030, 0.036,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -

0.032, 0.821,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.031, 0.452,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.030, 0.232,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.030, 0.126,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.074,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.030, 0.052,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.040,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.030, 0.036,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -

0.032, 0.839,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.030, 0.461,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.030, 0.236,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.030, 0.127,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.074,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.052,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.040,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.030, 0.036,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -

0.032, 0.857,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.030, 0.469,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.030, 0.240,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.030, 0.129,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.074,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.052,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.040,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.035,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -

0.031, 0.873,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.030, 0.479,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.244,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.030, 0.130,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.075,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.052,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.040,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.030, 0.036,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -

0.031, 0.891,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.030, 0.488,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.248,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.132,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.075,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.052,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.040,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.035,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -

0.030, 0.909,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.030, 0.496,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.252,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.133,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.075,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.052,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.039,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.035,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -

0.030, 0.926,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.504,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.255,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.135,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.076,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.052,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.039,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.035,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -

0.030, 0.945,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.515,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.260,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.137,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.077,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.052,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.040,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.035,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -

0.030, 0.962,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.523,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.264,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.139,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.077,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.053,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.039,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.035,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -

0.030, 0.979,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.531,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.268,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.140,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.078,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.053,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.039,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.035,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -

0.030, 0.996,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.540,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.272,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.142,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.078,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.053,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.039,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.034,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -

0.029, 1.010,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.548,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.275,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.143,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.027, 0.079,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.027, 0.053,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.027, 0.039,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.034,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -

0.029, 1.023,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.554,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.027, 0.277,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.144,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.027, 0.079,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.027, 0.053,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.027, 0.039,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.034,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -

0.029, 1.035,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.029, 0.559,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.027, 0.280,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.146,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.027, 0.080,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.027, 0.053,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.027, 0.039,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.034,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -

0.029, 1.048,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.566,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.027, 0.283,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.146,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.027, 0.080,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.027, 0.053,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.027, 0.039,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.034,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -

0.029, 1.059,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.572,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.286,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.148,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.027, 0.081,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.027, 0.053,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
0.028, 0.039,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
