Chrom.1		
UV		
ml	mAU	
5.929	0.004157599	
5.93	0.004035135	
5.932	0.003617914	
5.933	0.004276433	
5.934	0.003866112	
5.936	0.00380948	
5.937	0.004480355	
5.938	0.004860161	
5.94	0.004528118	
5.941	0.004134276	
5.942	0.003703263	
5.944	0.004001371	
5.945	0.003968132	
5.946	0.00408376	
5.948	0.004294457	
5.949	0.003651071	
5.95	0.00347102	
5.952	0.003251101	
5.953	0.003695154	
5.954	0.003198175	
5.956	0.002402551	
5.957	0.002469945	
5.958	0.002573454	
5.96	0.003094098	
5.961	0.003257928	
5.962	0.003393637	
5.964	0.003636125	
5.965	0.00381279	
5.966	0.003575642	
5.968	0.002096953	
5.969	0.001551821	
5.97	0.00212991	
5.972	0.001539851	
5.973	0.00146503	
5.974	0.001670536	
5.976	0.001196767	
5.977	0.0009009406	
5.978	0.0009160682	
5.98	0.0004345253	
5.981	-0.0003461165	
5.982	-0.0002551071	
5.984	-0.0004401243	
5.985	-0.0002630002	
5.986	0.0004570752	
5.988	-3.007157E-05	
5.989	-0.0005486204	
5.99	-0.001073076	
5.992	-0.0008986691	
5.993	-0.001121623	
5.994	-0.001023116	
5.996	-6.350937E-05	
5.997	0.0005861133	
5.998	0.001231814	
6	0.0002670453	
6.001	-0.0004656078	
6.002	0.0001520995	
6.004	-0.0001493284	
6.005	-0.0006202047	
6.006	-0.001705077	
6.008	-0.00213912	
6.009	-0.001630222	
6.01	-0.001029353	
6.012	-0.0006775151	
6.013	-0.001053506	
6.014	-0.0008965175	
6.016	-0.0008178767	
6.017	-0.0003458215	
6.018	-0.0001593191	
6.02	-7.536879E-05	
6.021	-0.0002223978	
6.022	-0.000364699	
6.024	-0.0004880693	
6.025	-0.0004993695	
6.026	-0.001734889	
6.028	-0.002244697	
6.029	-0.002025453	
6.03	-0.001493879	
6.032	-0.001409209	
6.033	-0.001227294	
6.034	-3.700419E-05	
6.035	0.0003609421	
6.037	-0.000125813	
6.038	8.911731E-05	
6.039	5.222223E-05	
6.041	-0.0001643246	
6.042	0.0003055967	
6.043	0.0005738639	
6.045	0.0003171407	
6.046	0.0007481511	
6.047	0.001598334	
6.049	0.001805528	
6.05	0.001523671	
6.051	0.001919529	
6.053	0.002012363	
6.054	0.001804588	
6.055	0.002399912	
6.057	0.002343214	
6.058	0.001718679	
6.059	0.00137204	
6.061	0.0003338691	
6.062	-0.0003034108	
6.063	-0.0005837388	
6.065	-0.0007033412	
6.066	-3.871622E-05	
6.067	0.0005305738	
6.069	-0.0001242013	
6.07	0.000572857	
6.071	0.001041658	
6.073	0.001938082	
6.074	0.002182693	
6.075	0.001756545	
6.077	0.001387659	
6.078	0.001103076	
6.079	0.001391867	
6.081	0.001374854	
6.082	0.0012379	
6.083	0.001310956	
6.085	0.001300148	
6.086	0.001367947	
6.087	0.001657663	
6.089	0.00147191	
6.09	0.0008495937	
6.091	3.166497E-05	
6.093	0.0001129577	
6.094	0.0004168309	
6.095	0.0001977999	
6.097	0.0004423585	
6.098	0.0007318305	
6.099	0.0008995651	
6.101	0.0002647145	
6.102	-0.0003073738	
6.103	-0.000461829	
6.105	-0.0009000111	
6.106	-0.00120594	
6.107	-0.001216596	
6.109	-0.001434373	
6.11	-0.001566952	
6.111	-0.001025273	
6.113	-0.0008578165	
6.114	-0.0008027658	
6.115	-0.0007528047	
6.117	-0.001094401	
6.118	-0.00124279	
6.119	-0.001047782	
6.121	-0.0001589833	
6.122	-0.0005572874	
6.123	-0.0007272537	
6.125	-0.0004097819	
6.126	-0.0003471446	
6.127	0.0006485713	
6.129	0.00042456	
6.13	-0.0006284657	
6.131	-0.001241226	
6.133	-0.002094018	
6.134	-0.00264685	
6.135	-0.002711045	
6.137	-0.002896607	
6.138	-0.003042479	
6.139	-0.003200583	
6.141	-0.003320828	
6.142	-0.003074995	
6.143	-0.003164987	
6.145	-0.002992151	
6.146	-0.002896055	
6.147	-0.003189706	
6.149	-0.003339052	
6.15	-0.00349816	
6.151	-0.003722116	
6.153	-0.004176084	
6.154	-0.004794655	
6.155	-0.004559188	
6.157	-0.00367814	
6.158	-0.003034718	
6.159	-0.002544794	
6.161	-0.002244889	
6.162	-0.002345836	
6.163	-0.002965455	
6.165	-0.003356144	
6.166	-0.003058007	
6.167	-0.002819878	
6.169	-0.002442669	
6.17	-0.001721084	
6.171	-0.000990069	
6.173	-0.0007525086	
6.174	-0.001133757	
6.175	-0.001295393	
6.177	-0.00119036	
6.178	-0.001689783	
6.179	-0.002184282	
6.18	-0.002256407	
6.182	-0.001456884	
6.183	-0.0003911689	
6.184	-0.0005554582	
6.186	-0.0008957827	
6.187	-0.001291713	
6.188	-0.001451265	
6.19	-0.0004850079	
6.191	-0.0003298313	
6.192	-0.0003442607	
6.194	-0.0002121675	
6.195	7.860282E-05	
6.196	0.002021871	
6.198	0.003669115	
6.199	0.004893566	
6.2	0.005125198	
6.202	0.004796897	
6.203	0.004238634	
6.204	0.003718991	
6.206	0.004105442	
6.207	0.004343302	
6.208	0.004200181	
6.21	0.004660859	
6.211	0.004541338	
6.212	0.003824642	
6.214	0.003553373	
6.215	0.003384785	
6.216	0.002759192	
6.218	0.002733918	
6.219	0.002991424	
6.22	0.003273133	
6.222	0.003757637	
6.223	0.003806844	
6.224	0.003358481	
6.226	0.00267122	
6.227	0.002429115	
6.228	0.002558791	
6.23	0.002450368	
6.231	0.002200403	
6.232	0.001837329	
6.234	0.002023205	
6.235	0.002341983	
6.236	0.001905848	
6.238	0.001592714	
6.239	0.0009994844	
6.24	0.0007512914	
6.242	0.0009003195	
6.243	0.0006199178	
6.244	0.0004676543	
6.246	0.0003916909	
6.247	-0.0002638022	
6.248	-0.001249424	
6.25	-0.002198661	
6.251	-0.002197213	
6.252	-0.001706809	
6.254	-0.001729367	
6.255	-0.001779365	
6.256	-0.001407037	
6.258	-0.001168403	
6.259	-0.001009761	
6.26	-0.0009911893	
6.262	-0.001319224	
6.263	-0.002501595	
6.264	-0.003835675	
6.266	-0.004599432	
6.267	-0.004711639	
6.268	-0.004051435	
6.27	-0.003036464	
6.271	-0.002229154	
6.272	-0.002258677	
6.274	-0.002135195	
6.275	-0.001958823	
6.276	-0.002778316	
6.278	-0.003013931	
6.279	-0.002182529	
6.28	-0.00176355	
6.282	-0.001210826	
6.283	-0.0003555263	
6.284	-6.628392E-05	
6.286	-0.0002618805	
6.287	-0.0001979703	
6.288	-9.683075E-05	
6.29	0.0003522636	
6.291	0.001362257	
6.292	0.003723797	
6.294	0.0040617	
6.295	0.004329796	
6.296	0.005388609	
6.298	0.005371099	
6.299	0.004670198	
6.3	0.004532327	
6.302	0.004016129	
6.303	0.004256789	
6.304	0.003623407	
6.306	0.003932549	
6.307	0.004816651	
6.308	0.005092325	
6.31	0.004942329	
6.311	0.00522967	
6.312	0.00484828	
6.314	0.00472695	
6.315	0.005027992	
6.316	0.005363055	
6.318	0.00547354	
6.319	0.005346193	
6.32	0.005163584	
6.321	0.00523645	
6.323	0.004727504	
6.324	0.00408278	
6.325	0.004162365	
6.327	0.003691656	
6.328	0.003941483	
6.329	0.004526628	
6.331	0.004466063	
6.332	0.003360784	
6.333	0.00347012	
6.335	0.003738031	
6.336	0.003597496	
6.337	0.003627428	
6.339	0.003444792	
6.34	0.003152343	
6.341	0.003772503	
6.343	0.004824122	
6.344	0.00570621	
6.345	0.00584331	
6.347	0.006281372	
6.348	0.006175136	
6.349	0.005945559	
6.351	0.005652548	
6.352	0.006394882	
6.353	0.0069468	
6.355	0.006237485	
6.356	0.006026659	
6.357	0.005352884	
6.359	0.003367715	
6.36	0.002995242	
6.361	0.003035233	
6.363	0.002142034	
6.364	0.003165345	
6.365	0.003561276	
6.367	0.003627861	
6.368	0.003152925	
6.369	0.00275149	
6.371	0.00337696	
6.372	0.004042848	
6.373	0.004785792	
6.375	0.004390442	
6.376	0.00498501	
6.377	0.004704747	
6.379	0.004784506	
6.38	0.00574633	
6.381	0.006275267	
6.383	0.005785626	
6.384	0.004969623	
6.385	0.004669562	
6.387	0.005403319	
6.388	0.005818034	
6.389	0.005768876	
6.391	0.006232744	
6.392	0.006894118	
6.393	0.007781657	
6.395	0.007890154	
6.396	0.007467763	
6.397	0.007992452	
6.399	0.008672476	
6.4	0.008709586	
6.401	0.007521896	
6.403	0.007380661	
6.404	0.006441699	
6.405	0.006036414	
6.407	0.006723159	
6.408	0.006577149	
6.409	0.00604587	
6.411	0.005274756	
6.412	0.004920417	
6.413	0.004824049	
6.415	0.004770672	
6.416	0.005014537	
6.417	0.005027663	
6.419	0.004245095	
6.42	0.003230008	
6.421	0.003029367	
6.423	0.002095447	
6.424	0.002772069	
6.425	0.002646307	
6.427	0.002837697	
6.428	0.002707678	
6.429	0.00328472	
6.431	0.002580477	
6.432	0.002428369	
6.433	0.002169291	
6.435	0.002769667	
6.436	0.003075417	
6.437	0.003345096	
6.439	0.003068682	
6.44	0.00213388	
6.441	0.002208209	
6.443	0.001223091	
6.444	0.001169669	
6.445	0.002111335	
6.447	0.001825525	
6.448	0.001326974	
6.449	0.001581648	
6.451	0.002733906	
6.452	0.003423232	
6.453	0.002303868	
6.455	0.002396816	
6.456	0.002176625	
6.457	0.002129614	
6.459	0.001615465	
6.46	0.0007288772	
6.461	0.0007607026	
6.462	0.0005353258	
6.464	-0.0003291758	
6.465	0.0003745423	
6.466	0.0007911644	
6.468	0.002345696	
6.469	0.002095673	
6.47	0.003283756	
6.472	0.003978209	
6.473	0.003445221	
6.474	0.003450154	
6.476	0.003693948	
6.477	0.003539434	
6.478	0.003626175	
6.48	0.003667325	
6.481	0.003320102	
6.482	0.003399241	
6.484	0.003121299	
6.485	0.003444039	
6.486	0.004215644	
6.488	0.004962524	
6.489	0.005409432	
6.49	0.004694534	
6.492	0.005083333	
6.493	0.005535273	
6.494	0.005345426	
6.496	0.004999107	
6.497	0.0048468	
6.498	0.004806691	
6.5	0.005467508	
6.501	0.005250682	
6.502	0.005599668	
6.504	0.00522201	
6.505	0.005178794	
6.506	0.005439045	
6.508	0.006245885	
6.509	0.006183985	
6.51	0.006927398	
6.512	0.00631791	
6.513	0.00673438	
6.514	0.006279847	
6.516	0.005467827	
6.517	0.005273524	
6.518	0.004427731	
6.52	0.004022936	
6.521	0.003326981	
6.522	0.003090526	
6.524	0.002920445	
6.525	0.002594869	
6.526	0.002655389	
6.528	0.002359213	
6.529	0.002474351	
6.53	0.0022272	
6.532	0.002093632	
6.533	0.002126047	
6.534	0.002061757	
6.536	0.002497436	
6.537	0.002778033	
6.538	0.002232144	
6.54	0.002627775	
6.541	0.002139278	
6.542	0.001143431	
6.544	0.0009924056	
6.545	0.00108157	
6.546	0.0006628858	
6.548	0.0008177754	
6.549	0.001438936	
6.55	0.00222964	
6.552	0.001774517	
6.553	0.001597115	
6.554	0.001177291	
6.556	0.001151435	
6.557	0.001807385	
6.558	0.001998164	
6.56	0.001698938	
6.561	0.001365078	
6.562	0.0007271136	
6.564	0.0009474049	
6.565	0.001383505	
6.566	0.0004884173	
6.568	0.0006419747	
6.569	0.0007510768	
6.57	0.0006813239	
6.572	0.0009794823	
6.573	0.001029505	
6.574	0.0009093202	
6.576	0.001312577	
6.577	0.001122972	
6.578	0.001045919	
6.58	0.0009655279	
6.581	0.001120889	
6.582	0.001490784	
6.584	0.00114892	
6.585	0.001600997	
6.586	0.002650554	
6.588	0.003355284	
6.589	0.003533446	
6.59	0.003194475	
6.592	0.004094527	
6.593	0.003903638	
6.594	0.004143248	
6.596	0.004306438	
6.597	0.004803745	
6.598	0.004834978	
6.6	0.004425996	
6.601	0.003827381	
6.602	0.003556697	
6.603	0.002883724	
6.605	0.003321039	
6.606	0.002978886	
6.607	0.003268401	
6.609	0.003771912	
6.61	0.003933364	
6.611	0.004268263	
6.613	0.004531447	
6.614	0.004842907	
6.615	0.003980352	
6.617	0.003736771	
6.618	0.003826814	
6.619	0.003554178	
6.621	0.003928671	
6.622	0.003670111	
6.623	0.003451669	
6.625	0.003485992	
6.626	0.003590553	
6.627	0.003626552	
6.629	0.004470256	
6.63	0.004512571	
6.631	0.004066666	
6.633	0.004451441	
6.634	0.003867658	
6.635	0.00360852	
6.637	0.003078645	
6.638	0.002592956	
6.639	0.001653283	
6.641	0.00140185	
6.642	0.00178165	
6.643	0.001933524	
6.645	0.00162658	
6.646	0.0005808813	
6.647	-1.756824E-05	
6.649	0.000230048	
6.65	0.0007853077	
6.651	0.0006921092	
6.653	0.0004833286	
6.654	-2.555557E-05	
6.655	-0.0002332512	
6.657	-0.000321746	
6.658	-0.001297567	
6.659	-0.0005364098	
6.661	-0.0004139405	
6.662	-0.0004711427	
6.663	0.0005081545	
6.665	0.0009716315	
6.666	0.001096862	
6.667	0.001286745	
6.669	0.001174992	
6.67	0.0007866048	
6.671	-0.0002084115	
6.673	-0.000716086	
6.674	-0.0006439274	
6.675	-0.0005010469	
6.677	-0.0002788818	
6.678	-0.0002470529	
6.679	-0.0001167267	
6.681	-6.330052E-06	
6.682	0.0001835077	
6.683	-0.0002932849	
6.685	-0.0007317191	
6.686	-0.0005860749	
6.687	-0.001015671	
6.689	-0.00114234	
6.69	-0.00098182	
6.691	-0.001052089	
6.693	-0.001765545	
6.694	-0.002145644	
6.695	-0.002115069	
6.697	-0.002106189	
6.698	-0.001988451	
6.699	-0.002175824	
6.701	-0.001939684	
6.702	-0.001990417	
6.703	-0.0009946525	
6.705	-0.0002452213	
6.706	0.001258351	
6.707	0.001632998	
6.709	0.0006892323	
6.71	0.0002538611	
6.711	0.0005574875	
6.713	0.0009431721	
6.714	0.001326419	
6.715	0.00153036	
6.717	0.001652565	
6.718	0.001664011	
6.719	0.001234554	
6.721	0.001612943	
6.722	0.002244057	
6.723	0.002617947	
6.725	0.00304626	
6.726	0.003118312	
6.727	0.002826898	
6.729	0.002940523	
6.73	0.002790333	
6.731	0.002290027	
6.733	0.002485567	
6.734	0.002374189	
6.735	0.002487442	
6.737	0.003394519	
6.738	0.004554535	
6.739	0.005579756	
6.741	0.005597172	
6.742	0.004893729	
6.743	0.004845289	
6.745	0.004909719	
6.746	0.004126547	
6.747	0.003057503	
6.748	0.002504334	
6.75	0.002228691	
6.751	0.002243167	
6.752	0.002369498	
6.754	0.002617016	
6.755	0.003084973	
6.756	0.003385571	
6.758	0.003627079	
6.759	0.003848766	
6.76	0.004326137	
6.762	0.004015139	
6.763	0.003674384	
6.764	0.003945339	
6.766	0.004033648	
6.767	0.004210041	
6.768	0.004413785	
6.77	0.003960967	
6.771	0.003181016	
6.772	0.001898483	
6.774	0.001315896	
6.775	0.002031187	
6.776	0.002733808	
6.778	0.002851975	
6.779	0.003004206	
6.78	0.00381536	
6.782	0.004126377	
6.783	0.003766159	
6.784	0.00383145	
6.786	0.004121459	
6.787	0.003997859	
6.788	0.004001302	
6.79	0.003956079	
6.791	0.00395577	
6.792	0.003743315	
6.794	0.003266599	
6.795	0.002646951	
6.796	0.002176819	
6.798	0.001752473	
6.799	0.0006387507	
6.8	0.0002079643	
6.802	0.0002114492	
6.803	-0.0001619559	
6.804	-0.0003538932	
6.806	-0.0001218163	
6.807	0.0001309759	
6.808	0.0006480856	
6.81	0.0008057182	
6.811	0.0004381272	
6.812	7.095791E-05	
6.814	0.0002641076	
6.815	0.0009143265	
6.816	0.00168928	
6.818	0.002120447	
6.819	0.002154927	
6.82	0.001920696	
6.822	0.00121666	
6.823	0.000785896	
6.824	0.0001507159	
6.826	-0.0002191688	
6.827	-0.0001723802	
6.828	-0.0002904522	
6.83	-0.0001846078	
6.831	-9.712221E-05	
6.832	-6.132256E-05	
6.834	0.0006138216	
6.835	3.7125E-05	
6.836	-0.0005681115	
6.838	-0.0004639271	
6.839	0.0001129608	
6.84	5.171296E-05	
6.842	-0.0003320272	
6.843	-0.0007135184	
6.844	-0.001532159	
6.846	-0.001291298	
6.847	-0.001387662	
6.848	-0.001026631	
6.85	-0.000242247	
6.851	-0.0002830457	
6.852	-9.784578E-05	
6.854	0.000174504	
6.855	-0.0002996606	
6.856	-0.0003737244	
6.858	-0.000725975	
6.859	-0.001007511	
6.86	-0.0005695253	
6.862	-8.613047E-05	
6.863	-0.0005620806	
6.864	-0.0007921592	
6.866	-0.0001861429	
6.867	0.0003343104	
6.868	7.226582E-05	
6.87	-0.0001130005	
6.871	-0.0007149604	
6.872	-0.001865892	
6.874	-0.002878407	
6.875	-0.003235005	
6.876	-0.003413766	
6.878	-0.003393297	
6.879	-0.002876137	
6.88	-0.002302653	
6.882	-0.001817643	
6.883	-0.001700863	
6.884	-0.00143697	
6.886	-0.001571573	
6.887	-0.001578149	
6.888	-0.00110571	
6.889	-0.0009610242	
6.891	-0.0009364175	
6.892	2.594423E-05	
6.893	-7.768024E-05	
6.895	-0.0003016384	
6.896	-0.0004170364	
6.897	-0.0008550928	
6.899	-0.0008277336	
6.9	-0.001292081	
6.901	-0.0006025891	
6.903	0.0001901152	
6.904	0.0002508679	
6.905	0.0002301629	
6.907	0.001046518	
6.908	0.0008333681	
6.909	0.0005603855	
6.911	0.0008282535	
6.912	0.0003718633	
6.913	-0.0003025386	
6.915	-0.000507008	
6.916	-0.001025096	
6.917	-0.001072846	
6.919	-0.00102829	
6.92	-0.001031208	
6.921	-0.0007982792	
6.923	-0.0009405395	
6.924	-5.456076E-05	
6.925	0.0005622222	
6.927	-6.55122E-05	
6.928	-0.0002666884	
6.929	-0.000339598	
6.931	-0.0002141935	
6.932	0.0006155869	
6.933	0.00108114	
6.935	0.001600401	
6.936	0.001627486	
6.937	0.00147357	
6.939	0.002772834	
6.94	0.002516016	
6.941	0.002869351	
6.943	0.002236528	
6.944	0.001846966	
6.945	0.001696046	
6.947	0.00118685	
6.948	0.0003866403	
6.949	0.0003211498	
6.951	-0.0006483627	
6.952	-0.0009711535	
6.953	-0.001774531	
6.955	-0.0009230329	
6.956	-0.0003700678	
6.957	-0.001472456	
6.959	-0.002077791	
6.96	-0.001504697	
6.961	-0.001382171	
6.963	-0.001441182	
6.964	-0.0007947754	
6.965	-0.001445462	
6.967	-0.002201984	
6.968	-0.00280411	
6.969	-0.003331075	
6.971	-0.004082761	
6.972	-0.004022168	
6.973	-0.005311028	
6.975	-0.005275715	
6.976	-0.005736386	
6.977	-0.005729074	
6.979	-0.004866542	
6.98	-0.003797008	
6.981	-0.003522945	
6.983	-0.003940736	
6.984	-0.004225611	
6.985	-0.004079518	
6.987	-0.003664054	
6.988	-0.003934949	
6.989	-0.003299823	
6.991	-0.003157475	
6.992	-0.00341148	
6.993	-0.002948721	
6.995	-0.002238757	
6.996	-0.001505542	
6.997	-0.0008746685	
6.999	-0.001478707	
7	-0.001984998	
7.001	-0.002387374	
7.003	-0.002452034	
7.004	-0.0008016442	
7.005	-0.001357086	
7.007	-0.0008597072	
7.008	-0.001126695	
7.009	-0.0006647047	
7.011	-0.0006463023	
7.012	-0.001540303	
7.013	-0.001456669	
7.015	-0.002414155	
7.016	-0.002812995	
7.017	-0.002947453	
7.019	-0.002380361	
7.02	-0.00186827	
7.021	-0.003532241	
7.023	-0.004204439	
7.024	-0.003978336	
7.025	-0.003710455	
7.027	-0.004030221	
7.028	-0.004392214	
7.029	-0.004220209	
7.03	-0.004794732	
7.032	-0.00428191	
7.033	-0.002865945	
7.034	-0.002779986	
7.036	-0.002611399	
7.037	-0.00164095	
7.038	-0.002291011	
7.04	-0.001380472	
7.041	-0.0003126752	
7.042	0.0001614422	
7.044	0.001275614	
7.045	0.000444367	
7.046	-0.0003233092	
7.048	-0.001171374	
7.049	-0.0008703711	
7.05	-0.001120158	
7.052	-0.001199053	
7.053	-0.002026127	
7.054	-0.001219708	
7.056	-0.0009778071	
7.057	-0.001935165	
7.058	-0.002634451	
7.06	-0.003251	
7.061	-0.003041348	
7.062	-0.002979396	
7.064	-0.002930747	
7.065	-0.00206816	
7.066	-0.002302168	
7.068	-0.002064835	
7.069	-0.00176128	
7.07	-0.003195327	
7.072	-0.004274644	
7.073	-0.00424634	
7.074	-0.004547358	
7.076	-0.003851763	
7.077	-0.00387977	
7.078	-0.002995955	
7.08	-0.001974364	
7.081	-0.000949941	
7.082	-0.0002200684	
7.084	-5.906959E-05	
7.085	0.0001557669	
7.086	0.0003282294	
7.088	0.0008477605	
7.089	0.001007195	
7.09	0.002262539	
7.092	0.002522833	
7.093	0.002950764	
7.094	0.003328313	
7.096	0.00387568	
7.097	0.003944071	
7.098	0.004484663	
7.1	0.00462801	
7.101	0.005532273	
7.102	0.006007425	
7.104	0.005447045	
7.105	0.00589417	
7.106	0.006441623	
7.108	0.005845577	
7.109	0.006028586	
7.11	0.005750594	
7.112	0.006343734	
7.113	0.006983072	
7.114	0.007481332	
7.116	0.007927814	
7.117	0.008948851	
7.118	0.008196373	
7.12	0.007918677	
7.121	0.007145397	
7.122	0.006706613	
7.124	0.007352774	
7.125	0.007723608	
7.126	0.008377487	
7.128	0.007735034	
7.129	0.006841481	
7.13	0.006327636	
7.132	0.006023115	
7.133	0.006444006	
7.134	0.006049073	
7.136	0.005768405	
7.137	0.005740672	
7.138	0.006848202	
7.14	0.007194138	
7.141	0.007937804	
7.142	0.007211921	
7.144	0.007277111	
7.145	0.007896012	
7.146	0.007236507	
7.148	0.007957099	
7.149	0.007219702	
7.15	0.007672547	
7.152	0.007414422	
7.153	0.007439264	
7.154	0.007910528	
7.156	0.007511606	
7.157	0.006649705	
7.158	0.006190693	
7.16	0.004788861	
7.161	0.00394649	
7.162	0.003722122	
7.164	0.003397556	
7.165	0.002775256	
7.166	0.00216906	
7.168	0.001631006	
7.169	0.001172202	
7.17	0.001331366	
7.171	0.001782703	
7.173	0.001515033	
7.174	0.001512737	
7.175	0.0009773239	
7.177	0.0005078606	
7.178	0.0003456126	
7.179	-0.0005912205	
7.181	-0.00146117	
7.182	-0.001736535	
7.183	-0.001032549	
7.185	-0.0001716242	
7.186	0.0001669005	
7.187	0.0005572629	
7.189	0.0003297901	
7.19	0.0005648997	
7.191	0.0004968921	
7.193	0.000410527	
7.194	0.0006589355	
7.195	0.0004624282	
7.197	0.001330465	
7.198	0.0006055006	
7.199	0.0004978189	
7.201	0.000708696	
7.202	0.0004337412	
7.203	0.0005617529	
7.205	-0.0003524486	
7.206	-0.001070828	
7.207	-0.001411163	
7.209	-0.001285019	
7.21	-0.0006548762	
7.211	-0.001072341	
7.213	-0.001501052	
7.214	-0.001640403	
7.215	-0.0009747183	
7.217	-0.0008317873	
7.218	-3.810681E-05	
7.219	0.0005869409	
7.221	0.0007484661	
7.222	0.00144496	
7.223	0.002009335	
7.225	0.001522628	
7.226	0.002348338	
7.227	0.003238143	
7.229	0.00310511	
7.23	0.003003895	
7.231	0.002974847	
7.233	0.00236801	
7.234	0.002180998	
7.235	0.002225825	
7.237	0.002304248	
7.238	0.002176228	
7.239	0.00216085	
7.241	0.001808415	
7.242	0.001763269	
7.243	0.001823722	
7.245	0.001437218	
7.246	0.00159208	
7.247	0.002078388	
7.249	0.002391623	
7.25	0.001985755	
7.251	0.001843311	
7.253	0.001947812	
7.254	0.001937055	
