Chrom.1		Chrom.1 (1)		Chrom.1 (2)		Chrom.1 (3)		Chrom.1 (4)		Chrom.1 (5)		
UV		UV		UV		UV		UV		UV		
ml	mAU	ml	mAU	ml	mAU	ml	mAU	ml	mAU	ml	mAU	
11.073	3.607383	11.073	3.46939	11.073	3.165656	11.073	3.024113	11.073	2.524923	11.073	2.377184	
11.075	3.605985	11.074	3.468619	11.075	3.164359	11.075	3.023272	11.075	2.525809	11.075	2.377352	
11.076	3.604647	11.076	3.468092	11.076	3.162769	11.076	3.023213	11.076	2.525499	11.076	2.377512	
11.077	3.603078	11.077	3.467861	11.077	3.161865	11.077	3.023585	11.077	2.524725	11.077	2.378304	
11.079	3.60117	11.078	3.466821	11.079	3.160398	11.079	3.023982	11.079	2.524457	11.079	2.378632	
11.08	3.599804	11.08	3.4657	11.08	3.160068	11.08	3.023851	11.08	2.525078	11.08	2.378871	
11.081	3.598038	11.081	3.464919	11.081	3.159322	11.081	3.023867	11.081	2.525977	11.081	2.378571	
11.082	3.595258	11.082	3.464048	11.083	3.1587	11.083	3.024089	11.083	2.526278	11.083	2.378042	
11.084	3.594076	11.084	3.463487	11.084	3.15796	11.084	3.023885	11.084	2.526011	11.084	2.377313	
11.085	3.592852	11.085	3.46302	11.085	3.157082	11.085	3.024232	11.085	2.52665	11.085	2.37703	
11.086	3.591569	11.086	3.462047	11.087	3.15628	11.087	3.024599	11.087	2.527071	11.087	2.376636	
11.088	3.590356	11.088	3.460845	11.088	3.155903	11.088	3.024652	11.088	2.52717	11.088	2.376292	
11.089	3.588963	11.089	3.460412	11.089	3.155539	11.089	3.024661	11.089	2.527977	11.089	2.376337	
11.09	3.587291	11.09	3.460223	11.091	3.155072	11.091	3.024672	11.091	2.529534	11.091	2.376271	
11.092	3.585887	11.092	3.459636	11.092	3.155313	11.092	3.024438	11.092	2.530359	11.092	2.37655	
11.093	3.584468	11.093	3.458642	11.093	3.154979	11.093	3.024177	11.093	2.52992	11.093	2.377761	
11.094	3.582415	11.094	3.457918	11.095	3.155183	11.095	3.024866	11.095	2.529809	11.095	2.378549	
11.096	3.581294	11.096	3.457144	11.096	3.155306	11.096	3.024753	11.096	2.530142	11.096	2.378958	
11.097	3.57966	11.097	3.456454	11.097	3.155026	11.097	3.023984	11.097	2.53008	11.097	2.379938	
11.098	3.577492	11.098	3.455781	11.099	3.15451	11.099	3.023424	11.099	2.530603	11.099	2.380304	
11.1	3.575706	11.1	3.454461	11.1	3.155061	11.1	3.023711	11.1	2.53086	11.1	2.380582	
11.101	3.57403	11.101	3.453202	11.101	3.155365	11.101	3.02418	11.101	2.531003	11.101	2.381348	
11.102	3.573283	11.102	3.453326	11.103	3.15491	11.103	3.024046	11.103	2.53055	11.102	2.381552	
11.104	3.572036	11.104	3.452266	11.104	3.15389	11.104	3.02442	11.104	2.531203	11.104	2.381618	
11.105	3.570823	11.105	3.452276	11.105	3.153836	11.105	3.024569	11.105	2.53225	11.105	2.382107	
11.106	3.568283	11.106	3.451679	11.107	3.154139	11.107	3.024028	11.107	2.532365	11.106	2.382734	
11.108	3.566358	11.108	3.450821	11.108	3.153385	11.108	3.023895	11.108	2.532095	11.108	2.38269	
11.109	3.564798	11.109	3.450731	11.109	3.153116	11.109	3.024291	11.109	2.531716	11.109	2.381724	
11.11	3.563905	11.11	3.449199	11.111	3.152956	11.111	3.024445	11.111	2.531458	11.11	2.381481	
11.112	3.562592	11.112	3.448953	11.112	3.152407	11.112	3.024341	11.112	2.530781	11.112	2.381194	
11.113	3.56084	11.113	3.447872	11.113	3.151302	11.113	3.025027	11.113	2.530249	11.113	2.38191	
11.114	3.559638	11.114	3.447667	11.115	3.151001	11.115	3.025502	11.115	2.53056	11.114	2.382478	
11.116	3.558141	11.116	3.446966	11.116	3.15076	11.116	3.025434	11.116	2.530854	11.116	2.383344	
11.117	3.556949	11.117	3.446722	11.117	3.15039	11.117	3.025356	11.117	2.530658	11.117	2.383114	
11.118	3.556341	11.118	3.44601	11.119	3.150271	11.119	3.024694	11.119	2.530739	11.118	2.383228	
11.12	3.555716	11.12	3.445548	11.12	3.149985	11.12	3.023878	11.12	2.530949	11.12	2.383886	
11.121	3.553909	11.121	3.444671	11.121	3.149735	11.121	3.023418	11.121	2.531251	11.121	2.38424	
11.122	3.552525	11.122	3.443562	11.123	3.149411	11.123	3.023334	11.123	2.531135	11.122	2.384559	
11.124	3.551283	11.124	3.442277	11.124	3.149176	11.124	3.022943	11.124	2.530978	11.124	2.385432	
11.125	3.550139	11.125	3.441029	11.125	3.149462	11.125	3.022479	11.125	2.531602	11.125	2.385644	
11.126	3.54861	11.126	3.44137	11.127	3.148798	11.127	3.022337	11.126	2.531162	11.126	2.386008	
11.128	3.547893	11.128	3.441029	11.128	3.148093	11.128	3.021838	11.128	2.531116	11.128	2.386389	
11.129	3.54738	11.129	3.440404	11.129	3.148167	11.129	3.021834	11.129	2.531698	11.129	2.387294	
11.13	3.545453	11.13	3.439687	11.131	3.147556	11.13	3.022705	11.13	2.531726	11.13	2.388126	
11.132	3.543735	11.132	3.43897	11.132	3.146598	11.132	3.022801	11.132	2.531918	11.132	2.387633	
11.133	3.541846	11.133	3.437676	11.133	3.146557	11.133	3.022882	11.133	2.532621	11.133	2.386802	
11.134	3.541222	11.134	3.436653	11.134	3.146118	11.134	3.022718	11.134	2.532064	11.134	2.386809	
11.136	3.540196	11.136	3.435753	11.136	3.145868	11.136	3.022577	11.136	2.531593	11.136	2.386807	
11.137	3.539121	11.137	3.435301	11.137	3.146422	11.137	3.022045	11.137	2.532541	11.137	2.386877	
11.138	3.537664	11.138	3.434169	11.138	3.146577	11.138	3.021952	11.138	2.532568	11.138	2.387104	
11.14	3.537025	11.14	3.432177	11.14	3.145812	11.14	3.023158	11.14	2.532292	11.14	2.387398	
11.141	3.536398	11.141	3.431738	11.141	3.146134	11.141	3.023426	11.141	2.532715	11.141	2.387251	
11.142	3.536395	11.142	3.430864	11.142	3.146405	11.142	3.022775	11.142	2.53323	11.142	2.387939	
11.144	3.534716	11.144	3.431188	11.144	3.147056	11.144	3.021671	11.144	2.533141	11.144	2.388149	
11.145	3.533345	11.145	3.430971	11.145	3.147013	11.145	3.020965	11.145	2.533854	11.145	2.388851	
11.146	3.532723	11.146	3.430436	11.146	3.146288	11.146	3.021224	11.146	2.534123	11.146	2.38927	
11.148	3.531424	11.148	3.429343	11.148	3.14636	11.148	3.022329	11.148	2.533624	11.148	2.390213	
11.149	3.531546	11.149	3.428698	11.149	3.14597	11.149	3.022238	11.149	2.533559	11.149	2.390898	
11.15	3.530648	11.15	3.428088	11.15	3.145416	11.15	3.02269	11.15	2.534952	11.15	2.39204	
11.152	3.529678	11.152	3.427252	11.152	3.146124	11.152	3.022488	11.152	2.535016	11.152	2.393541	
11.153	3.528638	11.153	3.42607	11.153	3.146069	11.153	3.021996	11.153	2.535729	11.153	2.395112	
11.154	3.528066	11.154	3.425443	11.154	3.145756	11.154	3.022063	11.154	2.536177	11.154	2.39617	
11.156	3.527	11.156	3.425175	11.156	3.144965	11.156	3.022038	11.156	2.535549	11.156	2.39611	
11.157	3.525678	11.157	3.424668	11.157	3.145187	11.157	3.021792	11.157	2.534417	11.157	2.396518	
11.158	3.525215	11.158	3.424416	11.158	3.144148	11.158	3.022099	11.158	2.533643	11.158	2.396949	
11.16	3.524601	11.16	3.425384	11.16	3.143506	11.16	3.022633	11.16	2.533846	11.16	2.396782	
11.161	3.523899	11.161	3.425336	11.161	3.142509	11.161	3.022219	11.161	2.533872	11.161	2.396532	
11.162	3.522855	11.162	3.425192	11.162	3.141731	11.162	3.021827	11.162	2.534104	11.162	2.396424	
11.164	3.521742	11.164	3.424505	11.164	3.141426	11.164	3.021883	11.164	2.534555	11.164	2.39603	
11.165	3.520797	11.165	3.423651	11.165	3.142079	11.165	3.02235	11.165	2.534329	11.165	2.396028	
11.166	3.520281	11.166	3.423224	11.166	3.141835	11.166	3.022748	11.166	2.533887	11.166	2.396198	
11.168	3.519293	11.168	3.422511	11.168	3.140445	11.168	3.02269	11.168	2.533463	11.168	2.395926	
11.169	3.517913	11.169	3.421564	11.169	3.140813	11.169	3.023024	11.169	2.533303	11.169	2.396111	
11.17	3.516645	11.17	3.421684	11.17	3.140654	11.17	3.023398	11.17	2.533456	11.17	2.39524	
11.172	3.516317	11.172	3.42056	11.172	3.140025	11.172	3.023393	11.172	2.533033	11.172	2.396059	
11.173	3.515463	11.173	3.420053	11.173	3.139131	11.173	3.023198	11.173	2.533721	11.173	2.396631	
11.174	3.515477	11.174	3.420762	11.174	3.138838	11.174	3.022545	11.174	2.53406	11.174	2.39666	
11.176	3.514181	11.176	3.419866	11.176	3.139591	11.176	3.022629	11.176	2.534472	11.176	2.397592	
11.177	3.513527	11.177	3.420987	11.177	3.138869	11.177	3.022283	11.177	2.534568	11.177	2.398555	
11.178	3.513185	11.178	3.419938	11.178	3.139378	11.178	3.02191	11.178	2.535104	11.178	2.399434	
11.18	3.512146	11.179	3.419503	11.18	3.140037	11.18	3.021303	11.18	2.535828	11.18	2.399765	
11.181	3.511822	11.181	3.418947	11.181	3.139418	11.181	3.020503	11.181	2.536134	11.181	2.400389	
11.182	3.511163	11.182	3.417827	11.182	3.139662	11.182	3.019591	11.182	2.536354	11.182	2.400423	
11.184	3.511258	11.183	3.417514	11.184	3.13917	11.184	3.018854	11.184	2.536412	11.184	2.401355	
11.185	3.509878	11.185	3.416388	11.185	3.138626	11.185	3.017604	11.185	2.536783	11.185	2.401435	
11.186	3.507702	11.186	3.415489	11.186	3.13897	11.186	3.017383	11.186	2.536503	11.186	2.40095	
11.188	3.50678	11.187	3.416298	11.188	3.138894	11.188	3.017732	11.188	2.537981	11.188	2.401178	
11.189	3.506134	11.189	3.416063	11.189	3.13928	11.189	3.017364	11.189	2.538788	11.189	2.401595	
11.19	3.504881	11.19	3.416301	11.19	3.139461	11.19	3.017624	11.19	2.538901	11.19	2.401323	
11.192	3.503997	11.191	3.415469	11.192	3.139275	11.192	3.017868	11.192	2.537884	11.192	2.400683	
11.193	3.503623	11.193	3.41432	11.193	3.139521	11.193	3.01787	11.193	2.537938	11.193	2.400226	
11.194	3.502979	11.194	3.414026	11.194	3.139426	11.194	3.019479	11.194	2.538719	11.194	2.401047	
11.196	3.501183	11.195	3.413429	11.196	3.139567	11.196	3.020095	11.196	2.538792	11.196	2.401503	
11.197	3.501048	11.197	3.413414	11.197	3.140226	11.197	3.019047	11.197	2.539385	11.197	2.401248	
11.198	3.500003	11.198	3.412667	11.198	3.140624	11.198	3.018542	11.198	2.539783	11.198	2.401587	
11.2	3.499966	11.199	3.413041	11.2	3.140486	11.2	3.018339	11.2	2.539202	11.2	2.402955	
11.201	3.498647	11.201	3.413336	11.201	3.141028	11.201	3.017894	11.201	2.539669	11.201	2.402869	
11.202	3.498612	11.202	3.413574	11.202	3.140684	11.202	3.018357	11.202	2.541639	11.202	2.40275	
11.204	3.497035	11.203	3.412642	11.204	3.139952	11.204	3.018384	11.204	2.541297	11.204	2.402384	
11.205	3.497801	11.205	3.411458	11.205	3.140329	11.205	3.018826	11.205	2.542019	11.205	2.403394	
11.206	3.497753	11.206	3.412891	11.206	3.140052	11.206	3.018866	11.206	2.542088	11.206	2.403076	
11.208	3.496744	11.207	3.412452	11.208	3.139955	11.208	3.018686	11.208	2.541551	11.208	2.403818	
11.209	3.494833	11.209	3.413708	11.209	3.140407	11.209	3.01831	11.209	2.541667	11.209	2.403579	
11.21	3.495489	11.21	3.411601	11.21	3.1398	11.21	3.0186	11.21	2.542532	11.21	2.403458	
11.212	3.495712	11.211	3.410697	11.212	3.139782	11.212	3.019313	11.212	2.543019	11.212	2.403472	
11.213	3.495669	11.213	3.410663	11.213	3.139741	11.213	3.019918	11.213	2.542277	11.213	2.403837	
11.214	3.494312	11.214	3.411549	11.214	3.139704	11.214	3.019548	11.214	2.542783	11.214	2.404253	
11.216	3.493624	11.215	3.410739	11.216	3.139166	11.216	3.020179	11.216	2.543442	11.216	2.404027	
11.217	3.492903	11.217	3.409972	11.217	3.139385	11.217	3.020062	11.217	2.542646	11.217	2.403195	
11.218	3.49171	11.218	3.410103	11.218	3.138309	11.218	3.020574	11.218	2.54168	11.218	2.402874	
11.22	3.491188	11.219	3.410268	11.22	3.137978	11.22	3.020829	11.22	2.541327	11.22	2.402611	
11.221	3.490286	11.221	3.410487	11.221	3.13782	11.221	3.02042	11.221	2.540782	11.221	2.402691	
11.222	3.48997	11.222	3.409717	11.222	3.138459	11.222	3.020162	11.222	2.541143	11.222	2.403795	
11.223	3.490262	11.223	3.409925	11.224	3.13829	11.224	3.020747	11.224	2.542198	11.224	2.403547	
11.225	3.489445	11.225	3.408427	11.225	3.138292	11.225	3.020963	11.225	2.542875	11.225	2.403687	
11.226	3.488269	11.226	3.407223	11.226	3.139722	11.226	3.020039	11.226	2.542614	11.226	2.403557	
11.227	3.487085	11.227	3.406138	11.228	3.13964	11.228	3.020139	11.228	2.542785	11.228	2.404929	
11.229	3.486657	11.229	3.404768	11.229	3.139102	11.229	3.019936	11.229	2.542914	11.229	2.406071	
11.23	3.48626	11.23	3.404759	11.23	3.139413	11.23	3.020282	11.23	2.542812	11.23	2.407241	
11.231	3.485872	11.231	3.404136	11.232	3.138451	11.232	3.019871	11.232	2.542559	11.232	2.407134	
11.233	3.484382	11.233	3.404263	11.233	3.138077	11.233	3.019932	11.233	2.542383	11.233	2.407674	
11.234	3.48332	11.234	3.404622	11.234	3.138519	11.234	3.019194	11.234	2.541968	11.234	2.408477	
11.235	3.48352	11.235	3.40361	11.236	3.137784	11.236	3.018972	11.236	2.542957	11.236	2.408705	
11.237	3.483167	11.237	3.403835	11.237	3.138071	11.237	3.018522	11.237	2.542314	11.237	2.409733	
11.238	3.482284	11.238	3.403291	11.238	3.138633	11.238	3.018227	11.238	2.542912	11.238	2.409541	
11.239	3.482269	11.239	3.403386	11.24	3.138505	11.24	3.018523	11.24	2.543539	11.24	2.409635	
11.241	3.481841	11.241	3.402378	11.241	3.138905	11.241	3.019114	11.241	2.543999	11.241	2.410048	
11.242	3.481795	11.242	3.403062	11.242	3.139373	11.242	3.019557	11.242	2.544773	11.242	2.411119	
11.243	3.480429	11.243	3.400809	11.244	3.139768	11.244	3.018928	11.244	2.545296	11.243	2.412072	
11.245	3.479989	11.245	3.400627	11.245	3.138951	11.245	3.019567	11.245	2.546013	11.245	2.412339	
11.246	3.480305	11.246	3.400229	11.246	3.138784	11.246	3.021076	11.246	2.546203	11.246	2.412904	
11.247	3.47987	11.247	3.400277	11.248	3.138428	11.248	3.021039	11.248	2.545498	11.247	2.412919	
11.249	3.47956	11.249	3.400219	11.249	3.137805	11.249	3.021924	11.249	2.54538	11.249	2.413348	
11.25	3.477616	11.25	3.399621	11.25	3.137599	11.25	3.021853	11.25	2.545877	11.25	2.413714	
11.251	3.477368	11.251	3.399796	11.252	3.138065	11.252	3.022596	11.252	2.545326	11.251	2.4139	
11.253	3.477718	11.253	3.399566	11.253	3.137195	11.253	3.023147	11.253	2.546	11.253	2.413987	
11.254	3.477957	11.254	3.398249	11.254	3.137088	11.254	3.022773	11.254	2.545255	11.254	2.41428	
11.255	3.477857	11.255	3.398306	11.256	3.136115	11.256	3.022666	11.256	2.544954	11.255	2.41419	
11.257	3.478404	11.257	3.397719	11.257	3.135593	11.257	3.022206	11.257	2.544909	11.257	2.414416	
11.258	3.477723	11.258	3.398112	11.258	3.135217	11.258	3.022407	11.258	2.545119	11.258	2.414706	
11.259	3.478117	11.259	3.397731	11.26	3.134796	11.26	3.023544	11.26	2.545723	11.259	2.416398	
11.261	3.478396	11.261	3.397698	11.261	3.134823	11.261	3.021842	11.261	2.545998	11.261	2.416105	
11.262	3.478619	11.262	3.397513	11.262	3.134272	11.262	3.02211	11.262	2.546902	11.262	2.416243	
11.263	3.47911	11.263	3.397474	11.264	3.134164	11.264	3.02199	11.264	2.546195	11.263	2.416841	
11.265	3.479364	11.265	3.397524	11.265	3.134622	11.265	3.022956	11.265	2.546215	11.265	2.417988	
11.266	3.478261	11.266	3.39693	11.266	3.134581	11.266	3.022969	11.266	2.547079	11.266	2.418673	
11.267	3.478047	11.267	3.396289	11.268	3.134114	11.268	3.023901	11.267	2.546403	11.267	2.418876	
11.269	3.477029	11.269	3.39578	11.269	3.13445	11.269	3.022843	11.269	2.545016	11.269	2.420016	
11.27	3.476799	11.27	3.395335	11.27	3.134297	11.27	3.02289	11.27	2.545311	11.27	2.420039	
11.271	3.475477	11.271	3.394404	11.272	3.132505	11.271	3.023473	11.271	2.545104	11.271	2.420312	
11.273	3.474722	11.273	3.393568	11.273	3.132206	11.273	3.023803	11.273	2.54547	11.273	2.420848	
11.274	3.474435	11.274	3.393386	11.274	3.131373	11.274	3.022993	11.274	2.54588	11.274	2.421417	
11.275	3.474655	11.275	3.392182	11.276	3.130605	11.275	3.022458	11.275	2.545456	11.275	2.422208	
11.277	3.474192	11.277	3.392623	11.277	3.129852	11.277	3.022791	11.277	2.545601	11.277	2.422138	
11.278	3.47247	11.278	3.392247	11.278	3.129913	11.278	3.023038	11.278	2.545976	11.278	2.421978	
11.279	3.470799	11.279	3.392462	11.279	3.130136	11.279	3.022827	11.279	2.546921	11.279	2.42219	
11.281	3.471024	11.281	3.392235	11.281	3.129732	11.281	3.023272	11.281	2.546468	11.281	2.422523	
11.282	3.470326	11.282	3.392251	11.282	3.130042	11.282	3.022408	11.282	2.54653	11.282	2.423143	
11.283	3.469254	11.283	3.39294	11.283	3.130126	11.283	3.021779	11.283	2.546455	11.283	2.423671	
11.285	3.46853	11.285	3.392231	11.285	3.129552	11.285	3.021182	11.285	2.547258	11.285	2.422881	
11.286	3.467478	11.286	3.39163	11.286	3.129284	11.286	3.021251	11.286	2.547791	11.286	2.423475	
11.287	3.467492	11.287	3.390995	11.287	3.129583	11.287	3.021611	11.287	2.548943	11.287	2.423704	
11.289	3.467041	11.289	3.390948	11.289	3.129894	11.289	3.02111	11.289	2.549278	11.289	2.423947	
11.29	3.466365	11.29	3.390655	11.29	3.128706	11.29	3.020483	11.29	2.548535	11.29	2.425225	
11.291	3.466198	11.291	3.390149	11.291	3.128646	11.291	3.020737	11.291	2.548698	11.291	2.42576	
11.293	3.466204	11.293	3.389494	11.293	3.127777	11.293	3.021317	11.293	2.548331	11.293	2.426481	
11.294	3.465789	11.294	3.389132	11.294	3.127489	11.294	3.021003	11.294	2.548275	11.294	2.425252	
11.295	3.464881	11.295	3.389691	11.295	3.127663	11.295	3.021138	11.295	2.547198	11.295	2.424603	
11.297	3.463899	11.297	3.38892	11.297	3.126784	11.297	3.020937	11.297	2.547076	11.297	2.424181	
11.298	3.46291	11.298	3.388581	11.298	3.127508	11.298	3.021158	11.298	2.547176	11.298	2.425182	
11.299	3.462758	11.299	3.38854	11.299	3.12687	11.299	3.020269	11.299	2.548614	11.299	2.424968	
11.301	3.462587	11.301	3.388388	11.301	3.126449	11.301	3.020696	11.301	2.549612	11.301	2.424595	
11.302	3.46176	11.302	3.388551	11.302	3.126969	11.302	3.021138	11.302	2.5492	11.302	2.424866	
11.303	3.461162	11.303	3.387283	11.303	3.12773	11.303	3.020454	11.303	2.549392	11.303	2.424938	
11.305	3.460947	11.305	3.386933	11.305	3.127634	11.305	3.020734	11.305	2.549313	11.305	2.424998	
11.306	3.460953	11.306	3.386082	11.306	3.127864	11.306	3.019945	11.306	2.549029	11.306	2.425498	
11.307	3.46108	11.307	3.385336	11.307	3.127618	11.307	3.019115	11.307	2.549372	11.307	2.425753	
11.309	3.460582	11.309	3.383386	11.309	3.127055	11.309	3.018461	11.309	2.548663	11.309	2.426057	
11.31	3.46099	11.31	3.383724	11.31	3.126218	11.31	3.018746	11.31	2.549071	11.31	2.425816	
11.311	3.459931	11.311	3.383753	11.311	3.125345	11.311	3.018325	11.311	2.548486	11.311	2.425249	
11.313	3.459092	11.313	3.383157	11.313	3.125422	11.313	3.017485	11.313	2.548581	11.313	2.424708	
11.314	3.457925	11.314	3.38256	11.314	3.124551	11.314	3.017731	11.314	2.549556	11.314	2.425952	
11.315	3.457746	11.315	3.380994	11.315	3.124025	11.315	3.017156	11.315	2.549243	11.315	2.426064	
11.317	3.458206	11.317	3.379996	11.317	3.123772	11.317	3.016454	11.317	2.549632	11.317	2.425366	
11.318	3.458297	11.318	3.378879	11.318	3.123368	11.318	3.017438	11.318	2.550171	11.318	2.425933	
11.319	3.457363	11.319	3.378349	11.319	3.123404	11.319	3.01743	11.319	2.549468	11.319	2.426553	
11.321	3.456745	11.32	3.377789	11.321	3.122961	11.321	3.017642	11.321	2.54893	11.321	2.427043	
11.322	3.455104	11.322	3.376778	11.322	3.123596	11.322	3.018254	11.322	2.549276	11.322	2.428379	
11.323	3.453708	11.323	3.375112	11.323	3.122782	11.323	3.019074	11.323	2.550185	11.323	2.429337	
11.325	3.453455	11.324	3.373481	11.325	3.122433	11.325	3.018292	11.325	2.550293	11.325	2.430226	
11.326	3.452179	11.326	3.3726	11.326	3.121756	11.326	3.017551	11.326	2.550203	11.326	2.429862	
11.327	3.450799	11.327	3.371045	11.327	3.121236	11.327	3.01839	11.327	2.550375	11.327	2.43059	
11.329	3.449587	11.328	3.369021	11.329	3.120753	11.329	3.018664	11.329	2.549263	11.329	2.429571	
11.33	3.448105	11.33	3.367202	11.33	3.120133	11.33	3.019169	11.33	2.549615	11.33	2.42935	
11.331	3.447554	11.331	3.366075	11.331	3.118572	11.331	3.01837	11.331	2.549655	11.331	2.428036	
11.333	3.447288	11.332	3.364986	11.333	3.117653	11.333	3.018683	11.333	2.549991	11.333	2.427814	
11.334	3.446452	11.334	3.363772	11.334	3.117429	11.334	3.0182	11.334	2.550085	11.334	2.428325	
11.335	3.445743	11.335	3.362409	11.335	3.117178	11.335	3.018827	11.335	2.55041	11.335	2.428367	
11.337	3.445797	11.336	3.361499	11.337	3.116792	11.337	3.018931	11.337	2.550569	11.337	2.428835	
11.338	3.445248	11.338	3.361155	11.338	3.116649	11.338	3.018157	11.338	2.550768	11.338	2.42827	
11.339	3.444745	11.339	3.359886	11.339	3.116366	11.339	3.017445	11.339	2.550671	11.339	2.428505	
11.341	3.444104	11.34	3.35853	11.341	3.116487	11.341	3.018046	11.341	2.549563	11.341	2.428351	
11.342	3.442735	11.342	3.357368	11.342	3.116995	11.342	3.018091	11.342	2.549551	11.342	2.428512	
11.343	3.440696	11.343	3.356053	11.343	3.117018	11.343	3.017947	11.343	2.549158	11.343	2.429476	
11.345	3.440099	11.344	3.356025	11.345	3.116524	11.345	3.016331	11.345	2.548509	11.345	2.430076	
11.346	3.439902	11.346	3.354162	11.346	3.116634	11.346	3.015622	11.346	2.547487	11.346	2.429922	
11.347	3.439643	11.347	3.353362	11.347	3.115961	11.347	3.01492	11.347	2.547696	11.347	2.42962	
11.349	3.438867	11.348	3.352514	11.349	3.114718	11.349	3.015395	11.349	2.547585	11.349	2.429141	
11.35	3.437907	11.35	3.350747	11.35	3.114063	11.35	3.016396	11.35	2.547479	11.35	2.429178	
11.351	3.43804	11.351	3.349161	11.351	3.1141	11.351	3.016283	11.351	2.547877	11.351	2.430009	
11.353	3.436878	11.352	3.347768	11.353	3.113259	11.353	3.01581	11.353	2.547279	11.353	2.429982	
11.354	3.435715	11.354	3.3469	11.354	3.112396	11.354	3.015044	11.354	2.546004	11.354	2.430052	
11.355	3.434527	11.355	3.345739	11.355	3.111643	11.355	3.01579	11.355	2.544991	11.355	2.42967	
11.357	3.433354	11.356	3.344227	11.357	3.112008	11.357	3.015965	11.357	2.544745	11.357	2.429038	
11.358	3.431767	11.358	3.343637	11.358	3.110885	11.358	3.015893	11.358	2.543966	11.358	2.428349	
11.359	3.430902	11.359	3.342727	11.359	3.109907	11.359	3.015479	11.359	2.544436	11.359	2.427986	
11.361	3.430372	11.36	3.341715	11.361	3.109344	11.361	3.015829	11.361	2.545083	11.361	2.428668	
11.362	3.429969	11.362	3.339657	11.362	3.108261	11.362	3.01644	11.362	2.545958	11.362	2.429325	
11.363	3.429842	11.363	3.338923	11.363	3.108204	11.363	3.016215	11.363	2.546789	11.363	2.429741	
11.365	3.429824	11.364	3.337821	11.365	3.106901	11.365	3.01669	11.365	2.547	11.365	2.429534	
11.366	3.429284	11.366	3.336483	11.366	3.10714	11.366	3.017216	11.366	2.545748	11.366	2.428918	
11.367	3.429305	11.367	3.33537	11.367	3.107052	11.367	3.017031	11.367	2.54538	11.367	2.429067	
11.368	3.428504	11.368	3.333724	11.369	3.106556	11.369	3.016849	11.369	2.544848	11.369	2.429642	
11.37	3.427589	11.37	3.332786	11.37	3.10552	11.37	3.016768	11.37	2.545033	11.37	2.430578	
11.371	3.427516	11.371	3.331798	11.371	3.104664	11.371	3.016592	11.371	2.544274	11.371	2.430269	
11.372	3.426864	11.372	3.330757	11.373	3.10377	11.373	3.017074	11.373	2.543163	11.373	2.429607	
11.374	3.42524	11.374	3.329808	11.374	3.102144	11.374	3.017579	11.374	2.542656	11.374	2.429636	
11.375	3.424448	11.375	3.329265	11.375	3.10049	11.375	3.016999	11.375	2.541895	11.375	2.429219	
11.376	3.423841	11.376	3.328106	11.377	3.100211	11.377	3.017108	11.377	2.54188	11.377	2.429157	
11.378	3.422609	11.378	3.326711	11.378	3.099833	11.378	3.016176	11.378	2.54186	11.378	2.429608	
11.379	3.421542	11.379	3.325252	11.379	3.098396	11.379	3.015399	11.379	2.541162	11.379	2.430175	
11.38	3.420715	11.38	3.323429	11.381	3.0982	11.381	3.014775	11.381	2.540601	11.381	2.429768	
11.382	3.419729	11.382	3.321959	11.382	3.098264	11.382	3.014931	11.382	2.541474	11.382	2.430022	
11.383	3.418128	11.383	3.321057	11.383	3.09754	11.383	3.015285	11.383	2.541552	11.383	2.430262	
11.384	3.416094	11.384	3.32033	11.385	3.095778	11.385	3.01421	11.385	2.541282	11.384	2.429858	
11.386	3.415679	11.386	3.319195	11.386	3.094218	11.386	3.01357	11.386	2.541404	11.386	2.429884	
11.387	3.414941	11.387	3.317516	11.387	3.093396	11.387	3.012893	11.387	2.542256	11.387	2.430017	
11.388	3.414179	11.388	3.315957	11.389	3.092543	11.389	3.011919	11.389	2.542261	11.388	2.429466	
11.39	3.413322	11.39	3.315298	11.39	3.092587	11.39	3.010996	11.39	2.541381	11.39	2.428504	
11.391	3.411898	11.391	3.315016	11.391	3.091974	11.391	3.011191	11.391	2.540445	11.391	2.428156	
11.392	3.410861	11.392	3.313523	11.393	3.091359	11.393	3.011722	11.393	2.540094	11.392	2.428128	
11.394	3.410147	11.394	3.312707	11.394	3.090474	11.394	3.012083	11.394	2.539818	11.394	2.427697	
11.395	3.40922	11.395	3.312456	11.395	3.089585	11.395	3.010393	11.395	2.540507	11.395	2.429205	
11.396	3.408892	11.396	3.312066	11.397	3.089138	11.397	3.009226	11.397	2.541605	11.396	2.429687	
11.398	3.40784	11.398	3.310004	11.398	3.089453	11.398	3.008677	11.398	2.541684	11.398	2.4308	
11.399	3.407021	11.399	3.307873	11.399	3.088425	11.399	3.007202	11.399	2.541177	11.399	2.43089	
11.4	3.405863	11.4	3.30676	11.401	3.08724	11.401	3.006775	11.401	2.541247	11.4	2.43071	
11.402	3.404873	11.402	3.306099	11.402	3.085498	11.402	3.006115	11.402	2.541751	11.402	2.430988	
11.403	3.404203	11.403	3.304343	11.403	3.084514	11.403	3.005417	11.403	2.541603	11.403	2.432201	
11.404	3.403125	11.404	3.302417	11.405	3.084318	11.405	3.005031	11.405	2.540896	11.404	2.432145	
11.406	3.402428	11.406	3.300595	11.406	3.083737	11.406	3.004076	11.406	2.54138	11.406	2.432034	
11.407	3.401411	11.407	3.298175	11.407	3.083072	11.407	3.003211	11.407	2.542023	11.407	2.431425	
