Chrom.1		Chrom.1 (1)		Chrom.1 (2)		Chrom.1 (3)		Chrom.1 (4)		Chrom.1 (5)		
UV		UV		UV		UV		UV		UV		
ml	mAU	ml	mAU	ml	mAU	ml	mAU	ml	mAU	ml	mAU	
4.745	2.21058	4.745	2.202581	4.745	2.297379	4.745	2.509635	4.745	2.20069	4.745	2.217411	
4.747	2.211219	4.747	2.202235	4.747	2.296772	4.747	2.509828	4.747	2.20024	4.747	2.216572	
4.748	2.211521	4.748	2.201192	4.748	2.296521	4.748	2.510373	4.748	2.199538	4.748	2.217761	
4.749	2.21133	4.749	2.200885	4.749	2.296856	4.749	2.511749	4.749	2.19935	4.749	2.217849	
4.751	2.211116	4.751	2.201243	4.751	2.29669	4.751	2.511597	4.751	2.199843	4.751	2.217996	
4.752	2.211806	4.752	2.201129	4.752	2.297208	4.752	2.512009	4.752	2.199293	4.752	2.21684	
4.753	2.211698	4.753	2.200199	4.753	2.299478	4.753	2.512214	4.753	2.199539	4.753	2.217383	
4.755	2.211826	4.755	2.199597	4.755	2.299931	4.755	2.510885	4.755	2.199945	4.755	2.216559	
4.756	2.212384	4.756	2.199731	4.756	2.30069	4.756	2.511137	4.756	2.199908	4.756	2.216876	
4.757	2.212588	4.757	2.199501	4.757	2.301267	4.757	2.511092	4.757	2.199768	4.757	2.215921	
4.759	2.211395	4.759	2.199011	4.759	2.299829	4.759	2.510673	4.759	2.201175	4.759	2.215683	
4.76	2.2117	4.76	2.198971	4.76	2.300658	4.76	2.512462	4.76	2.200679	4.76	2.214819	
4.761	2.211913	4.761	2.199155	4.761	2.300937	4.761	2.511424	4.761	2.200501	4.761	2.215638	
4.763	2.211706	4.763	2.199545	4.763	2.301534	4.763	2.512082	4.763	2.200997	4.763	2.215548	
4.764	2.210915	4.764	2.200014	4.764	2.301125	4.764	2.511947	4.764	2.200456	4.764	2.215988	
4.765	2.210636	4.765	2.199908	4.765	2.300364	4.765	2.512904	4.765	2.199531	4.765	2.216027	
4.767	2.209753	4.767	2.199703	4.767	2.301937	4.767	2.513216	4.767	2.199705	4.767	2.215732	
4.768	2.210795	4.768	2.198591	4.768	2.301691	4.768	2.512119	4.768	2.200764	4.768	2.215605	
4.769	2.211154	4.769	2.199371	4.769	2.301618	4.769	2.512028	4.769	2.201527	4.769	2.215832	
4.771	2.211179	4.771	2.200057	4.771	2.301689	4.771	2.512725	4.771	2.202214	4.771	2.21602	
4.772	2.210803	4.772	2.20029	4.772	2.301555	4.772	2.512818	4.772	2.202626	4.772	2.217329	
4.773	2.210108	4.773	2.200765	4.773	2.302498	4.773	2.513074	4.773	2.202544	4.773	2.218157	
4.775	2.210964	4.774	2.200812	4.775	2.30273	4.775	2.513685	4.775	2.203429	4.775	2.219151	
4.776	2.210553	4.776	2.200697	4.776	2.303399	4.776	2.512983	4.776	2.202847	4.776	2.219303	
4.777	2.21077	4.777	2.200308	4.777	2.303905	4.777	2.513523	4.777	2.203149	4.777	2.219281	
4.779	2.210669	4.778	2.200078	4.779	2.304517	4.779	2.51274	4.779	2.203225	4.779	2.219184	
4.78	2.20997	4.78	2.199563	4.78	2.304985	4.78	2.513435	4.78	2.202695	4.78	2.218814	
4.781	2.209783	4.781	2.200023	4.781	2.303897	4.781	2.512336	4.781	2.201804	4.781	2.218189	
4.783	2.209888	4.782	2.199628	4.783	2.304457	4.783	2.512423	4.783	2.201836	4.783	2.217751	
4.784	2.210022	4.784	2.19988	4.784	2.305238	4.784	2.513278	4.784	2.202156	4.784	2.218338	
4.785	2.209875	4.785	2.199796	4.785	2.30611	4.785	2.513104	4.785	2.202426	4.785	2.21835	
4.787	2.20963	4.786	2.199151	4.787	2.305902	4.787	2.513029	4.787	2.203487	4.787	2.217695	
4.788	2.209568	4.788	2.198844	4.788	2.305818	4.788	2.513357	4.788	2.203944	4.788	2.217733	
4.789	2.209892	4.789	2.198834	4.789	2.305082	4.789	2.512419	4.789	2.203726	4.789	2.21763	
4.791	2.209253	4.79	2.199263	4.791	2.305927	4.791	2.512568	4.791	2.204759	4.791	2.217294	
4.792	2.209522	4.792	2.199566	4.792	2.305846	4.792	2.513083	4.792	2.205622	4.792	2.216394	
4.793	2.209863	4.793	2.199751	4.793	2.304922	4.793	2.51188	4.793	2.205482	4.793	2.215728	
4.795	2.210467	4.794	2.199933	4.795	2.305734	4.795	2.51089	4.795	2.205498	4.795	2.216527	
4.796	2.210884	4.796	2.199426	4.796	2.306147	4.796	2.510984	4.796	2.205721	4.796	2.217342	
4.797	2.211547	4.797	2.199067	4.797	2.305765	4.797	2.51187	4.797	2.205628	4.797	2.217274	
4.799	2.212196	4.798	2.198677	4.799	2.304901	4.799	2.512556	4.799	2.205938	4.799	2.21829	
4.8	2.211713	4.8	2.199001	4.8	2.304809	4.8	2.512172	4.8	2.20635	4.8	2.218098	
4.801	2.211068	4.801	2.199443	4.801	2.304811	4.801	2.511708	4.801	2.205887	4.801	2.218647	
4.803	2.211077	4.802	2.19942	4.803	2.305862	4.803	2.510935	4.803	2.206266	4.803	2.218597	
4.804	2.210984	4.804	2.199318	4.804	2.306105	4.804	2.510911	4.804	2.207094	4.804	2.217861	
4.805	2.21151	4.805	2.199309	4.805	2.305731	4.805	2.511407	4.805	2.208277	4.805	2.217977	
4.807	2.211713	4.806	2.19939	4.807	2.305379	4.807	2.511624	4.807	2.209455	4.807	2.21734	
4.808	2.211694	4.808	2.199543	4.808	2.306141	4.808	2.5122	4.808	2.209356	4.808	2.217784	
4.809	2.211451	4.809	2.199036	4.809	2.306792	4.809	2.512808	4.809	2.209601	4.809	2.217808	
4.811	2.211294	4.81	2.19892	4.811	2.306819	4.811	2.512926	4.811	2.209627	4.811	2.217906	
4.812	2.210822	4.812	2.198813	4.812	2.306545	4.812	2.51344	4.812	2.209232	4.812	2.218262	
4.813	2.210692	4.813	2.199219	4.813	2.306964	4.813	2.513847	4.813	2.209522	4.813	2.219686	
4.815	2.210311	4.814	2.199494	4.815	2.307047	4.815	2.513504	4.815	2.209405	4.815	2.219555	
4.816	2.210178	4.816	2.199788	4.816	2.306253	4.816	2.512608	4.816	2.209974	4.816	2.220176	
4.817	2.210552	4.817	2.199913	4.817	2.305806	4.817	2.512322	4.817	2.209999	4.817	2.219705	
4.819	2.210502	4.818	2.199684	4.819	2.305633	4.819	2.511951	4.819	2.210646	4.819	2.21984	
4.82	2.209646	4.82	2.200341	4.82	2.304542	4.82	2.512314	4.82	2.210375	4.82	2.219202	
4.821	2.210316	4.821	2.200734	4.821	2.304024	4.821	2.512928	4.821	2.210539	4.821	2.219346	
4.823	2.210188	4.822	2.200256	4.823	2.302975	4.823	2.511448	4.823	2.210506	4.823	2.219206	
4.824	2.210264	4.824	2.200844	4.824	2.302694	4.824	2.511119	4.824	2.21085	4.824	2.220433	
4.825	2.211581	4.825	2.200998	4.825	2.303683	4.825	2.511534	4.825	2.210751	4.825	2.220597	
4.827	2.211731	4.826	2.201288	4.827	2.302938	4.827	2.511006	4.827	2.210362	4.827	2.22049	
4.828	2.212219	4.828	2.200931	4.828	2.303152	4.828	2.511037	4.828	2.209113	4.828	2.218917	
4.829	2.212954	4.829	2.200698	4.829	2.303363	4.829	2.511039	4.829	2.208739	4.829	2.218663	
4.831	2.214218	4.83	2.200597	4.831	2.30373	4.831	2.510831	4.831	2.208728	4.831	2.217657	
4.832	2.213889	4.832	2.201084	4.832	2.304253	4.832	2.510607	4.832	2.209137	4.832	2.21664	
4.833	2.214608	4.833	2.201038	4.833	2.30409	4.833	2.51022	4.833	2.20933	4.833	2.21616	
4.835	2.213659	4.834	2.201792	4.835	2.304387	4.835	2.509523	4.835	2.208959	4.835	2.216621	
4.836	2.212842	4.836	2.200906	4.836	2.304528	4.836	2.509344	4.836	2.208555	4.836	2.216813	
4.837	2.212762	4.837	2.20127	4.837	2.304329	4.837	2.509307	4.837	2.20852	4.837	2.217376	
4.839	2.213058	4.838	2.202122	4.839	2.3047	4.839	2.50969	4.839	2.208852	4.839	2.216945	
4.84	2.213274	4.84	2.202575	4.84	2.304537	4.84	2.509239	4.84	2.208603	4.84	2.216902	
4.841	2.212931	4.841	2.202966	4.841	2.304332	4.841	2.508217	4.841	2.208037	4.841	2.216515	
4.842	2.21303	4.842	2.202941	4.843	2.304303	4.843	2.508909	4.843	2.208473	4.843	2.21789	
4.844	2.212764	4.844	2.20403	4.844	2.303914	4.844	2.509278	4.844	2.208398	4.844	2.217189	
4.845	2.21246	4.845	2.204751	4.845	2.303214	4.845	2.509436	4.845	2.20876	4.845	2.216867	
4.846	2.211955	4.846	2.205683	4.847	2.302773	4.847	2.509184	4.847	2.209341	4.847	2.216929	
4.848	2.212016	4.848	2.204626	4.848	2.30285	4.848	2.510275	4.848	2.210168	4.848	2.216768	
4.849	2.211822	4.849	2.205009	4.849	2.301336	4.849	2.51014	4.849	2.210896	4.849	2.216832	
4.85	2.211119	4.85	2.204822	4.851	2.300378	4.851	2.508812	4.851	2.210091	4.851	2.216257	
4.852	2.211171	4.852	2.204738	4.852	2.29987	4.852	2.507624	4.852	2.210078	4.852	2.216322	
4.853	2.210838	4.853	2.20512	4.853	2.300046	4.853	2.507468	4.853	2.209767	4.853	2.216501	
4.854	2.210942	4.854	2.205	4.855	2.299875	4.855	2.507822	4.855	2.209813	4.855	2.21608	
4.856	2.211005	4.856	2.204834	4.856	2.300487	4.856	2.508265	4.856	2.209862	4.856	2.21565	
4.857	2.210726	4.857	2.205124	4.857	2.299898	4.857	2.508039	4.857	2.208776	4.857	2.216094	
4.858	2.210172	4.858	2.204904	4.859	2.299531	4.859	2.507524	4.859	2.208194	4.859	2.216493	
4.86	2.210454	4.86	2.204633	4.86	2.299811	4.86	2.508065	4.86	2.208005	4.86	2.216671	
4.861	2.210317	4.861	2.204384	4.861	2.300204	4.861	2.508328	4.861	2.208225	4.861	2.216277	
4.862	2.210291	4.862	2.204289	4.863	2.299758	4.863	2.507928	4.863	2.207931	4.863	2.215277	
4.864	2.210391	4.864	2.204217	4.864	2.299533	4.864	2.506828	4.864	2.207964	4.864	2.215216	
4.865	2.21064	4.865	2.203741	4.865	2.300439	4.865	2.505811	4.865	2.2083	4.865	2.21483	
4.866	2.210035	4.866	2.20394	4.867	2.30068	4.867	2.506219	4.866	2.208161	4.867	2.21483	
4.868	2.210457	4.868	2.20362	4.868	2.300743	4.868	2.506389	4.868	2.208941	4.868	2.215177	
4.869	2.210428	4.869	2.203155	4.869	2.29982	4.869	2.506885	4.869	2.210204	4.869	2.215413	
4.87	2.2106	4.87	2.20249	4.87	2.298485	4.87	2.507721	4.87	2.210976	4.871	2.215838	
4.872	2.210188	4.872	2.202137	4.872	2.29795	4.872	2.507741	4.872	2.210471	4.872	2.21538	
4.873	2.20977	4.873	2.202125	4.873	2.298172	4.873	2.507246	4.873	2.209239	4.873	2.215963	
4.874	2.209491	4.874	2.202226	4.874	2.298261	4.874	2.506859	4.874	2.208908	4.875	2.216725	
4.876	2.208782	4.876	2.202511	4.876	2.297481	4.876	2.506419	4.876	2.209007	4.876	2.2172	
4.877	2.209472	4.877	2.202227	4.877	2.297116	4.877	2.50616	4.877	2.208627	4.877	2.216878	
4.878	2.209069	4.878	2.201437	4.878	2.296878	4.878	2.5055	4.878	2.208097	4.878	2.216941	
4.88	2.208466	4.88	2.200464	4.88	2.296567	4.88	2.505003	4.88	2.208501	4.88	2.21601	
4.881	2.20887	4.881	2.200103	4.881	2.29675	4.881	2.504737	4.881	2.209301	4.881	2.215007	
4.882	2.209622	4.882	2.199806	4.882	2.297786	4.882	2.504915	4.882	2.208309	4.882	2.214021	
4.884	2.209675	4.884	2.199224	4.884	2.29795	4.884	2.505153	4.884	2.208208	4.884	2.214769	
4.885	2.209235	4.885	2.199461	4.885	2.297976	4.885	2.505378	4.885	2.207249	4.885	2.215969	
4.886	2.210449	4.886	2.199719	4.886	2.297872	4.886	2.505373	4.886	2.206849	4.886	2.21677	
4.888	2.210176	4.888	2.1996	4.888	2.299129	4.888	2.505509	4.888	2.206993	4.888	2.216657	
4.889	2.210755	4.889	2.200112	4.889	2.30071	4.889	2.50664	4.889	2.207332	4.889	2.216404	
4.89	2.210673	4.89	2.200262	4.89	2.300852	4.89	2.507593	4.89	2.206521	4.89	2.215445	
4.892	2.210307	4.892	2.200409	4.892	2.300689	4.892	2.507681	4.892	2.205557	4.892	2.214798	
4.893	2.210371	4.893	2.199621	4.893	2.300695	4.893	2.507508	4.893	2.205444	4.893	2.215234	
4.894	2.210138	4.894	2.199446	4.894	2.299883	4.894	2.50713	4.894	2.206057	4.894	2.215514	
4.896	2.209625	4.896	2.19889	4.896	2.298963	4.896	2.506483	4.896	2.206681	4.896	2.216184	
4.897	2.208434	4.897	2.198229	4.897	2.298907	4.897	2.506098	4.897	2.207204	4.897	2.21627	
4.898	2.208022	4.898	2.197788	4.898	2.299304	4.898	2.505771	4.898	2.207833	4.898	2.216204	
4.9	2.207439	4.9	2.197599	4.9	2.299422	4.9	2.505687	4.9	2.207646	4.9	2.217255	
4.901	2.207597	4.901	2.197822	4.901	2.299379	4.901	2.506302	4.901	2.207126	4.901	2.218011	
4.902	2.207958	4.902	2.197626	4.902	2.299924	4.902	2.506245	4.902	2.207801	4.902	2.217474	
4.904	2.208236	4.904	2.196383	4.904	2.299672	4.904	2.506291	4.904	2.207348	4.904	2.216916	
4.905	2.208341	4.905	2.195168	4.905	2.298682	4.905	2.506078	4.905	2.207492	4.905	2.216609	
4.906	2.207915	4.906	2.19413	4.906	2.298442	4.906	2.506308	4.906	2.208695	4.906	2.216709	
4.908	2.207658	4.908	2.193622	4.908	2.298486	4.908	2.507131	4.908	2.20853	4.908	2.216576	
4.909	2.207691	4.909	2.193562	4.909	2.297784	4.909	2.507067	4.909	2.208221	4.909	2.215853	
4.91	2.20801	4.91	2.193019	4.91	2.297447	4.91	2.506823	4.91	2.207769	4.91	2.215918	
4.912	2.208158	4.912	2.192341	4.912	2.297321	4.912	2.507222	4.912	2.207216	4.912	2.216524	
4.913	2.208318	4.913	2.192052	4.913	2.297926	4.913	2.507182	4.913	2.207533	4.913	2.216497	
4.914	2.208372	4.914	2.192449	4.914	2.298299	4.914	2.506849	4.914	2.208231	4.914	2.216634	
4.916	2.208344	4.915	2.192471	4.916	2.298957	4.916	2.506985	4.916	2.208605	4.916	2.216737	
4.917	2.208653	4.917	2.192167	4.917	2.298493	4.917	2.507531	4.917	2.20891	4.917	2.217681	
4.918	2.208777	4.918	2.192033	4.918	2.297907	4.918	2.507444	4.918	2.208538	4.918	2.217592	
4.92	2.209558	4.919	2.191586	4.92	2.297073	4.92	2.50715	4.92	2.208404	4.92	2.21748	
4.921	2.209709	4.921	2.19146	4.921	2.296418	4.921	2.506673	4.921	2.208224	4.921	2.218191	
4.922	2.209555	4.922	2.190985	4.922	2.295666	4.922	2.506279	4.922	2.208015	4.922	2.218547	
4.924	2.209598	4.923	2.190489	4.924	2.295602	4.924	2.50605	4.924	2.208546	4.924	2.218279	
4.925	2.20947	4.925	2.19045	4.925	2.295981	4.925	2.506349	4.925	2.209009	4.925	2.217701	
4.926	2.208964	4.926	2.190386	4.926	2.295442	4.926	2.506769	4.926	2.209169	4.926	2.217736	
4.928	2.208647	4.927	2.190638	4.928	2.294971	4.928	2.506128	4.928	2.208302	4.928	2.217655	
4.929	2.208069	4.929	2.190953	4.929	2.295445	4.929	2.505989	4.929	2.208241	4.929	2.218328	
4.93	2.207711	4.93	2.19098	4.93	2.296419	4.93	2.506212	4.93	2.208315	4.93	2.218101	
4.932	2.206943	4.931	2.191283	4.932	2.29645	4.932	2.506933	4.932	2.208555	4.932	2.217821	
4.933	2.207435	4.933	2.191265	4.933	2.295842	4.933	2.507177	4.933	2.208983	4.933	2.217853	
4.934	2.207525	4.934	2.19137	4.934	2.295181	4.934	2.507535	4.934	2.208815	4.934	2.217821	
4.936	2.207493	4.935	2.191618	4.936	2.295238	4.936	2.507807	4.936	2.207502	4.936	2.218159	
4.937	2.207405	4.937	2.192141	4.937	2.295662	4.937	2.507263	4.937	2.207295	4.937	2.218374	
4.938	2.206912	4.938	2.192355	4.938	2.296332	4.938	2.506995	4.938	2.207892	4.938	2.219296	
4.94	2.207293	4.939	2.191787	4.94	2.297233	4.94	2.507366	4.94	2.208816	4.94	2.219095	
4.941	2.207541	4.941	2.191156	4.941	2.297871	4.941	2.508098	4.941	2.209373	4.941	2.217796	
4.942	2.208705	4.942	2.190735	4.942	2.298559	4.942	2.508444	4.942	2.210159	4.942	2.216899	
4.944	2.20869	4.943	2.191068	4.944	2.299233	4.944	2.508468	4.944	2.21098	4.944	2.217459	
4.945	2.209162	4.945	2.19167	4.945	2.299773	4.945	2.50835	4.945	2.211439	4.945	2.217052	
4.946	2.209396	4.946	2.192421	4.946	2.300204	4.946	2.50845	4.946	2.211385	4.946	2.217872	
4.948	2.208791	4.947	2.193093	4.948	2.300312	4.948	2.509243	4.948	2.211282	4.948	2.218734	
4.949	2.207601	4.949	2.193224	4.949	2.299464	4.949	2.510107	4.949	2.211713	4.949	2.219818	
4.95	2.207392	4.95	2.193419	4.95	2.299472	4.95	2.509998	4.95	2.211858	4.95	2.2199	
4.952	2.207544	4.951	2.193015	4.952	2.299937	4.952	2.509158	4.952	2.211858	4.952	2.218889	
4.953	2.207322	4.953	2.192546	4.953	2.300211	4.953	2.508645	4.953	2.21223	4.953	2.218378	
4.954	2.207389	4.954	2.192386	4.954	2.299616	4.954	2.508848	4.954	2.21233	4.954	2.218721	
4.956	2.206908	4.955	2.19161	4.956	2.298856	4.956	2.508739	4.956	2.212343	4.956	2.219047	
4.957	2.206434	4.957	2.190328	4.957	2.298042	4.957	2.508824	4.957	2.213077	4.957	2.219806	
4.958	2.20619	4.958	2.18992	4.958	2.297065	4.958	2.508912	4.958	2.213722	4.958	2.220163	
4.96	2.205487	4.959	2.190563	4.96	2.296914	4.96	2.508883	4.96	2.213855	4.96	2.220166	
4.961	2.205724	4.961	2.190801	4.961	2.297989	4.961	2.508638	4.961	2.214354	4.961	2.220789	
4.962	2.205884	4.962	2.190443	4.962	2.298978	4.962	2.508578	4.962	2.214841	4.962	2.220666	
4.964	2.205468	4.963	2.19043	4.964	2.29914	4.964	2.5089	4.964	2.215028	4.964	2.220629	
4.965	2.205313	4.965	2.19077	4.965	2.299173	4.965	2.508844	4.965	2.214911	4.965	2.220935	
4.966	2.205665	4.966	2.191108	4.966	2.2988	4.966	2.509033	4.966	2.215299	4.966	2.220678	
4.968	2.205819	4.967	2.191371	4.968	2.29861	4.968	2.509631	4.968	2.215958	4.968	2.22026	
4.969	2.206175	4.969	2.191775	4.969	2.298042	4.969	2.51016	4.969	2.215379	4.969	2.221088	
4.97	2.206165	4.97	2.192558	4.97	2.297766	4.97	2.510297	4.97	2.215261	4.97	2.221675	
4.972	2.205338	4.971	2.192915	4.972	2.298392	4.972	2.51066	4.972	2.215011	4.972	2.221651	
4.973	2.205301	4.973	2.193657	4.973	2.298938	4.973	2.510905	4.973	2.214605	4.973	2.221502	
4.974	2.205353	4.974	2.194241	4.974	2.299375	4.974	2.510956	4.974	2.214433	4.974	2.2209	
4.976	2.205211	4.975	2.194262	4.976	2.300074	4.976	2.510983	4.976	2.213981	4.976	2.220697	
4.977	2.204942	4.977	2.194465	4.977	2.300148	4.977	2.510122	4.977	2.214261	4.977	2.220502	
4.978	2.204641	4.978	2.193941	4.978	2.300202	4.978	2.509082	4.978	2.214578	4.978	2.219759	
4.98	2.204785	4.979	2.192613	4.98	2.300266	4.98	2.509002	4.98	2.214228	4.98	2.220136	
4.981	2.20436	4.981	2.192164	4.981	2.299629	4.981	2.509195	4.981	2.213544	4.981	2.220315	
4.982	2.203696	4.982	2.192034	4.982	2.299566	4.982	2.508625	4.982	2.213241	4.982	2.22025	
4.983	2.203513	4.983	2.191551	4.984	2.300162	4.984	2.508556	4.984	2.213398	4.984	2.219898	
4.985	2.203642	4.985	2.191485	4.985	2.300801	4.985	2.509319	4.985	2.21346	4.985	2.219656	
4.986	2.202676	4.986	2.191583	4.986	2.301698	4.986	2.509525	4.986	2.212734	4.986	2.219877	
4.987	2.202309	4.987	2.191466	4.988	2.303058	4.988	2.509569	4.988	2.212215	4.988	2.219	
4.989	2.202286	4.989	2.191454	4.989	2.304082	4.989	2.509832	4.989	2.212527	4.989	2.218015	
4.99	2.202216	4.99	2.191278	4.99	2.304642	4.99	2.510019	4.99	2.212577	4.99	2.21788	
4.991	2.202097	4.991	2.191458	4.992	2.304632	4.992	2.510167	4.992	2.212575	4.992	2.218922	
4.993	2.201705	4.993	2.191804	4.993	2.305162	4.993	2.50989	4.993	2.213754	4.993	2.219558	
4.994	2.201171	4.994	2.191885	4.994	2.30557	4.994	2.510239	4.994	2.214772	4.994	2.219322	
4.995	2.201293	4.995	2.191926	4.996	2.30526	4.996	2.511106	4.996	2.214752	4.996	2.21883	
4.997	2.201088	4.997	2.191664	4.997	2.304873	4.997	2.511875	4.997	2.21402	4.997	2.219198	
4.998	2.20104	4.998	2.190828	4.998	2.304414	4.998	2.512168	4.998	2.212878	4.998	2.219441	
4.999	2.200803	4.999	2.190011	5	2.304686	5	2.512015	5	2.21181	5	2.219877	
5.001	2.200441	5.001	2.189754	5.001	2.305266	5.001	2.511396	5.001	2.211427	5.001	2.220038	
5.002	2.200082	5.002	2.189803	5.002	2.305076	5.002	2.511227	5.002	2.211518	5.002	2.219495	
5.003	2.199702	5.003	2.189408	5.004	2.305156	5.004	2.511799	5.004	2.211514	5.004	2.219211	
5.005	2.199545	5.005	2.189095	5.005	2.305335	5.005	2.511775	5.005	2.211563	5.005	2.219303	
5.006	2.199259	5.006	2.188905	5.006	2.304826	5.006	2.511815	5.006	2.211249	5.006	2.219977	
5.007	2.198787	5.007	2.188828	5.008	2.304232	5.008	2.511405	5.007	2.210983	5.008	2.22052	
5.009	2.198468	5.009	2.18935	5.009	2.303884	5.009	2.510524	5.009	2.210659	5.009	2.220672	
5.01	2.197977	5.01	2.189137	5.01	2.303977	5.01	2.509918	5.01	2.209887	5.01	2.220793	
5.011	2.197457	5.011	2.18927	5.012	2.303735	5.011	2.509563	5.011	2.20952	5.012	2.221813	
5.013	2.197169	5.013	2.189701	5.013	2.303268	5.013	2.509434	5.013	2.209294	5.013	2.222692	
5.014	2.197496	5.014	2.189529	5.014	2.302869	5.014	2.509145	5.014	2.209342	5.014	2.222591	
5.015	2.198331	5.015	2.189607	5.015	2.302475	5.015	2.508659	5.015	2.209885	5.016	2.222054	
5.017	2.198641	5.017	2.189642	5.017	2.302257	5.017	2.508456	5.017	2.210259	5.017	2.221156	
5.018	2.198352	5.018	2.1893	5.018	2.302046	5.018	2.508972	5.018	2.210489	5.018	2.220789	
5.019	2.197833	5.019	2.188997	5.019	2.30211	5.019	2.508946	5.019	2.211034	5.019	2.220749	
5.021	2.197071	5.021	2.188614	5.021	2.301853	5.021	2.50892	5.021	2.210898	5.021	2.220259	
5.022	2.196954	5.022	2.189324	5.022	2.302162	5.022	2.50933	5.022	2.210949	5.022	2.219766	
5.023	2.197206	5.023	2.190344	5.023	2.303059	5.023	2.508646	5.023	2.211074	5.023	2.219314	
5.025	2.196878	5.025	2.191077	5.025	2.303397	5.025	2.508214	5.025	2.210644	5.025	2.219407	
5.026	2.196555	5.026	2.19104	5.026	2.303872	5.026	2.507923	5.026	2.210158	5.026	2.219744	
5.027	2.196228	5.027	2.190298	5.027	2.30397	5.027	2.508072	5.027	2.209778	5.027	2.219701	
5.029	2.19613	5.029	2.190215	5.029	2.303018	5.029	2.50847	5.029	2.209583	5.029	2.22015	
5.03	2.196999	5.03	2.190398	5.03	2.302214	5.03	2.508929	5.03	2.209308	5.03	2.220061	
5.031	2.19769	5.031	2.190274	5.031	2.301271	5.031	2.509491	5.031	2.209096	5.031	2.219946	
5.033	2.197737	5.033	2.189883	5.033	2.300911	5.033	2.509697	5.033	2.208796	5.033	2.220198	
5.034	2.197673	5.034	2.189801	5.034	2.300699	5.034	2.509598	5.034	2.208575	5.034	2.220183	
5.035	2.197314	5.035	2.18955	5.035	2.300267	5.035	2.509523	5.035	2.208804	5.035	2.219625	
5.037	2.197309	5.037	2.189003	5.037	2.300571	5.037	2.509285	5.037	2.209182	5.037	2.219197	
5.038	2.197786	5.038	2.188899	5.038	2.300173	5.038	2.50865	5.038	2.208935	5.038	2.219311	
5.039	2.19751	5.039	2.188808	5.039	2.299268	5.039	2.508133	5.039	2.208088	5.039	2.218927	
5.041	2.19724	5.041	2.188903	5.041	2.298668	5.041	2.507957	5.041	2.207616	5.041	2.21909	
5.042	2.197554	5.042	2.189364	5.042	2.298195	5.042	2.508255	5.042	2.208016	5.042	2.218934	
5.043	2.197748	5.043	2.189197	5.043	2.298624	5.043	2.509077	5.043	2.209109	5.043	2.219224	
5.045	2.197921	5.045	2.189663	5.045	2.299199	5.045	2.509412	5.045	2.209661	5.045	2.21915	
5.046	2.198088	5.046	2.191095	5.046	2.298906	5.046	2.509804	5.046	2.209707	5.046	2.218682	
5.047	2.198449	5.047	2.191479	5.047	2.29902	5.047	2.510257	5.047	2.209407	5.047	2.218793	
5.049	2.198418	5.049	2.191231	5.049	2.299654	5.049	2.510824	5.049	2.208749	5.049	2.218691	
5.05	2.198012	5.05	2.192026	5.05	2.29992	5.05	2.511325	5.05	2.208426	5.05	2.218322	
5.051	2.197625	5.051	2.191959	5.051	2.300088	5.051	2.511156	5.051	2.208792	5.051	2.218254	
5.053	2.197692	5.053	2.192057	5.053	2.30002	5.053	2.510884	5.053	2.209873	5.053	2.218258	
5.054	2.198102	5.054	2.192537	5.054	2.299205	5.054	2.510767	5.054	2.21136	5.054	2.218809	
5.055	2.198365	5.055	2.19237	5.055	2.298558	5.055	2.510888	5.055	2.211837	5.055	2.21932	
5.057	2.19841	5.056	2.192806	5.057	2.298067	5.057	2.51093	5.057	2.211589	5.057	2.21927	
5.058	2.198026	5.058	2.192893	5.058	2.297821	5.058	2.510721	5.058	2.211197	5.058	2.219123	
5.059	2.197716	5.059	2.193	5.059	2.297731	5.059	2.510715	5.059	2.2099	5.059	2.21909	
5.061	2.197926	5.06	2.192789	5.061	2.297753	5.061	2.5109	5.061	2.208696	5.061	2.219183	
5.062	2.197355	5.062	2.192319	5.062	2.298254	5.062	2.511261	5.062	2.208652	5.062	2.219208	
5.063	2.196743	5.063	2.19208	5.063	2.29852	5.063	2.510945	5.063	2.20859	5.063	2.218926	
5.065	2.19708	5.064	2.192713	5.065	2.299713	5.065	2.510559	5.065	2.208942	5.065	2.218951	
5.066	2.197207	5.066	2.193434	5.066	2.300547	5.066	2.509968	5.066	2.20918	5.066	2.218611	
5.067	2.197941	5.067	2.193332	5.067	2.300353	5.067	2.509775	5.067	2.209101	5.067	2.217542	
5.069	2.198308	5.068	2.192734	5.069	2.300567	5.069	2.50974	5.069	2.209548	5.069	2.217034	
5.07	2.198286	5.07	2.192327	5.07	2.300261	5.07	2.509404	5.07	2.209786	5.07	2.217088	
5.071	2.19813	5.071	2.192894	5.071	2.299703	5.071	2.509794	5.071	2.209733	5.071	2.21694	
5.073	2.198115	5.072	2.192799	5.073	2.300098	5.073	2.509618	5.073	2.210063	5.073	2.216507	
5.074	2.198067	5.074	2.192408	5.074	2.301097	5.074	2.509587	5.074	2.210176	5.074	2.216024	
5.075	2.197961	5.075	2.191797	5.075	2.301932	5.075	2.510486	5.075	2.210075	5.075	2.215498	
5.077	2.198117	5.076	2.192397	5.077	2.30189	5.077	2.510803	5.077	2.210101	5.077	2.215048	
5.078	2.198838	5.078	2.192854	5.078	2.301702	5.078	2.511259	5.078	2.210393	5.078	2.213777	
5.079	2.1994	5.079	2.19243	5.079	2.302315	5.079	2.511866	5.079	2.211073	5.079	2.211956	
