Chrom.1 (5)		Chrom.1		Chrom.1 (1)		Chrom.1 (2)		Chrom.1 (3)		Chrom.1 (4)		
UV		UV		UV		UV		UV		UV		
ml	mAU	ml	mAU	ml	mAU	ml	mAU	ml	mAU	ml	mAU	
10.935	0.140103	10.935	2.581733	10.935	1.251817	10.935	0.4624203	10.935	0.8558742	10.935	0.1686757	
10.936	0.1394406	10.936	2.575361	10.936	1.248297	10.936	0.4616719	10.936	0.8544666	10.936	0.1689262	
10.938	0.1392922	10.938	2.569265	10.937	1.24435	10.937	0.4606881	10.938	0.8531426	10.938	0.1689675	
10.939	0.1393996	10.939	2.563295	10.939	1.240667	10.939	0.459313	10.939	0.8512217	10.939	0.1692252	
10.94	0.139586	10.94	2.557545	10.94	1.237529	10.94	0.4582207	10.94	0.8494424	10.94	0.1693672	
10.942	0.1399726	10.942	2.552074	10.941	1.234204	10.941	0.4575545	10.942	0.848281	10.942	0.1689112	
10.943	0.1405247	10.943	2.546094	10.943	1.231567	10.943	0.4571919	10.943	0.846797	10.943	0.168877	
10.944	0.1408836	10.944	2.540197	10.944	1.229148	10.944	0.4566337	10.944	0.8447927	10.944	0.1687531	
10.946	0.1404282	10.945	2.535092	10.945	1.226127	10.945	0.4560806	10.946	0.8428323	10.946	0.1689238	
10.947	0.1406061	10.947	2.529267	10.947	1.222771	10.947	0.4557252	10.947	0.8410052	10.947	0.1691607	
10.948	0.1410535	10.948	2.523362	10.948	1.219729	10.948	0.4556484	10.948	0.8384918	10.948	0.1695352	
10.95	0.1411081	10.949	2.517849	10.949	1.217124	10.949	0.4554014	10.95	0.8360526	10.95	0.1696574	
10.951	0.1409594	10.951	2.511886	10.951	1.214031	10.951	0.4547001	10.951	0.8343798	10.951	0.1694442	
10.952	0.1403777	10.952	2.505155	10.952	1.211537	10.952	0.4538482	10.952	0.8328067	10.952	0.1698726	
10.954	0.1402158	10.953	2.499024	10.953	1.209156	10.953	0.453064	10.954	0.8316683	10.954	0.1700378	
10.955	0.1402854	10.955	2.493675	10.955	1.206697	10.955	0.4525478	10.955	0.8297017	10.955	0.1697071	
10.956	0.1406578	10.956	2.487972	10.956	1.204548	10.956	0.4524033	10.956	0.8269616	10.956	0.1693086	
10.958	0.1409617	10.957	2.482683	10.957	1.201551	10.957	0.4524524	10.958	0.8246943	10.958	0.1695551	
10.959	0.1409791	10.959	2.477495	10.959	1.198176	10.959	0.4516912	10.959	0.8227465	10.959	0.169908	
10.96	0.1407218	10.96	2.472734	10.96	1.195197	10.96	0.4510423	10.96	0.8209165	10.96	0.1702382	
10.962	0.1396506	10.961	2.467894	10.961	1.191614	10.961	0.4506199	10.962	0.8189271	10.962	0.1704238	
10.963	0.1391561	10.963	2.462171	10.963	1.188127	10.963	0.4498649	10.963	0.8170944	10.963	0.1702784	
10.964	0.1392739	10.964	2.456762	10.964	1.184983	10.964	0.4492634	10.964	0.8147963	10.964	0.1707513	
10.966	0.1395224	10.965	2.451624	10.965	1.182193	10.965	0.4482835	10.966	0.8133126	10.966	0.171343	
10.967	0.1393927	10.967	2.446792	10.967	1.179804	10.967	0.4473343	10.967	0.8122493	10.967	0.1714672	
10.968	0.1397128	10.968	2.441952	10.968	1.177288	10.968	0.4465547	10.968	0.8111556	10.968	0.1719705	
10.97	0.140192	10.969	2.436481	10.969	1.175224	10.969	0.4459271	10.97	0.8097712	10.97	0.1727365	
10.971	0.1403837	10.971	2.430832	10.971	1.172955	10.971	0.4454983	10.971	0.8077724	10.971	0.1731849	
10.972	0.1403461	10.972	2.425546	10.972	1.170198	10.972	0.4454676	10.972	0.8061751	10.972	0.1730374	
10.974	0.13978	10.973	2.420773	10.973	1.167439	10.973	0.4456677	10.974	0.8045977	10.974	0.1726252	
10.975	0.1392125	10.975	2.415873	10.975	1.164753	10.975	0.4453973	10.975	0.8024859	10.975	0.1722622	
10.976	0.139119	10.976	2.410563	10.976	1.161935	10.976	0.4451089	10.976	0.8003918	10.976	0.1723583	
10.978	0.1387363	10.977	2.405516	10.977	1.158798	10.977	0.4451863	10.978	0.7991491	10.978	0.1728116	
10.979	0.138467	10.979	2.400281	10.979	1.15608	10.979	0.4449717	10.979	0.7977762	10.979	0.1734101	
10.98	0.1388447	10.98	2.395125	10.98	1.153642	10.98	0.4446575	10.98	0.7953231	10.98	0.1745388	
10.982	0.1390885	10.981	2.390223	10.981	1.150465	10.981	0.4447315	10.982	0.7931665	10.982	0.1748259	
10.983	0.1394009	10.983	2.386209	10.983	1.146698	10.983	0.4447486	10.983	0.7915124	10.983	0.1753114	
10.984	0.1400096	10.984	2.382269	10.984	1.143744	10.984	0.4445111	10.984	0.7901342	10.984	0.1762187	
10.986	0.1400119	10.985	2.377655	10.985	1.141195	10.985	0.4438678	10.986	0.7885131	10.986	0.1767556	
10.987	0.1401825	10.987	2.372913	10.987	1.138041	10.987	0.4436107	10.987	0.7874855	10.987	0.1771391	
10.988	0.1412984	10.988	2.368516	10.988	1.134834	10.988	0.4435881	10.988	0.7868005	10.988	0.1772256	
10.99	0.1417149	10.989	2.363628	10.989	1.13194	10.989	0.443146	10.99	0.7857502	10.99	0.1766745	
10.991	0.1411065	10.991	2.358484	10.991	1.129503	10.991	0.4424389	10.991	0.7840872	10.991	0.1760788	
10.992	0.1411425	10.992	2.354392	10.992	1.126825	10.992	0.4417471	10.992	0.7822821	10.992	0.1762568	
10.993	0.1414343	10.993	2.350406	10.993	1.124022	10.993	0.4411519	10.993	0.7806999	10.993	0.1765012	
10.995	0.1413771	10.995	2.34565	10.995	1.121838	10.995	0.4400057	10.995	0.7787763	10.995	0.1769772	
10.996	0.1412832	10.996	2.340933	10.996	1.11966	10.996	0.4391845	10.996	0.7773354	10.996	0.1780311	
10.997	0.1421121	10.997	2.336344	10.997	1.11752	10.997	0.4381057	10.997	0.7761481	10.997	0.1794643	
10.999	0.1435041	10.999	2.331518	10.999	1.116044	10.999	0.4364297	10.999	0.7745485	10.999	0.1800009	
11	0.143802	11	2.326785	11	1.114103	11	0.4347607	11	0.7730341	11	0.1795225	
11.001	0.1442627	11.001	2.322618	11.001	1.111102	11.001	0.4341739	11.001	0.7718289	11.001	0.1790563	
11.003	0.1451118	11.003	2.318075	11.003	1.108513	11.003	0.4338733	11.003	0.7709275	11.003	0.1788594	
11.004	0.1457185	11.004	2.313225	11.004	1.106315	11.004	0.4333842	11.004	0.7702922	11.004	0.1789729	
11.005	0.1464685	11.005	2.308861	11.005	1.104188	11.005	0.4332478	11.005	0.7690925	11.005	0.17913	
11.007	0.1471955	11.007	2.305089	11.007	1.10171	11.007	0.4327174	11.007	0.7678487	11.007	0.1794736	
11.008	0.1476334	11.008	2.301435	11.008	1.099275	11.008	0.4321999	11.008	0.7663592	11.008	0.180138	
11.009	0.1477093	11.009	2.297177	11.009	1.096029	11.009	0.4312718	11.009	0.7644464	11.009	0.1804131	
11.011	0.147635	11.011	2.293168	11.011	1.092571	11.011	0.42983	11.011	0.7628186	11.011	0.1804399	
11.012	0.1477427	11.012	2.288546	11.012	1.089474	11.012	0.4286886	11.012	0.7613032	11.012	0.1808797	
11.013	0.1478928	11.013	2.283166	11.013	1.087129	11.013	0.4284635	11.013	0.7603486	11.013	0.1812416	
11.015	0.1476514	11.015	2.279148	11.015	1.085041	11.015	0.4277139	11.015	0.7588924	11.015	0.1813194	
11.016	0.147557	11.016	2.275069	11.016	1.081994	11.016	0.4270014	11.016	0.7577771	11.016	0.1809245	
11.017	0.1482027	11.017	2.271308	11.017	1.07928	11.017	0.4268555	11.017	0.7570462	11.017	0.1810424	
11.019	0.1487541	11.019	2.267954	11.019	1.07629	11.019	0.4258715	11.019	0.7559633	11.019	0.1811582	
11.02	0.1487358	11.02	2.263985	11.02	1.073949	11.02	0.4246918	11.02	0.7541206	11.02	0.1807945	
11.021	0.1485306	11.021	2.260171	11.021	1.07188	11.021	0.4236445	11.021	0.7523702	11.021	0.1806715	
11.023	0.1483722	11.023	2.256535	11.023	1.068991	11.023	0.4223377	11.023	0.751416	11.023	0.1804198	
11.024	0.148514	11.024	2.252569	11.024	1.065807	11.024	0.4208985	11.024	0.7494966	11.024	0.1798231	
11.025	0.1489902	11.025	2.248389	11.025	1.063082	11.025	0.420186	11.025	0.7478541	11.025	0.1794734	
11.027	0.1495958	11.027	2.24398	11.027	1.060309	11.027	0.4196364	11.027	0.7462536	11.027	0.1796726	
11.028	0.1505585	11.028	2.239841	11.028	1.058333	11.028	0.4186195	11.028	0.7452903	11.028	0.1799736	
11.029	0.1516836	11.029	2.236619	11.029	1.056258	11.029	0.4182743	11.029	0.7441209	11.029	0.180001	
11.031	0.1516199	11.031	2.233422	11.031	1.053555	11.031	0.4175752	11.031	0.7435846	11.031	0.1797622	
11.032	0.1514144	11.032	2.229424	11.032	1.051792	11.032	0.4170661	11.032	0.7423992	11.032	0.1803509	
11.033	0.1521031	11.033	2.224813	11.033	1.049694	11.033	0.4170097	11.033	0.7403761	11.033	0.1814017	
11.035	0.1521817	11.035	2.220822	11.035	1.047619	11.035	0.416351	11.035	0.7383827	11.035	0.181297	
11.036	0.1519886	11.036	2.21749	11.036	1.044977	11.036	0.4157872	11.036	0.7367655	11.036	0.1809999	
11.037	0.1528156	11.037	2.214034	11.037	1.042126	11.037	0.4158077	11.037	0.7352685	11.037	0.1819743	
11.039	0.153391	11.039	2.210098	11.039	1.039391	11.039	0.4151646	11.039	0.7337929	11.039	0.1833807	
11.04	0.1543756	11.04	2.206374	11.04	1.036694	11.04	0.4143682	11.04	0.732478	11.04	0.1838858	
11.041	0.154582	11.041	2.20261	11.041	1.03444	11.041	0.4138417	11.041	0.7314132	11.041	0.1841454	
11.043	0.1543958	11.043	2.198612	11.043	1.032143	11.043	0.4129372	11.043	0.7306005	11.043	0.1841572	
11.044	0.1543934	11.044	2.194694	11.044	1.029757	11.044	0.4125652	11.044	0.729697	11.044	0.1841845	
11.045	0.1544993	11.045	2.190829	11.045	1.02742	11.045	0.4122551	11.045	0.7284831	11.045	0.1845999	
11.047	0.1540958	11.047	2.187287	11.047	1.024689	11.047	0.411279	11.047	0.7276441	11.047	0.1836409	
11.048	0.1533562	11.048	2.18399	11.048	1.022465	11.048	0.4102028	11.048	0.7266034	11.048	0.1833147	
11.049	0.1532092	11.049	2.180126	11.049	1.020858	11.049	0.4096331	11.049	0.7252001	11.049	0.1829966	
11.051	0.1531134	11.051	2.17644	11.051	1.018716	11.05	0.4083535	11.051	0.7238515	11.051	0.182342	
11.052	0.1531508	11.052	2.173337	11.052	1.016965	11.052	0.4076397	11.052	0.7228947	11.052	0.1819507	
11.053	0.1534205	11.053	2.169633	11.053	1.014584	11.053	0.4069331	11.053	0.7214707	11.053	0.1824073	
11.055	0.1526352	11.055	2.165426	11.055	1.012519	11.054	0.4064718	11.055	0.7201607	11.055	0.1830034	
11.056	0.1523467	11.056	2.161951	11.056	1.010704	11.056	0.4062224	11.056	0.7188888	11.056	0.1832434	
11.057	0.1532815	11.057	2.158511	11.057	1.008739	11.057	0.4056306	11.057	0.7178406	11.057	0.1840622	
11.059	0.1533337	11.059	2.15385	11.059	1.006323	11.058	0.4050359	11.059	0.7170011	11.059	0.184682	
11.06	0.1535953	11.06	2.14984	11.06	1.00363	11.06	0.4049458	11.06	0.7154769	11.06	0.1853177	
11.061	0.1540414	11.061	2.146529	11.061	1.000639	11.061	0.4043201	11.061	0.7143627	11.061	0.1852223	
11.063	0.1542464	11.063	2.143069	11.063	0.9980826	11.062	0.4031141	11.063	0.7125853	11.063	0.1846036	
11.064	0.1541598	11.064	2.139367	11.064	0.9964193	11.064	0.402392	11.064	0.7103462	11.064	0.1837786	
11.065	0.1539012	11.065	2.135168	11.065	0.9940787	11.065	0.4022047	11.065	0.7087062	11.065	0.1835726	
11.067	0.1542618	11.067	2.131213	11.067	0.9916169	11.066	0.4025553	11.067	0.7072626	11.067	0.1840931	
11.068	0.1543242	11.068	2.128352	11.068	0.9894769	11.068	0.4017691	11.068	0.7052882	11.068	0.1843492	
11.069	0.1534367	11.069	2.125086	11.069	0.9877714	11.069	0.4016417	11.069	0.703131	11.069	0.183538	
11.071	0.1527005	11.071	2.121408	11.071	0.9854339	11.07	0.4011894	11.071	0.7013391	11.071	0.1832406	
11.072	0.1523898	11.072	2.118218	11.072	0.9830076	11.072	0.3999407	11.072	0.6996549	11.072	0.1829828	
11.073	0.1523027	11.073	2.11485	11.073	0.9806387	11.073	0.3993717	11.073	0.6986466	11.073	0.1825925	
11.075	0.1521087	11.075	2.111503	11.075	0.9786163	11.074	0.3992183	11.075	0.6969412	11.075	0.1814912	
11.076	0.1525079	11.076	2.108556	11.076	0.9771993	11.076	0.3987873	11.076	0.6961034	11.076	0.1811584	
11.077	0.1528641	11.077	2.105367	11.077	0.9751625	11.077	0.398799	11.077	0.6954756	11.077	0.1820017	
11.079	0.1530958	11.079	2.101564	11.078	0.9731028	11.078	0.3981656	11.079	0.6948079	11.079	0.1817938	
11.08	0.1539064	11.08	2.098363	11.08	0.9717214	11.08	0.396513	11.08	0.6931387	11.08	0.1818357	
11.081	0.1543153	11.081	2.095345	11.081	0.9701259	11.081	0.3954784	11.081	0.6922013	11.081	0.1828118	
11.083	0.1543768	11.083	2.091536	11.082	0.9683734	11.082	0.3949658	11.083	0.6911882	11.083	0.1829877	
11.084	0.1545109	11.084	2.088646	11.084	0.9664043	11.084	0.394177	11.084	0.6894212	11.084	0.1828398	
11.085	0.1548446	11.085	2.085426	11.085	0.9648708	11.085	0.3935976	11.085	0.6884115	11.085	0.1827869	
11.087	0.1556142	11.086	2.082139	11.086	0.9632193	11.086	0.3932661	11.087	0.6869199	11.087	0.1828772	
11.088	0.1561968	11.088	2.078892	11.088	0.9607697	11.088	0.3928249	11.088	0.6858446	11.088	0.1838503	
11.089	0.1566979	11.089	2.076293	11.089	0.9585344	11.089	0.392431	11.089	0.6848903	11.089	0.1837969	
11.091	0.1573684	11.09	2.07339	11.09	0.9564307	11.09	0.3922145	11.091	0.6838557	11.091	0.1838801	
11.092	0.1574447	11.092	2.070472	11.092	0.9550242	11.092	0.3918573	11.092	0.6824476	11.092	0.1840665	
11.093	0.1570935	11.093	2.067597	11.093	0.953826	11.093	0.3913049	11.093	0.681473	11.093	0.1840751	
11.095	0.1573044	11.094	2.06427	11.094	0.9520578	11.094	0.3911065	11.095	0.6800104	11.095	0.1846019	
11.096	0.1575942	11.096	2.060793	11.096	0.949264	11.096	0.390536	11.096	0.6787177	11.096	0.184835	
11.097	0.1581067	11.097	2.057638	11.097	0.9477884	11.097	0.3904032	11.097	0.6774638	11.097	0.1843065	
11.099	0.1580864	11.098	2.055239	11.098	0.9457943	11.098	0.3905214	11.099	0.6766596	11.099	0.1835332	
11.1	0.157803	11.1	2.053317	11.1	0.9432063	11.1	0.3892615	11.1	0.6759375	11.1	0.1833566	
11.101	0.1583475	11.101	2.050908	11.101	0.9409591	11.101	0.3883776	11.101	0.6746495	11.101	0.1838736	
11.103	0.1589741	11.102	2.047702	11.102	0.9389798	11.102	0.387658	11.103	0.6729022	11.103	0.1838883	
11.104	0.1584829	11.104	2.045162	11.104	0.9376585	11.104	0.3872935	11.104	0.6715332	11.104	0.1829351	
11.105	0.1583558	11.105	2.042938	11.105	0.9364877	11.105	0.386271	11.105	0.6704876	11.105	0.1819778	
11.107	0.1581189	11.106	2.040408	11.106	0.9348336	11.106	0.3850998	11.107	0.6692506	11.107	0.1819045	
11.108	0.1587116	11.108	2.037292	11.108	0.9322348	11.108	0.3840827	11.108	0.6674963	11.108	0.1818429	
11.109	0.1589062	11.109	2.03415	11.109	0.9298159	11.109	0.3838513	11.109	0.6661761	11.109	0.1818832	
11.111	0.1598117	11.11	2.031212	11.11	0.9282683	11.11	0.3827949	11.111	0.6643373	11.111	0.1823603	
11.112	0.1601377	11.112	2.02852	11.112	0.9274655	11.112	0.3820592	11.112	0.6630146	11.112	0.1823098	
11.113	0.1603648	11.113	2.025479	11.113	0.9261526	11.113	0.3817255	11.113	0.6619079	11.113	0.1830649	
11.115	0.1608742	11.114	2.022137	11.114	0.9248934	11.114	0.3814915	11.115	0.6607739	11.115	0.1839381	
11.116	0.1612044	11.116	2.019351	11.116	0.9230253	11.116	0.3809761	11.116	0.6594303	11.116	0.1843865	
11.117	0.1615223	11.117	2.016916	11.117	0.9203733	11.117	0.3810312	11.117	0.6584554	11.117	0.1846393	
11.119	0.1620268	11.118	2.014145	11.118	0.917635	11.118	0.3809534	11.119	0.6572731	11.119	0.1841899	
11.12	0.1620421	11.12	2.011502	11.12	0.9159864	11.12	0.3814126	11.12	0.6562926	11.12	0.1840314	
11.121	0.1622663	11.121	2.0089	11.121	0.9140261	11.121	0.3805287	11.121	0.6556771	11.121	0.1835536	
11.123	0.1621479	11.122	2.00631	11.122	0.9114928	11.122	0.3796486	11.123	0.6549706	11.123	0.1832973	
11.124	0.1617123	11.124	2.003829	11.124	0.9094768	11.124	0.3793854	11.124	0.654052	11.124	0.1825698	
11.125	0.1623918	11.125	2.001844	11.125	0.9072848	11.125	0.378314	11.125	0.6527778	11.125	0.1813875	
11.127	0.1624956	11.126	1.999416	11.126	0.906303	11.126	0.3773247	11.127	0.6521428	11.127	0.1801481	
11.128	0.1632496	11.128	1.99665	11.128	0.9051943	11.128	0.3773213	11.128	0.6511644	11.128	0.1800741	
11.129	0.1637526	11.129	1.994042	11.129	0.9043749	11.129	0.3775664	11.129	0.651659	11.129	0.1797802	
11.131	0.163535	11.13	1.992089	11.13	0.902182	11.13	0.3775421	11.131	0.650779	11.131	0.179665	
11.132	0.163258	11.132	1.990187	11.132	0.9001902	11.132	0.376642	11.132	0.6498077	11.132	0.1794166	
11.133	0.1632423	11.133	1.988758	11.133	0.8985012	11.133	0.3756732	11.133	0.6482824	11.133	0.1790923	
11.134	0.1637061	11.134	1.98647	11.134	0.8973307	11.134	0.3752203	11.135	0.6469837	11.134	0.1794775	
11.136	0.1643337	11.136	1.98393	11.136	0.8960134	11.136	0.373649	11.136	0.6460086	11.136	0.1798235	
11.137	0.1654136	11.137	1.981856	11.137	0.8946361	11.137	0.3736865	11.137	0.6438174	11.137	0.179624	
11.138	0.1662144	11.138	1.979457	11.138	0.8931504	11.138	0.3746597	11.138	0.6429278	11.138	0.1797155	
11.14	0.1667302	11.14	1.976774	11.14	0.8917941	11.14	0.3742077	11.14	0.6418743	11.14	0.1801001	
11.141	0.167832	11.141	1.974282	11.141	0.8899558	11.141	0.3723608	11.141	0.6415926	11.141	0.1809475	
11.142	0.1682974	11.142	1.971713	11.142	0.88772	11.142	0.3719508	11.142	0.640304	11.142	0.1816283	
11.144	0.1686655	11.144	1.968967	11.144	0.8860844	11.144	0.3714907	11.144	0.6383543	11.144	0.1817972	
11.145	0.1695093	11.145	1.966846	11.145	0.884998	11.145	0.3712146	11.145	0.6364892	11.145	0.1826666	
11.146	0.1696239	11.146	1.965328	11.146	0.8833886	11.146	0.3715221	11.146	0.6360346	11.146	0.1826597	
11.148	0.1693794	11.148	1.96329	11.148	0.8814457	11.148	0.3714274	11.148	0.635482	11.148	0.1825274	
11.149	0.1694521	11.149	1.960624	11.149	0.8799813	11.149	0.3710147	11.149	0.6345892	11.149	0.1834988	
11.15	0.1693123	11.15	1.958	11.15	0.879018	11.15	0.3702163	11.15	0.633284	11.15	0.1840543	
11.152	0.1691705	11.152	1.955538	11.152	0.8772565	11.152	0.3701037	11.152	0.6315734	11.152	0.1839177	
11.153	0.1689645	11.153	1.952801	11.153	0.8748035	11.153	0.3699982	11.153	0.630712	11.153	0.1853086	
11.154	0.1683874	11.154	1.950404	11.154	0.8729657	11.154	0.3697412	11.154	0.6298677	11.154	0.1849766	
11.156	0.1684341	11.156	1.947754	11.156	0.8718083	11.156	0.3700108	11.156	0.6283443	11.156	0.1850547	
11.157	0.1683747	11.157	1.944953	11.157	0.8713301	11.157	0.3697998	11.157	0.627051	11.157	0.1859705	
11.158	0.1687845	11.158	1.941837	11.158	0.8696902	11.158	0.3691587	11.158	0.6259966	11.158	0.1860468	
11.16	0.1688408	11.16	1.939354	11.16	0.8682884	11.16	0.3691841	11.16	0.6250133	11.16	0.1860262	
11.161	0.1683739	11.161	1.937549	11.161	0.8678348	11.161	0.3693531	11.161	0.6247914	11.161	0.1850713	
11.162	0.1680397	11.162	1.935222	11.162	0.8673807	11.162	0.3696037	11.162	0.6243876	11.162	0.1848054	
11.164	0.1684727	11.164	1.932612	11.164	0.8671762	11.164	0.3697868	11.164	0.6224343	11.164	0.1855504	
11.165	0.1686168	11.165	1.92894	11.165	0.8656694	11.165	0.369484	11.165	0.6209418	11.165	0.1857561	
11.166	0.1685542	11.166	1.925808	11.166	0.864271	11.166	0.3698872	11.166	0.6193572	11.166	0.1848812	
11.168	0.1686348	11.168	1.922898	11.168	0.8629712	11.168	0.3691829	11.168	0.6186052	11.168	0.1841226	
11.169	0.1679009	11.169	1.920982	11.169	0.8614867	11.169	0.3695352	11.169	0.618571	11.169	0.1845208	
11.17	0.1678359	11.17	1.918545	11.17	0.8600856	11.17	0.3690512	11.17	0.6192307	11.17	0.1848992	
11.172	0.1676741	11.172	1.915218	11.172	0.858463	11.172	0.369216	11.172	0.6190784	11.172	0.1854081	
11.173	0.1672074	11.173	1.911953	11.173	0.8572339	11.173	0.370605	11.173	0.6187764	11.173	0.185394	
11.174	0.1667913	11.174	1.90997	11.174	0.855859	11.174	0.3706891	11.174	0.6182923	11.174	0.1847848	
11.176	0.1672682	11.176	1.907994	11.176	0.854875	11.176	0.3703429	11.176	0.6179577	11.176	0.1847375	
11.177	0.16713	11.177	1.905481	11.177	0.8531823	11.177	0.3700867	11.177	0.6175012	11.177	0.1842439	
11.178	0.1671025	11.178	1.902871	11.178	0.8506953	11.178	0.3690766	11.178	0.6170848	11.178	0.1839768	
11.18	0.1677877	11.18	1.900967	11.18	0.849115	11.18	0.3685216	11.18	0.6167817	11.18	0.1832186	
11.181	0.1677558	11.181	1.899273	11.181	0.8472157	11.181	0.3683533	11.181	0.615984	11.181	0.1827197	
11.182	0.1681959	11.182	1.897377	11.182	0.8463002	11.182	0.3671888	11.182	0.6154897	11.182	0.1824899	
11.184	0.1678117	11.184	1.894934	11.184	0.8461601	11.184	0.3670543	11.184	0.6149501	11.184	0.1817848	
11.185	0.1678586	11.185	1.892544	11.185	0.8459527	11.185	0.3657755	11.185	0.6137294	11.185	0.1828082	
11.186	0.1677729	11.186	1.890016	11.186	0.8447109	11.186	0.3645884	11.186	0.6124476	11.186	0.1831647	
11.188	0.1674848	11.188	1.887971	11.188	0.8435494	11.188	0.3638694	11.188	0.6112056	11.188	0.1828314	
11.189	0.1674667	11.189	1.885281	11.189	0.843276	11.189	0.3631467	11.189	0.6105776	11.189	0.1822746	
11.19	0.1683713	11.19	1.882298	11.19	0.842145	11.19	0.3624837	11.19	0.6091766	11.19	0.1826896	
11.192	0.16694	11.192	1.8795	11.192	0.8406941	11.192	0.362105	11.192	0.6079203	11.192	0.1831844	
11.193	0.1664488	11.193	1.876778	11.193	0.8392431	11.193	0.3620933	11.193	0.6077011	11.193	0.1840511	
11.194	0.1662406	11.194	1.874811	11.194	0.8389484	11.194	0.361401	11.194	0.6073188	11.194	0.1843425	
11.196	0.1657068	11.196	1.873175	11.196	0.8365703	11.195	0.3603008	11.196	0.605534	11.196	0.1844876	
11.197	0.1660126	11.197	1.870255	11.197	0.8354861	11.197	0.3593551	11.197	0.6054137	11.197	0.1847143	
11.198	0.1667281	11.198	1.867338	11.198	0.8345874	11.198	0.3591717	11.198	0.6043593	11.198	0.1860398	
11.2	0.166254	11.2	1.864264	11.2	0.8329028	11.199	0.3595045	11.2	0.6033431	11.2	0.1857589	
11.201	0.1660731	11.201	1.861818	11.201	0.8320469	11.201	0.3595242	11.201	0.6029025	11.201	0.1856132	
11.202	0.1665225	11.202	1.859671	11.202	0.8307695	11.202	0.3598001	11.202	0.6023149	11.202	0.1856669	
11.204	0.1670759	11.204	1.857139	11.204	0.8295943	11.203	0.3588598	11.204	0.6022674	11.204	0.1864072	
11.205	0.1673411	11.205	1.854785	11.205	0.8290491	11.205	0.357374	11.205	0.6011973	11.205	0.1872634	
11.206	0.1671866	11.206	1.852085	11.206	0.827044	11.206	0.3570097	11.206	0.5999476	11.206	0.1879697	
11.208	0.1671281	11.208	1.849579	11.208	0.826658	11.207	0.3576777	11.208	0.5982803	11.208	0.1883093	
11.209	0.166387	11.209	1.847619	11.209	0.8254289	11.209	0.3580677	11.209	0.5969263	11.209	0.1881706	
11.21	0.1666663	11.21	1.846005	11.21	0.8238967	11.21	0.3581127	11.21	0.5958877	11.21	0.1878036	
11.212	0.1657236	11.212	1.843483	11.212	0.8226019	11.211	0.3576218	11.212	0.5952252	11.212	0.18663	
