   55064,   140143,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -
   36597,   140061,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -
   27573,   102791,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -
   21406,    65369,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -
   19145,    41456,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -
   17445,    28866,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -
   16117,    20625,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -
       -,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -,    83668

   54372,   143392,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -
   37209,   141713,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -
   26964,   107445,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -
   21592,    66973,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -
   19002,    41129,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -
   16976,    28716,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -
   16555,    20957,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -
       -,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -,    68191

   54410,   146860,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -
   36286,   145198,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -
   27757,   107509,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -
   21181,    68540,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -
   19346,    42045,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -
   16965,    29590,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -
   15941,    21065,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -
       -,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -,   116580

   55372,   150718,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -
   36292,   147245,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -
   27620,   108895,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -
   21224,    69791,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -
   18569,    41636,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -
   16695,    29384,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -
   16918,    21639,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -
       -,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -,   105614

   55818,   153982,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -
   36569,   146918,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -
   27929,   111649,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -
   21666,    69510,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -
   18545,    43258,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -
   16529,    29985,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -
   16454,    21434,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -
       -,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -,   116827

   54740,   156874,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -
   36549,   150893,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -
   27072,   113821,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -
   22328,    71035,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -
   18666,    43711,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -
   16561,    30634,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -
   16301,    20849,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -
       -,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -,    92755

   55951,   159035,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -
   36043,   153959,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -
