       -,        -,    80089,    72128,        -,        -,        -,        -,        -,        -,        -,        -
       -,        -,    63229,    61007,        -,        -,        -,        -,        -,        -,        -,        -
       -,        -,    50246,    48985,        -,        -,        -,        -,        -,        -,        -,        -
       -,        -,    41016,    38937,        -,        -,        -,        -,        -,        -,        -,        -
       -,        -,    35511,    36704,        -,        -,        -,        -,        -,        -,        -,        -
       -,        -,    33864,    35507,        -,        -,        -,        -,        -,        -,        -,        -
       -,        -,    35163,    33709,        -,        -,        -,        -,        -,        -,        -,        -
       -,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -,    91374

       -,        -,    80047,    72974,        -,        -,        -,        -,        -,        -,        -,        -
       -,        -,    62690,    59460,        -,        -,        -,        -,        -,        -,        -,        -
       -,        -,    50250,    48630,        -,        -,        -,        -,        -,        -,        -,        -
       -,        -,    40552,    39371,        -,        -,        -,        -,        -,        -,        -,        -
       -,        -,    35465,    37618,        -,        -,        -,        -,        -,        -,        -,        -
       -,        -,    34616,    34590,        -,        -,        -,        -,        -,        -,        -,        -
       -,        -,    34995,    33513,        -,        -,        -,        -,        -,        -,        -,        -
       -,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -,    90975

       -,        -,    80527,    73761,        -,        -,        -,        -,        -,        -,        -,        -
       -,        -,    62090,    61714,        -,        -,        -,        -,        -,        -,        -,        -
       -,        -,    50123,    48294,        -,        -,        -,        -,        -,        -,        -,        -
       -,        -,    41588,    40525,        -,        -,        -,        -,        -,        -,        -,        -
       -,        -,    35605,    36950,        -,        -,        -,        -,        -,        -,        -,        -
       -,        -,    35367,    32813,        -,        -,        -,        -,        -,        -,        -,        -
       -,        -,    34871,    33007,        -,        -,        -,        -,        -,        -,        -,        -
       -,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -,    87277

       -,        -,    78594,    72881,        -,        -,        -,        -,        -,        -,        -,        -
       -,        -,    62513,    61655,        -,        -,        -,        -,        -,        -,        -,        -
       -,        -,    49980,    49379,        -,        -,        -,        -,        -,        -,        -,        -
       -,        -,    41458,    39438,        -,        -,        -,        -,        -,        -,        -,        -
       -,        -,    35984,    36896,        -,        -,        -,        -,        -,        -,        -,        -
       -,        -,    34132,    33394,        -,        -,        -,        -,        -,        -,        -,        -
       -,        -,    34645,    33401,        -,        -,        -,        -,        -,        -,        -,        -
       -,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -,    89120

       -,        -,    79850,    73540,        -,        -,        -,        -,        -,        -,        -,        -
       -,        -,    63186,    60281,        -,        -,        -,        -,        -,        -,        -,        -
       -,        -,    51372,    50188,        -,        -,        -,        -,        -,        -,        -,        -
       -,        -,    41122,    39746,        -,        -,        -,        -,        -,        -,        -,        -
       -,        -,    36472,    35964,        -,        -,        -,        -,        -,        -,        -,        -
       -,        -,    33169,    32879,        -,        -,        -,        -,        -,        -,        -,        -
       -,        -,    34719,    33016,        -,        -,        -,        -,        -,        -,        -,        -
       -,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -,    92880

       -,        -,    79967,    72901,        -,        -,        -,        -,        -,        -,        -,        -
       -,        -,    62766,    62279,        -,        -,        -,        -,        -,        -,        -,        -
       -,        -,    51483,    48451,        -,        -,        -,        -,        -,        -,        -,        -
       -,        -,    41678,    39476,        -,        -,        -,        -,        -,        -,        -,        -
