   82959,    56943,    57227,    56471,        -,        -,        -,        -,        -,        -,        -,        -
   77392,    50720,    47522,    43555,        -,        -,        -,        -,        -,        -,        -,        -
   68542,    39716,    36178,    33416,        -,        -,        -,        -,        -,        -,        -,        -
   50335,    29126,    31538,    23695,        -,        -,        -,        -,        -,        -,        -,        -
   98749,    19631,    23529,    19918,        -,        -,        -,        -,        -,        -,        -,        -
   23362,    19209,    35801,    17120,        -,        -,        -,        -,        -,        -,        -,        -
   19660,    19629,    18888,    17708,        -,        -,        -,        -,        -,        -,        -,        -
       -,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -,      944

   83391,    57467,    57002,    55750,        -,        -,        -,        -,        -,        -,        -,        -
   78755,    51628,    46605,    42464,        -,        -,        -,        -,        -,        -,        -,        -
   70515,    39919,    35781,    32929,        -,        -,        -,        -,        -,        -,        -,        -
   51848,    29757,    31995,    22675,        -,        -,        -,        -,        -,        -,        -,        -
  100770,    20208,    23183,    20288,        -,        -,        -,        -,        -,        -,        -,        -
   23399,    19411,    27105,    16483,        -,        -,        -,        -,        -,        -,        -,        -
   19129,    19431,    19751,    17606,        -,        -,        -,        -,        -,        -,        -,        -
       -,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -,      990

   84423,    57646,    56036,    55692,        -,        -,        -,        -,        -,        -,        -,        -
   79233,    51101,    47178,    43863,        -,        -,        -,        -,        -,        -,        -,        -
   71593,    39220,    35549,    32700,        -,        -,        -,        -,        -,        -,        -,        -
   51741,    30661,    31822,    23493,        -,        -,        -,        -,        -,        -,        -,        -
  102145,    20167,    23897,    19990,        -,        -,        -,        -,        -,        -,        -,        -
   23859,    19504,    21094,    16259,        -,        -,        -,        -,        -,        -,        -,        -
   18701,    19135,    18471,    17392,        -,        -,        -,        -,        -,        -,        -,        -
       -,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -,      893

   81620,    57642,    56514,    56703,        -,        -,        -,        -,        -,        -,        -,        -
   80368,    51130,    47495,    42702,        -,        -,        -,        -,        -,        -,        -,        -
   73050,    39123,    35320,    32361,        -,        -,        -,        -,        -,        -,        -,        -
   52957,    30290,    31445,    23596,        -,        -,        -,        -,        -,        -,        -,        -
  104122,    20318,    23014,    19578,        -,        -,        -,        -,        -,        -,        -,        -
   24493,    19928,    22834,    16610,        -,        -,        -,        -,        -,        -,        -,        -
   19206,    19804,    18429,    17420,        -,        -,        -,        -,        -,        -,        -,        -
       -,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -,      899

   84012,    57565,    57490,    55013,        -,        -,        -,        -,        -,        -,        -,        -
   79889,    52354,    46594,    42998,        -,        -,        -,        -,        -,        -,        -,        -
   73297,    38991,    35239,    33497,        -,        -,        -,        -,        -,        -,        -,        -
   54004,    29409,    31618,    23533,        -,        -,        -,        -,        -,        -,        -,        -
  104018,    20072,    22468,    20132,        -,        -,        -,        -,        -,        -,        -,        -
   24564,    20251,    18168,    16240,        -,        -,        -,        -,        -,        -,        -,        -
   19360,    18990,    18632,    17619,        -,        -,        -,        -,        -,        -,        -,        -
       -,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -,      914

   84579,    57351,    56654,    55568,        -,        -,        -,        -,        -,        -,        -,        -
   81498,    50853,    46487,    42703,        -,        -,        -,        -,        -,        -,        -,        -
   74159,    39717,    34847,    32772,        -,        -,        -,        -,        -,        -,        -,        -
   54930,    30682,    31332,    23176,        -,        -,        -,        -,        -,        -,        -,        -
   95864,    20407,    23513,    20400,        -,        -,        -,        -,        -,        -,        -,        -
   24383,    21457,    18539,    16251,        -,        -,        -,        -,        -,        -,        -,        -
   19949,    18931,    18812,    17237,        -,        -,        -,        -,        -,        -,        -,        -
       -,        -,        -,        -,        -,        -,        -,        -,        -,        -,        -,      960

   84654,    57516,    56627,    55882,        -,        -,        -,        -,        -,        -,        -,        -
   83971,    51203,    46567,    43300,        -,        -,        -,        -,        -,        -,        -,        -
   74536,    38368,    34904,    32869,        -,        -,        -,        -,        -,        -,        -,        -
   55628,    29576,    31522,    23623,        -,        -,        -,        -,        -,        -,        -,        -
