refinement_id,data_reduction_id,final_pdb_path,refinement_mtz_path,rfree,rwork,resolution_cut,crystal_id,run_id,a,b,c,alpha,beta,gamma,method,mtz_path,target_id,compound_drop_id,creator_id,compound_id,name,beamline,volume
57379,9772,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/DIALS_dmpl2/l7p01_16/l7p01_16_001/l7p01_16_001_003_aligned.pdb,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/DIALS_dmpl2/l7p01_16/l7p01_16_001/l7p01_16_001_003_aligned.mtz,0.2281,0.1921,1.7501962248394756,MPro_1000_0,1,113.70501128592994,53.31277835302907,44.646042682951304,90.00000000000001,103.07523712343483,90.0,DIALS-dials,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/DIALS/l7p01_16/l7p01_16_001/DataFiles/SARSCOV2_l7p01_16_001_free.mtz,MPro,1000,Susanne/Huijong,SPE_K92493880,AMPA-(S),p11,263.62449990331885
61171,33157,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/staraniso_dmpl2/l6p23_02/l6p23_02_001/l6p23_02_001_002_aligned.pdb,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/staraniso_dmpl2/l6p23_02/l6p23_02_001/l6p23_02_001_002_aligned.mtz,0.2415,0.2175,1.907,MPro_1002_0,1,112.709,52.936,44.723,90.0,102.666,90.0,staraniso,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/autoproc1/l6p23_02/l6p23_02_001/staraniso_alldata-unique.mtz,MPro,1002,Ilona/Huijong,SPE_K26169680,robalzotan,p11,260.34023779410114
57381,9774,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/DIALS_dmpl2/l6p23_03/l6p23_03_001/l6p23_03_001_001_aligned.pdb,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/DIALS_dmpl2/l6p23_03/l6p23_03_001/l6p23_03_001_001_aligned.mtz,0.2682,0.1979,2.9748345612494527,MPro_1003_0,1,112.42208094789484,52.944883502569716,44.46365637541238,89.99999999999997,102.40798943523878,90.0,DIALS-dials,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/DIALS/l6p23_03/l6p23_03_001/DataFiles/SARSCOV2_l6p23_03_001_free.mtz,MPro,1003,Ilona/Huijong,SPE_A67482312,4-P-PDOT,p11,258.47368342484685
61172,33158,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/staraniso_dmpl2/l6p23_04/l6p23_04_001/l6p23_04_001_001_aligned.pdb,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/staraniso_dmpl2/l6p23_04/l6p23_04_001/l6p23_04_001_001_aligned.mtz,0.2395,0.2113,1.957,MPro_1004_0,1,112.233,52.834,44.768,90.0,102.663,90.0,staraniso,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/autoproc1/l6p23_04/l6p23_04_001/staraniso_alldata-unique.mtz,MPro,1004,Ilona/Huijong,SPE_A17453586,MDL-72832,p11,259.0046237165446
57383,9776,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/DIALS_dmpl2/l6p23_05/l6p23_05_001/l6p23_05_001_003_aligned.pdb,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/DIALS_dmpl2/l6p23_05/l6p23_05_001/l6p23_05_001_003_aligned.mtz,0.2179,0.1895,1.469575329909892,MPro_1005_0,1,113.38594564336447,53.34510917741019,44.66296592055678,89.99999999999997,103.00757066324502,90.00000000000001,DIALS-dials,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/DIALS/l6p23_05/l6p23_05_001/DataFiles/SARSCOV2_l6p23_05_001_free.mtz,MPro,1005,Ilona/Huijong,SPE_A60832661,CPP,p11,263.2158727439205
61173,33160,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/staraniso_dmpl2/l6p23_06/l6p23_06_001/l6p23_06_001_001_aligned.pdb,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/staraniso_dmpl2/l6p23_06/l6p23_06_001/l6p23_06_001_001_aligned.mtz,0.2225,0.2011,1.902,MPro_1006_0,1,113.046,53.199,44.932,90.0,102.742,90.0,staraniso,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/autoproc1/l6p23_06/l6p23_06_001/staraniso_alldata-unique.mtz,MPro,1006,Ilona/Huijong,SPE_K53720352,cinalukast,p11,263.5634626147662
53433,13555,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/DIALS_1p7A_dmpl2/l6p23_08/l6p23_08_001/l6p23_08_001_001_aligned.pdb,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/DIALS_1p7A_dmpl2/l6p23_08/l6p23_08_001/l6p23_08_001_001_aligned.mtz,0.2687,0.2337,1.70009492053954,MPro_1008_0,1,113.00110505578895,53.05537767321913,44.70493275349265,90.00000000000001,103.00705089639162,90.0,DIALS_1p7A-dials,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/DIALS_1p7A/l6p23_08/l6p23_08_001/DataFiles/SARSCOV2_l6p23_08_001_free.mtz,MPro,1008,Ilona/Huijong,SPE_K57304726,PRE-084,p11,261.14345010555314
57385,9780,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/DIALS_dmpl2/l6p23_10/l6p23_10_001/l6p23_10_001_003_aligned.pdb,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/DIALS_dmpl2/l6p23_10/l6p23_10_001/l6p23_10_001_003_aligned.mtz,0.2108,0.1817,1.4201118887854183,MPro_1010_0,1,113.03033050183569,53.12000308408139,44.642397224273715,90.00000000000003,102.98113564357419,89.99999999999997,DIALS-dials,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/DIALS/l6p23_10/l6p23_10_001/DataFiles/SARSCOV2_l6p23_10_001_free.mtz,MPro,1010,Ilona/Huijong,SPE_K37561857,zardaverine,p11,261.19058388453453
57386,9781,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/DIALS_dmpl2/l6p23_11/l6p23_11_001/l6p23_11_001_002_aligned.pdb,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/DIALS_dmpl2/l6p23_11/l6p23_11_001/l6p23_11_001_002_aligned.mtz,0.2173,0.191,2.038897932213587,MPro_1011_0,1,112.36270335139008,52.67402235031187,44.63176875301618,90.00000000000001,102.632748881905,89.99999999999997,DIALS-dials,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/DIALS/l6p23_11/l6p23_11_001/DataFiles/SARSCOV2_l6p23_11_001_free.mtz,MPro,1011,Ilona/Huijong,SPE_K94623186,RWJ-50271,p11,257.76264389085395
57387,9782,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/DIALS_dmpl2/l6p23_13/l6p23_13_001/l6p23_13_001_003_aligned.pdb,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/DIALS_dmpl2/l6p23_13/l6p23_13_001/l6p23_13_001_003_aligned.mtz,0.202,0.18,1.3797334010276783,MPro_1013_0,1,112.82868290496766,53.03139798943179,44.730019267344346,90.0,102.87615214931182,90.0,DIALS-dials,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/DIALS/l6p23_13/l6p23_13_001/DataFiles/SARSCOV2_l6p23_13_001_free.mtz,MPro,1013,Ilona/Huijong,SPE_K73276278,MCOPPB,p11,260.91032862262034
57388,9783,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/DIALS_dmpl2/l6p22_01/l6p22_01_001/l6p22_01_001_001_aligned.pdb,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/DIALS_dmpl2/l6p22_01/l6p22_01_001/l6p22_01_001_001_aligned.mtz,0.2404,0.2306,1.9984913104308968,MPro_1017_0,1,114.35477618163087,53.57457082571149,44.8676604043067,90.00000000000001,102.91195357655074,90.0,DIALS-dials,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/DIALS/l6p22_01/l6p22_01_001/DataFiles/SARSCOV2_l6p22_01_001_free.mtz,MPro,1017,Najeeb/Huijong,SPE_K08998509,fananserin,p11,267.93157852218127
61177,33169,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/staraniso_dmpl2/l6p22_04/l6p22_04_001/l6p22_04_001_001_aligned.pdb,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/staraniso_dmpl2/l6p22_04/l6p22_04_001/l6p22_04_001_001_aligned.mtz,0.2586,0.242,2.152,MPro_1018_1,1,113.925,53.943,44.779,90.0,101.36,90.0,staraniso,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/autoproc1/l6p22_04/l6p22_04_001/staraniso_alldata-unique.mtz,MPro,1018,Najeeb/Huijong,SPE_K77396579,NVP-DPP728,p11,269.7961702441854
61178,33170,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/staraniso_dmpl2/l6p22_05/l6p22_05_001/l6p22_05_001_001_aligned.pdb,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/staraniso_dmpl2/l6p22_05/l6p22_05_001/l6p22_05_001_001_aligned.mtz,0.2521,0.2444,1.895,MPro_1019_0,1,113.72,53.243,44.587,90.0,102.87,90.0,staraniso,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/autoproc1/l6p22_05/l6p22_05_001/staraniso_alldata-unique.mtz,MPro,1019,Najeeb/Huijong,SPE_K02908048,R(+)-3-(3-Hydroxyphenyl)-N-propylpiperidine hydrochloride,p11,263.1830226916514
57391,9790,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/DIALS_dmpl2/l6p22_08/l6p22_08_001/l6p22_08_001_002_aligned.pdb,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/DIALS_dmpl2/l6p22_08/l6p22_08_001/l6p22_08_001_002_aligned.mtz,0.2491,0.2117,1.9602933476695383,MPro_1020_1,1,113.60352908953601,53.232851856476756,44.513526126480635,90.0,102.94716820953151,89.99999999999999,DIALS-dials,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/DIALS/l6p22_08/l6p22_08_001/DataFiles/SARSCOV2_l6p22_08_001_free.mtz,MPro,1020,Najeeb/Huijong,SPE_K78299798,mepiroxol,p11,262.3492009897447
65287,21477,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/XDSv1_noice_dmpl2/l6p22_14/l6p22_14_001/l6p22_14_001_001_aligned.pdb,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/XDSv1_noice_dmpl2/l6p22_14/l6p22_14_001/l6p22_14_001_001_aligned.mtz,0.2544,0.2358,1.83,MPro_1023_1,1,113.17,53.1,44.32,90.0,102.99,90.0,xds_reindex1_noice,/asap3/petra3/gpfs/p11/2020/data/11009999/processed/reindex1_noice/l6p22_14/l6p22_14_001/full/l6p22_14_001_F.mtz,MPro,1023,Najeeb/Huijong,SPE_K90497590,AR-12,p11,259.51771821303134
65288,21479,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/XDSv1_noice_dmpl2/l6p22_16/l6p22_16_001/l6p22_16_001_003_aligned.pdb,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/XDSv1_noice_dmpl2/l6p22_16/l6p22_16_001/l6p22_16_001_003_aligned.mtz,0.2457,0.2069,1.75,MPro_1024_1,1,113.27,53.27,44.49,90.0,102.956,90.0,xds_reindex1_noice,/asap3/petra3/gpfs/p11/2020/data/11009999/processed/reindex1_noice/l6p22_16/l6p22_16_001/full/l6p22_16_001_F.mtz,MPro,1024,Najeeb/Huijong,SPE_K69211575,XD-14,p11,261.6138902037389
61188,33183,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/staraniso_dmpl2/l6p21_04/l6p21_04_001/l6p21_04_001_001_aligned.pdb,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/staraniso_dmpl2/l6p21_04/l6p21_04_001/l6p21_04_001_001_aligned.mtz,0.2362,0.1972,2.111,MPro_1026_1,1,112.331,53.022,44.323,90.0,102.459,90.0,staraniso,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/autoproc1/l6p21_04/l6p21_04_001/staraniso_alldata-unique.mtz,MPro,1026,Najeeb/Huijong,SPE_A15530910,SDZ-21009,p11,257.7716621529416
65293,21453,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/XDSv1_noice_dmpl2/l6p21_06/l6p21_06_001/l6p21_06_001_001_aligned.pdb,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/XDSv1_noice_dmpl2/l6p21_06/l6p21_06_001/l6p21_06_001_001_aligned.mtz,0.2506,0.2373,1.74,MPro_1027_1,1,113.43,53.29,44.45,90.0,102.939,90.0,xds_reindex1_noice,/asap3/petra3/gpfs/p11/2020/data/11009999/processed/reindex1_noice/l6p21_06/l6p21_06_001/full/l6p21_06_001_F.mtz,MPro,1027,Najeeb/Huijong,SPE_K18324993,Budipine,p11,261.8640245660271
57399,9801,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/DIALS_dmpl2/l6p21_07/l6p21_07_001/l6p21_07_001_002_aligned.pdb,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/DIALS_dmpl2/l6p21_07/l6p21_07_001/l6p21_07_001_002_aligned.mtz,0.246,0.201,2.0797257268932627,MPro_1028_0,1,113.9271564398868,53.523357755753274,44.58598725588883,90.0,102.96513765907923,90.0,DIALS-dials,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/DIALS/l6p21_07/l6p21_07_001/DataFiles/SARSCOV2_l6p21_07_001_free.mtz,MPro,1028,Najeeb/Huijong,SPE_K79315489,Erythritol,p11,264.94385532945074
57400,9802,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/DIALS_dmpl2/l6p21_08/l6p21_08_001/l6p21_08_001_003_aligned.pdb,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/DIALS_dmpl2/l6p21_08/l6p21_08_001/l6p21_08_001_003_aligned.mtz,0.2424,0.2006,1.7992925988073545,MPro_1028_1,1,113.73790011959804,53.391944760647654,44.558119693115295,89.99999999999999,102.98899874313776,90.0,DIALS-dials,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/DIALS/l6p21_08/l6p21_08_001/DataFiles/SARSCOV2_l6p21_08_001_free.mtz,MPro,1028,Najeeb/Huijong,SPE_K79315489,Erythritol,p11,263.6640857604387
61193,33188,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/staraniso_dmpl2/l6p21_09/l6p21_09_001/l6p21_09_001_001_aligned.pdb,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/staraniso_dmpl2/l6p21_09/l6p21_09_001/l6p21_09_001_001_aligned.mtz,0.2447,0.2305,1.953,MPro_1029_0,1,113.735,53.638,44.589,90.0,102.877,90.0,staraniso,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/autoproc1/l6p21_09/l6p21_09_001/staraniso_alldata-unique.mtz,MPro,1029,Najeeb/Huijong,SPE_K00312224,PPT,p11,265.1749913895453
53448,13580,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/DIALS_1p7A_dmpl2/l2p11_15/l2p11_15_001/l2p11_15_001_001_aligned.pdb,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/DIALS_1p7A_dmpl2/l2p11_15/l2p11_15_001/l2p11_15_001_001_aligned.mtz,0.4091,0.3979,1.6948301263566863,MPro_102_0,1,110.86096299547211,53.249097420771726,44.80334576690932,90.00000000000003,102.90861709682723,90.00000000000001,DIALS_1p7A-dials,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/DIALS_1p7A/l2p11_15/l2p11_15_001/DataFiles/SARSCOV2_l2p11_15_001_free.mtz,MPro,102,Susanne/Arwen,SPE_A05457250,BAY-K-8644-(+/-),p11,257.80100805695616
57402,9805,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/DIALS_dmpl2/l6p21_12/l6p21_12_001/l6p21_12_001_003_aligned.pdb,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/DIALS_dmpl2/l6p21_12/l6p21_12_001/l6p21_12_001_003_aligned.mtz,0.2085,0.1904,1.6694788594167382,MPro_1030_1,1,113.3925168848891,53.25565138764034,44.512364599022625,89.99999999999999,102.9690802257371,90.0,DIALS-dials,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/DIALS/l6p21_12/l6p21_12_001/DataFiles/SARSCOV2_l6p21_12_001_free.mtz,MPro,1030,Najeeb/Huijong,SPE_K25524093,PSN-375963,p11,261.9441694639593
61196,33193,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/staraniso_dmpl2/l6p21_13/l6p21_13_001/l6p21_13_001_002_aligned.pdb,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/staraniso_dmpl2/l6p21_13/l6p21_13_001/l6p21_13_001_002_aligned.mtz,0.2532,0.1935,2.417,MPro_1031_0,1,114.396,54.043,44.858,90.0,101.871,90.0,staraniso,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/autoproc1/l6p21_13/l6p21_13_001/staraniso_alldata-unique.mtz,MPro,1031,Najeeb/Huijong,SPE_A80383043,4-carboxy-3-hydroxyphenylglycine-(RS),p11,271.3946469597898
57404,9807,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/DIALS_dmpl2/l6p21_14/l6p21_14_001/l6p21_14_001_003_aligned.pdb,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/DIALS_dmpl2/l6p21_14/l6p21_14_001/l6p21_14_001_003_aligned.mtz,0.2333,0.2103,2.049967982713726,MPro_1031_1,1,113.63416387583976,53.32155359418002,44.566714359276354,90.0,102.81672053531662,90.0,DIALS-dials,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/DIALS/l6p21_14/l6p21_14_001/DataFiles/SARSCOV2_l6p21_14_001_free.mtz,MPro,1031,Najeeb/Huijong,SPE_A80383043,4-carboxy-3-hydroxyphenylglycine-(RS),p11,263.3083649621773
57406,9810,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/DIALS_dmpl2/l6p20_01/l6p20_01_001/l6p20_01_001_003_aligned.pdb,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/DIALS_dmpl2/l6p20_01/l6p20_01_001/l6p20_01_001_003_aligned.mtz,0.2145,0.1867,1.6092973716164176,MPro_1033_0,1,113.78212315704181,53.647736843799784,44.65759545966565,90.0,102.80083180887522,89.99999999999999,DIALS-dials,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/DIALS/l6p20_01/l6p20_01_001/DataFiles/SARSCOV2_l6p20_01_001_free.mtz,MPro,1033,Susanne/Christina,SPE_K94288301,Letermovir,p11,265.8217295605494
61200,33199,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/staraniso_dmpl2/l6p20_03/l6p20_03_001/l6p20_03_001_001_aligned.pdb,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/staraniso_dmpl2/l6p20_03/l6p20_03_001/l6p20_03_001_001_aligned.mtz,0.2388,0.1859,2.687,MPro_1035_0,1,112.437,52.745,44.672,90.0,102.704,90.0,staraniso,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/autoproc1/l6p20_03/l6p20_03_001/staraniso_alldata-unique.mtz,MPro,1035,Susanne/Christina,SPE_K96936751,bretazenil,p11,258.4412073651723
61201,33200,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/staraniso_dmpl2/l6p20_05/l6p20_05_001/l6p20_05_001_001_aligned.pdb,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/staraniso_dmpl2/l6p20_05/l6p20_05_001/l6p20_05_001_001_aligned.mtz,0.2222,0.2028,1.726,MPro_1037_0,1,113.151,53.185,44.729,90.0,102.875,90.0,staraniso,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/autoproc1/l6p20_05/l6p20_05_001/staraniso_alldata-unique.mtz,MPro,1037,Susanne/Christina,SPE_K89899948,AI-10-49,p11,262.4087649870591
53455,13589,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/DIALS_1p7A_dmpl2/l6p20_06/l6p20_06_001/l6p20_06_001_003_aligned.pdb,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/DIALS_1p7A_dmpl2/l6p20_06/l6p20_06_001/l6p20_06_001_003_aligned.mtz,0.267,0.2323,1.6989237053072024,MPro_1038_0,1,113.88148201206997,53.47157052161466,44.67095884212353,90.00000000000001,103.10111823893895,90.0,DIALS_1p7A-dials,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/DIALS_1p7A/l6p20_06/l6p20_06_001/DataFiles/SARSCOV2_l6p20_06_001_free.mtz,MPro,1038,Susanne/Christina,SPE_K59436580,Tedizolid,p11,264.94003728995966
57409,9814,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/DIALS_dmpl2/l6p20_08/l6p20_08_001/l6p20_08_001_001_aligned.pdb,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/DIALS_dmpl2/l6p20_08/l6p20_08_001/l6p20_08_001_001_aligned.mtz,0.2436,0.2148,1.990435503450634,MPro_1040_0,1,113.05136542694076,53.23115180292382,44.60973421730959,90.00000000000001,102.95149453314743,90.0,DIALS-dials,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/DIALS/l6p20_08/l6p20_08_001/DataFiles/SARSCOV2_l6p20_08_001_free.mtz,MPro,1040,Susanne/Christina,SPE_K19203487,Avosentan,p11,261.6254343490704
57410,9815,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/DIALS_dmpl2/l6p20_11/l6p20_11_001/l6p20_11_001_001_aligned.pdb,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/DIALS_dmpl2/l6p20_11/l6p20_11_001/l6p20_11_001_001_aligned.mtz,0.2557,0.2454,2.1096628458281557,MPro_1043_0,1,113.14990226136506,53.106848685659564,44.7018570232148,90.00000000000001,102.97214274425063,89.99999999999999,DIALS-dials,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/DIALS/l6p20_11/l6p20_11_001/DataFiles/SARSCOV2_l6p20_11_001_free.mtz,MPro,1043,Susanne/Christina,SPE_K16037980,NP118809,p11,261.75977422690266
61205,33205,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/staraniso_dmpl2/l6p20_13/l6p20_13_001/l6p20_13_001_001_aligned.pdb,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/staraniso_dmpl2/l6p20_13/l6p20_13_001/l6p20_13_001_001_aligned.mtz,0.2545,0.2222,1.65,MPro_1045_0,1,113.589,53.326,44.626,90.0,103.049,90.0,staraniso,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/autoproc1/l6p20_13/l6p20_13_001/staraniso_alldata-unique.mtz,MPro,1045,Susanne/Christina,SPE_K13800121,Parecoxib,p11,263.33056051222474
61207,33208,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/staraniso_dmpl2/l6p20_16/l6p20_16_001/l6p20_16_001_001_aligned.pdb,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/staraniso_dmpl2/l6p20_16/l6p20_16_001/l6p20_16_001_001_aligned.mtz,0.2271,0.1721,2.505,MPro_1048_0,1,112.272,52.718,44.73,90.0,102.644,90.0,staraniso,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/autoproc1/l6p20_16/l6p20_16_001/staraniso_alldata-unique.mtz,MPro,1048,Susanne/Christina,SPE_K92213669,Lomitapide,p11,258.3255583238031
57414,9822,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/DIALS_dmpl2/l6p19_07/l6p19_07_001/l6p19_07_001_003_aligned.pdb,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/DIALS_dmpl2/l6p19_07/l6p19_07_001/l6p19_07_001_003_aligned.mtz,0.269,0.2247,1.9387002948798848,MPro_1052_0,1,114.26374803265233,53.614773888999096,44.53482145138569,90.00000000000003,102.27879010325704,89.99999999999999,DIALS-dials,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/DIALS/l6p19_07/l6p19_07_001/DataFiles/SARSCOV2_l6p19_07_001_free.mtz,MPro,1052,Najeeb/Christina,SPE_A74387232,PMPA,p11,266.58917069424734
61213,33217,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/staraniso_dmpl2/l6p19_08/l6p19_08_001/l6p19_08_001_001_aligned.pdb,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/staraniso_dmpl2/l6p19_08/l6p19_08_001/l6p19_08_001_001_aligned.mtz,0.2514,0.226,2.082,MPro_1052_1,1,113.966,53.549,44.677,90.0,102.955,90.0,staraniso,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/autoproc1/l6p19_08/l6p19_08_001/staraniso_alldata-unique.mtz,MPro,1052,Najeeb/Christina,SPE_A74387232,PMPA,p11,265.7132511566351
61214,33218,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/staraniso_dmpl2/l6p19_09/l6p19_09_001/l6p19_09_001_003_aligned.pdb,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/staraniso_dmpl2/l6p19_09/l6p19_09_001/l6p19_09_001_003_aligned.mtz,0.2624,0.2101,1.815,MPro_1053_0,1,113.627,53.359,44.529,90.0,102.996,90.0,staraniso,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/autoproc1/l6p19_09/l6p19_09_001/staraniso_alldata-unique.mtz,MPro,1053,Najeeb/Christina,SPE_K65786282,CGP-7930,p11,263.06501557028963
65306,21427,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/XDSv1_noice_dmpl2/l6p19_10/l6p19_10_001/l6p19_10_001_001_aligned.pdb,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/XDSv1_noice_dmpl2/l6p19_10/l6p19_10_001/l6p19_10_001_001_aligned.mtz,0.1994,0.1941,2.21,MPro_1053_1,1,113.47,53.28,44.52,90.0,102.911,90.0,xds_reindex1_noice,/asap3/petra3/gpfs/p11/2020/data/11009999/processed/reindex1_noice/l6p19_10/l6p19_10_001/full/l6p19_10_001_F.mtz,MPro,1053,Najeeb/Christina,SPE_K65786282,CGP-7930,p11,262.3490847144582
61217,33222,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/staraniso_dmpl2/l6p19_13/l6p19_13_001/l6p19_13_001_001_aligned.pdb,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/staraniso_dmpl2/l6p19_13/l6p19_13_001/l6p19_13_001_001_aligned.mtz,0.2328,0.1784,2.55,MPro_1055_0,1,113.58,53.13,44.628,90.0,102.896,90.0,staraniso,/asap3/petra3/gpfs/p11/2020/data/11009999/scratch_cc/autoproc1/l6p19_13/l6p19_13_001/staraniso_alldata-unique.mtz,MPro,1055,Najeeb/Christina,SPE_K31560319,olvanil,p11,262.5150937628783
